study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,higher_better_notes...49,higher_better_notes...50,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...71,corrections_notes_AL,miss_c_mean_raw,miss_ex_mean_raw,miss_c_sd_raw,miss_ex_sd_raw,miss_c_se_raw,miss_ex_se_raw,mean_floored_to1,cohort_id,c_mean_imputed,ex_mean_imputed,c_sd_imputed,ex_sd_imputed,c_se_imputed,ex_se_imputed,lnRR,lnRR_var
whitlow_1978_thesis,ex021,con018,out058,es116,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,Dependent,Yes,Negative,,19.1201,4.3726,20,0.9777430838415581,,26.7371,5.1708,20,1.156226029805591,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.3349395167377667,0.0022736724322598026
whitlow_1978_thesis,ex022,con018,out058,es117,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,Dependent,Yes,Negative,,19.1201,4.3726,20,0.9777430838415581,,15.7464,3.9682,20,0.8873164948314665,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.1938481766910394,0.0029087685888493937
whitlow_1978_thesis,ex021,con018,out059,es118,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,C_HN_1_gr,Dependent,No,Positive,,4.0526,2.0131,20,0.45014284455048265,,3.6809,1.9186,20,0.42901200216310964,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.09557814934087412,0.012975877686274931
whitlow_1978_thesis,ex022,con018,out059,es119,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,C_HLN_1_gr,Dependent,No,Positive,,4.0526,2.0131,20,0.45014284455048265,,3.708,1.9256,20,0.4305772497473595,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.08829277722945213,0.012923629038084607
whitlow_1978_thesis,ex021,con018,out059,es120,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,C_HN_2_gr,Dependent,No,Positive,,3.5127,1.8742,20,0.4190838603430106,,5.6705,2.3813,20,0.5324748674820249,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.47618429493802694,0.011848382615580928
whitlow_1978_thesis,ex022,con018,out059,es121,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,C_HLN_2_gr,Dependent,No,Positive,,3.5127,1.8742,20,0.4190838603430106,,4.8023,2.1914,20,0.49001193658930386,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.31079888273330697,0.012471748101514253
whitlow_1978_thesis,ex021,con018,out059,es122,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,C_HN_3_gr,Dependent,No,Positive,,3.8478,1.9616,20,0.4386270944663587,,3.6899,1.9209,20,0.4295262977979346,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.041624372017293756,0.013275425271972837
whitlow_1978_thesis,ex022,con018,out059,es123,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,Dependent,No,Positive,,3.8478,1.9616,20,0.4386270944663587,,3.0749,1.7535,20,0.3920945198545881,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.22259653960764156,0.014718725886544918
whitlow_1978_thesis,ex021,con018,out060,es124,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,Dependent,No,Positive,,2.3849,1.5443,20,0.3453159777652925,,2.3777,1.542,20,0.3448016821304676,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.002991370176290052,0.020997125252224705
whitlow_1978_thesis,ex022,con018,out060,es125,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,Dependent,No,Positive,,2.3849,1.5443,20,0.3453159777652925,,2.0226,1.4222,20,0.31801358776002003,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.1628951859972784,0.022920451219039562
whitlow_1978_thesis,ex021,con018,out060,es126,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,Dependent,No,Positive,,1.5268,1.2357,20,0.276310919979649,,1.9827,1.4081,20,0.31486073191174535,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.25751909615366875,0.029230882451296163
whitlow_1978_thesis,ex022,con018,out060,es127,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,Dependent,No,Positive,,1.5268,1.2357,20,0.276310919979649,,1.8311,1.3532,20,0.30258471871527154,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.17902043472123896,0.030152802015421802
whitlow_1978_thesis,ex021,con018,out060,es128,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,Dependent,No,Positive,,2.775,1.6658,20,0.37248420369191493,,2.5731,1.6041,20,0.3586876642707413,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.07483195436684123,0.01873806361630443
whitlow_1978_thesis,ex022,con018,out060,es129,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,Dependent,No,Positive,,2.775,1.6658,20,0.37248420369191493,,2.8604,1.6913,20,0.37818617703453944,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,whitlow_1978_thesis_ex022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.030042406009465426,0.01775100777676556
abramova_2020_genpath,ex023,con019,out061,es130,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,The loudness was inferred using,Anxiety,Open Field Test (OFT),,Sections crossed,count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,Independent,Yes,Negative,,51.375,16.8263,8,18.1638,,56.2632,26.4614,19,6.0707,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2020_genpath_ex023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.09000564565308171,0.02505048659484778
abramova_2020_genpath,ex024,con020,out061,es131,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),squares crossed,Sections crossed,count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,Independent,Yes,Negative,,65.5,17.0042,8,23.1577,,59.625,19.4418,16,14.9063,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2020_genpath_ex024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09486489249652713,0.015069434553426745
abramova_2020_genpath,ex023,con019,out062,es132,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,Independent,Yes,Negative,,23.625,6.7387,8,8.3527,,23.5789,11.057,19,2.5367,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2020_genpath_ex023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0012513289206046415,0.02174369118812252
abramova_2020_genpath,ex024,con020,out062,es133,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,Independent,Yes,Negative,,28.125,6.4683,8,9.9437,,28.1875,8.9086,16,7.0469,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2020_genpath_ex024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0020354126919983075,0.012854471971370997
abramova_2020_genpath,ex023,con019,out063,es134,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-cen,US-m-g1-cen,KO_US_m_cen,Independent,Yes,Negative,,1.875,2.997,8,0.6629,,1.8421,1.4245,19,0.3268,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2020_genpath_ex023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16164584932221138,0.35083380984825646
abramova_2020_genpath,ex024,con020,out063,es135,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-cen,US-f-g1-cen,CO_US_f_cen,Independent,Yes,Negative,,2.75,1.8323,8,0.9723,,1.25,0.9309,16,0.3125,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2020_genpath_ex024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7988723376353446,0.09015593934214876
