study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_d_b,frequency_hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean_raw,c_sd_raw,c_n_raw,c_se_raw,c_ci_raw,ex_mean_raw,ex_sd_raw,ex_n_raw,ex_se_raw,ex_ci_raw,stat_comment,general_comment,c_median_raw,c_q1_raw,c_q3_raw,ex_median_raw,ex_q1_raw,ex_q3_raw,checked_ml,checked_ml_comments,corrections_notes_al,c_n,c_mean_pre_zero_correction,c_mean_source,c_sd,c_sd_source,c_se,c_se_source,c_ci,c_iqr_complete,c_iqr_all_zero,c_iqr_skewness_statistic,c_iqr_skewness_review,c_sd_assumed_sqrt_mean,c_se_inconsistent_with_sd,c_se_matches_mean_over_sqrt_n,ex_n,ex_mean_pre_zero_correction,ex_mean_source,ex_sd,ex_sd_source,ex_se,ex_se_source,ex_ci,ex_iqr_complete,ex_iqr_all_zero,ex_iqr_skewness_statistic,ex_iqr_skewness_review,ex_sd_assumed_sqrt_mean,ex_se_inconsistent_with_sd,ex_se_matches_mean_over_sqrt_n,shared_control_raw,exposure_type_raw,noise_type_raw,noise_type_2_raw,control_conditions_raw,offspring_sex_raw,outcome_type_raw,data_type_raw,data_units_raw,measurement_timing_raw,comparison_structure_raw,higher_better_raw,checked_ml_raw,effect_direction,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,c_mean_exact_zero,ex_mean_exact_zero,zero_correction_available,c_mean_zero_correction_applied,ex_mean_zero_correction_applied,c_mean,ex_mean,c_mean_sensitivity_08,ex_mean_sensitivity_08,exact_zero_correction_applied,zero_correction_unavailable,zero_mean_exclusion_sensitivity,dam_age_raw,dam_age_weeks,frequency_hz_raw,frequency_min_hz,frequency_max_hz,frequency_mid_hz,frequency_format,acoustic_band_from_frequency,gest_window,cohort_id
whitlow_1978_thesis,ex022,con017,out056,es105,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HLN_3_gr,HNoN_HLN_3_gr,dependent,no,Positive,,3.84,1.9596,20,,,3.0749,1.7535,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,3.84,raw_mean,1.9596,assumed_sqrt_mean_in_extraction,0.438179881,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,3.0749,raw_mean,1.7535,assumed_sqrt_mean_in_extraction,0.39209452,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,2.6522,2.38698,2.12176,FALSE,FALSE,TRUE,FALSE,FALSE,3.84,3.0749,3.84,3.0749,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
whitlow_1978_thesis,ex021,con017,out057,es106,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,85,2500,unclear,,"No noise, moved into experimental sound cage",mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HN_1_de,HNoN_HN_1_de,dependent,no,Positive,,1.74,1.3191,20,,,2.3777,1.542,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,1.74,raw_mean,1.3191,assumed_sqrt_mean_in_extraction,0.294959727,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,2.3777,raw_mean,1.542,assumed_sqrt_mean_in_extraction,0.344801682,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,1.14,1.026,0.912,FALSE,FALSE,TRUE,FALSE,FALSE,1.74,2.3777,1.74,2.3777,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex021
whitlow_1978_thesis,ex022,con017,out057,es107,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HLN_1_de,HNoN_HLN_1_de,dependent,no,Positive,,1.74,1.3191,20,,,2.0226,1.4222,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,1.74,raw_mean,1.3191,assumed_sqrt_mean_in_extraction,0.294959727,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,2.0226,raw_mean,1.4222,assumed_sqrt_mean_in_extraction,0.318013588,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,1.14,1.026,0.912,FALSE,FALSE,TRUE,FALSE,FALSE,1.74,2.0226,1.74,2.0226,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
whitlow_1978_thesis,ex021,con017,out057,es108,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,85,2500,unclear,,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HN_2_de,HNoN_HN_2_de,dependent,no,Positive,,2.22,1.49,20,,,1.9827,1.4081,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,2.22,raw_mean,1.49,assumed_sqrt_mean_in_extraction,0.333174129,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,1.9827,raw_mean,1.4081,assumed_sqrt_mean_in_extraction,0.314860732,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,1.14,1.026,0.912,FALSE,FALSE,TRUE,FALSE,FALSE,2.22,1.9827,2.22,1.9827,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex021
whitlow_1978_thesis,ex022,con017,out057,es109,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HLN_2_de,HNoN_HLN_2_de,dependent,no,Positive,,2.22,1.49,20,,,1.8311,1.3532,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,2.22,raw_mean,1.49,assumed_sqrt_mean_in_extraction,0.333174129,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,1.8311,raw_mean,1.3532,assumed_sqrt_mean_in_extraction,0.302584719,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,1.14,1.026,0.912,FALSE,FALSE,TRUE,FALSE,FALSE,2.22,1.8311,2.22,1.8311,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
whitlow_1978_thesis,ex021,con017,out057,es110,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,85,2500,unclear,,"No noise, moved into experimental sound cage",mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HN_3_de,HNoN_HN_3_de,dependent,no,Positive,,1.14,1.0677,20,,,2.5731,1.6041,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,1.14,raw_mean,1.0677,assumed_sqrt_mean_in_extraction,0.238744978,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,2.5731,raw_mean,1.6041,assumed_sqrt_mean_in_extraction,0.358687664,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,1.14,1.026,0.912,FALSE,FALSE,TRUE,FALSE,FALSE,1.14,2.5731,1.14,2.5731,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex021
whitlow_1978_thesis,ex022,con017,out057,es111,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HLN_3_de,HNoN_HLN_3_de,dependent,no,Positive,,1.14,1.0677,20,,,2.8604,1.6913,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,1.14,raw_mean,1.0677,assumed_sqrt_mean_in_extraction,0.238744978,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,2.8604,raw_mean,1.6913,assumed_sqrt_mean_in_extraction,0.378186177,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,No,yes,positive,1.14,1.026,0.912,FALSE,FALSE,TRUE,FALSE,FALSE,1.14,2.8604,1.14,2.8604,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
whitlow_1978_thesis,ex021,con018,out058,es112,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,85,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HN_1_sq,C_HN_1_sq,dependent,yes,Negative,,45.7671,6.7651,20,,,71.2285,8.4397,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,45.7671,raw_mean,6.7651,assumed_sqrt_mean_in_extraction,1.512722347,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,71.2285,raw_mean,8.4397,assumed_sqrt_mean_in_extraction,1.887174291,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,45.7671,71.2285,45.7671,71.2285,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex021
whitlow_1978_thesis,ex022,con018,out058,es113,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HLN_1_sq,C_HLN_1_sq,dependent,yes,Negative,,45.7671,6.7651,20,,,60.8719,7.802,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,45.7671,raw_mean,6.7651,assumed_sqrt_mean_in_extraction,1.512722347,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,60.8719,raw_mean,7.802,assumed_sqrt_mean_in_extraction,1.744580236,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,45.7671,60.8719,45.7671,60.8719,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
whitlow_1978_thesis,ex021,con018,out058,es114,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,85,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HN_2_sq,C_HN_2_sq,dependent,yes,Negative,,31.7366,5.6335,20,,,42.8005,6.5422,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,31.7366,raw_mean,5.6335,assumed_sqrt_mean_in_extraction,1.259688895,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,42.8005,raw_mean,6.5422,assumed_sqrt_mean_in_extraction,1.462880392,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,31.7366,42.8005,31.7366,42.8005,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex021
whitlow_1978_thesis,ex022,con018,out058,es115,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HLN_2_sq,C_HLN_2_sq,dependent,yes,Negative,,31.7366,5.6335,20,,,36.8824,6.0731,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,31.7366,raw_mean,5.6335,assumed_sqrt_mean_in_extraction,1.259688895,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,36.8824,raw_mean,6.0731,assumed_sqrt_mean_in_extraction,1.357986443,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,31.7366,36.8824,31.7366,36.8824,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
whitlow_1978_thesis,ex021,con018,out058,es116,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,85,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,dependent,yes,Negative,,19.1201,4.3726,20,,,26.7371,5.1708,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,19.1201,raw_mean,4.3726,assumed_sqrt_mean_in_extraction,0.977743084,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,26.7371,raw_mean,5.1708,assumed_sqrt_mean_in_extraction,1.15622603,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,19.1201,26.7371,19.1201,26.7371,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex021
whitlow_1978_thesis,ex022,con018,out058,es117,yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,intermittent,0.005,18 seconds per day. It was a tone,white_noise,audible,65,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,dependent,yes,Negative,,19.1201,4.3726,20,,,15.7464,3.9682,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,20,19.1201,raw_mean,4.3726,assumed_sqrt_mean_in_extraction,0.977743084,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,20,15.7464,raw_mean,3.9682,assumed_sqrt_mean_in_extraction,0.887316495,sd_div_sqrt_n,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,mixed,Anxiety,Count,Count,Not reported,Dependent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,19.1201,15.7464,19.1201,15.7464,FALSE,FALSE,FALSE,,,2500,2500,2500,2500,point,audible,mid_late,whitlow_1978_thesis_ex022
