study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_d_b,frequency_hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean_raw,c_sd_raw,c_n_raw,c_se_raw,c_ci_raw,ex_mean_raw,ex_sd_raw,ex_n_raw,ex_se_raw,ex_ci_raw,stat_comment,general_comment,c_median_raw,c_q1_raw,c_q3_raw,ex_median_raw,ex_q1_raw,ex_q3_raw,checked_ml,checked_ml_comments,corrections_notes_al,c_n,c_mean_pre_zero_correction,c_mean_source,c_sd,c_sd_source,c_se,c_se_source,c_ci,c_iqr_complete,c_iqr_all_zero,c_iqr_skewness_statistic,c_iqr_skewness_review,c_sd_assumed_sqrt_mean,c_se_inconsistent_with_sd,c_se_matches_mean_over_sqrt_n,ex_n,ex_mean_pre_zero_correction,ex_mean_source,ex_sd,ex_sd_source,ex_se,ex_se_source,ex_ci,ex_iqr_complete,ex_iqr_all_zero,ex_iqr_skewness_statistic,ex_iqr_skewness_review,ex_sd_assumed_sqrt_mean,ex_se_inconsistent_with_sd,ex_se_matches_mean_over_sqrt_n,shared_control_raw,exposure_type_raw,noise_type_raw,noise_type_2_raw,control_conditions_raw,offspring_sex_raw,outcome_type_raw,data_type_raw,data_units_raw,measurement_timing_raw,comparison_structure_raw,higher_better_raw,checked_ml_raw,effect_direction,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,c_mean_exact_zero,ex_mean_exact_zero,zero_correction_available,c_mean_zero_correction_applied,ex_mean_zero_correction_applied,c_mean,ex_mean,c_mean_sensitivity_08,ex_mean_sensitivity_08,exact_zero_correction_applied,zero_correction_unavailable,zero_mean_exclusion_sensitivity,dam_age_raw,dam_age_weeks,frequency_hz_raw,frequency_min_hz,frequency_max_hz,frequency_mid_hz,frequency_format,acoustic_band_from_frequency,gest_window,cohort_id
oliveira_2015_jbehavbraisci,ex012,con008,out027,es052,yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",,19,intermittent,1,h,ultrasound,ultrasound,65,"22,000",silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F3,IE_F3,C_IE_F3,dependent,yes,Negative,,6.46,7.72,12,2.23,,13.2,15.44,12,4.46,,,,,,,,,,yes,,,12,6.46,raw_mean,7.72,raw_sd,2.23,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,12,13.2,raw_mean,15.44,raw_sd,4.46,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Ultrasound,Ultrasound,Silence,male,Anxiety,Latency,s,Light phase,Dependent,Yes,yes,negative,5.34,4.806,4.272,FALSE,FALSE,TRUE,FALSE,FALSE,6.46,13.2,6.46,13.2,FALSE,FALSE,FALSE,16,16,"22,000",22000,22000,22000,point,ultrasound,full_gestation,oliveira_2015_jbehavbraisci_ex012
pavlov_2023_molsci,ex013,con009,out028,es053,yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,continuous,24,Varying frequencies. Mice in an accustically isolated room,ultrasound,ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,depression,Sucrose Preference Test (SPT),,Sucrose preference index,index,percent,dark_phase,Figure 4A,pavlov_2023_molsci_Fig4A,NonSt_su,US_su,NonSt_US_su,independent,yes,Negative,higher anhedonia is better,71.6,9.72,10,3.07,,40.48,13.49,14,3.61,,,Visual estimations: you can't see the median in the violin plot,,,,,,,yes,,,10,71.6,raw_mean,9.72,raw_sd,3.07,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,14,40.48,raw_mean,13.49,raw_sd,3.61,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Continuous,Ultrasound,Ultrasound,Unclear,female,Depression,Index,%,Dark phase,Independent,Yes,yes,negative,40.48,36.432,32.384,FALSE,FALSE,TRUE,FALSE,FALSE,71.6,40.48,71.6,40.48,FALSE,FALSE,FALSE,16,16,"20,000-45,000",20000,45000,32500,range,mixed_or_boundary,full_gestation,pavlov_2023_molsci_ex013
pavlov_2023_molsci,ex013,con009,out029,es054,yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,continuous,24,Varying frequencies. Mice in an accustically isolated room,ultrasound,ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Open Field Test (OFT),,Sections crossed,count,count,dark_phase,Figure 4C,pavlov_2023_molsci_Fig4C,NonSt_sq,US_sq,NonSt_US_sq,independent,yes,Negative,,10.55,6.17,10,1.95,,6.4,3.17,14,0.85,,,,,,,,,,yes,,,10,10.55,raw_mean,6.17,raw_sd,1.95,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,14,6.4,raw_mean,3.17,raw_sd,0.85,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Continuous,Ultrasound,Ultrasound,Unclear,female,Anxiety,Count,Count,Dark phase,Independent,Yes,yes,negative,6.4,5.76,5.12,FALSE,FALSE,TRUE,FALSE,FALSE,10.55,6.4,10.55,6.4,FALSE,FALSE,FALSE,16,16,"20,000-45,000",20000,45000,32500,range,mixed_or_boundary,full_gestation,pavlov_2023_molsci_ex013
pavlov_2023_molsci,ex013,con009,out030,es055,yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,continuous,24,Varying frequencies. Mice in an accustically isolated room,ultrasound,ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Open Field Test (OFT),,Time in central square,time,seconds,dark_phase,Figure 4D,pavlov_2023_molsci_Fig4D,NonSt_csq,US_csq,NonSt_US_csq,independent,yes,Negative,,71.66,17.5,10,5.53,,25.99,11.15,14,2.98,,,,,,,,,,yes,,,10,71.66,raw_mean,17.5,raw_sd,5.53,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,14,25.99,raw_mean,11.15,raw_sd,2.98,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Continuous,Ultrasound,Ultrasound,Unclear,female,Anxiety,Time,s,Dark phase,Independent,Yes,yes,negative,0.18,0.162,0.144,FALSE,FALSE,TRUE,FALSE,FALSE,71.66,25.99,71.66,25.99,FALSE,FALSE,FALSE,16,16,"20,000-45,000",20000,45000,32500,range,mixed_or_boundary,full_gestation,pavlov_2023_molsci_ex013
pavlov_2023_molsci,ex013,con009,out031,es056,yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,continuous,24,Varying frequencies. Mice in an accustically isolated room,ultrasound,ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),time,seconds,dark_phase,Figure 4E,pavlov_2023_molsci_Fig4E,NonSt_oat,US_oat,NonSt_US_oat,independent,yes,Negative,,69.17,20.84,10,6.59,,25.42,9.56,14,2.55,,,,,,,,,,yes,,,10,69.17,raw_mean,20.84,raw_sd,6.59,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,14,25.42,raw_mean,9.56,raw_sd,2.55,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Continuous,Ultrasound,Ultrasound,Unclear,female,Anxiety,Time,s,Dark phase,Independent,Yes,yes,negative,25.42,22.878,20.336,FALSE,FALSE,TRUE,FALSE,FALSE,69.17,25.42,69.17,25.42,FALSE,FALSE,FALSE,16,16,"20,000-45,000",20000,45000,32500,range,mixed_or_boundary,full_gestation,pavlov_2023_molsci_ex013
pavlov_2023_molsci,ex013,con009,out032,es057,yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,continuous,24,Varying frequencies. Mice in an accustically isolated room,ultrasound,ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),count,count,dark_phase,Figure 4F,pavlov_2023_molsci_Fig4F,NonSt_oae,US_oae,NonSt_US_oae,independent,yes,Negative,,13.27,5.44,10,1.72,,8.68,4.23,14,1.13,,,,,,,,,,yes,,,10,13.27,raw_mean,5.44,raw_sd,1.72,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,14,8.68,raw_mean,4.23,raw_sd,1.13,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Continuous,Ultrasound,Ultrasound,Unclear,female,Anxiety,Count,Count,Dark phase,Independent,Yes,yes,negative,8.68,7.812,6.944,FALSE,FALSE,TRUE,FALSE,FALSE,13.27,8.68,13.27,8.68,FALSE,FALSE,FALSE,16,16,"20,000-45,000",20000,45000,32500,range,mixed_or_boundary,full_gestation,pavlov_2023_molsci_ex013
nishio_2006_intjdevlneur,ex014,con010,out033,es058,yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,intermittent,0.25,15 min,other_unclear,unclear,90,,unclear,,No information,male,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),percentage,percent,not_reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_m_oat,pre_so_m_oat,pre_n_m_oat,independent,yes,Negative,,27.16,13.81,5,6.17,,24.15,7.94,5,3.55,,,,,,,,,,yes,,,5,27.16,raw_mean,13.81,raw_sd,6.17,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,5,24.15,raw_mean,7.94,raw_sd,3.55,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Other/Unclear,Unclear,Unclear,male,Anxiety,Percentage,%,Not reported,Independent,Yes,yes,negative,16.92,15.228,13.536,FALSE,FALSE,TRUE,FALSE,FALSE,27.16,24.15,27.16,24.15,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,nishio_2006_intjdevlneur_ex014
nishio_2006_intjdevlneur,ex015,con011,out033,es059,yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,intermittent,0.25,15 min,other_unclear,unclear,90,,unclear,,No information,female,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),percentage,percent,not_reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_f_oat,pre_so_f_oat,pre_n_f_oat,independent,yes,Negative,,18.69,6.84,5,3.06,,29.23,13.81,5,6.17,,,,,,,,,,yes,,,5,18.69,raw_mean,6.84,raw_sd,3.06,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,5,29.23,raw_mean,13.81,raw_sd,6.17,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Other/Unclear,Unclear,Unclear,female,Anxiety,Percentage,%,Not reported,Independent,Yes,yes,negative,16.92,15.228,13.536,FALSE,FALSE,TRUE,FALSE,FALSE,18.69,29.23,18.69,29.23,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,nishio_2006_intjdevlneur_ex015
nishio_2006_intjdevlneur,ex014,con010,out034,es060,yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,intermittent,0.25,15 min,other_unclear,unclear,90,,unclear,,No information,male,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),percentage,percent,not_reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,independent,yes,Negative,,39.61,9.64,5,4.31,,46.66,7.78,5,3.48,,,,,,,,,,yes,,,5,39.61,raw_mean,9.64,raw_sd,4.31,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,5,46.66,raw_mean,7.78,raw_sd,3.48,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Other/Unclear,Unclear,Unclear,male,Anxiety,Percentage,%,Not reported,Independent,Yes,yes,negative,14.27,12.843,11.416,FALSE,FALSE,TRUE,FALSE,FALSE,39.61,46.66,39.61,46.66,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,nishio_2006_intjdevlneur_ex014
nishio_2006_intjdevlneur,ex015,con011,out034,es061,yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,intermittent,0.25,15 min,other_unclear,unclear,90,,unclear,,No information,female,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),percentage,percent,not_reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,independent,yes,Negative,,33.07,7.6,5,3.4,,42.1,14.82,5,6.63,,,,,,,,,,yes,,,5,33.07,raw_mean,7.6,raw_sd,3.4,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,5,42.1,raw_mean,14.82,raw_sd,6.63,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Other/Unclear,Unclear,Unclear,female,Anxiety,Percentage,%,Not reported,Independent,Yes,yes,negative,14.27,12.843,11.416,FALSE,FALSE,TRUE,FALSE,FALSE,33.07,42.1,33.07,42.1,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,nishio_2006_intjdevlneur_ex015
nishio_2006_intjdevlneur,ex014,con010,out035,es062,yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,intermittent,0.25,15 min,other_unclear,unclear,90,,unclear,,No information,male,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,count,count,not_reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,independent,yes,Negative,,3.97,1.71,5,0.76,,3.58,1.18,5,0.53,,,,,,,,,,yes,,,5,3.97,raw_mean,1.71,raw_sd,0.76,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,5,3.58,raw_mean,1.18,raw_sd,0.53,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Other/Unclear,Unclear,Unclear,male,Anxiety,Count,Count,Not reported,Independent,Yes,yes,negative,3.58,3.222,2.864,FALSE,FALSE,TRUE,FALSE,FALSE,3.97,3.58,3.97,3.58,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,nishio_2006_intjdevlneur_ex014
nishio_2006_intjdevlneur,ex015,con011,out035,es063,yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,intermittent,0.25,15 min,other_unclear,unclear,90,,unclear,,No information,female,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,count,count,not_reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,independent,yes,Negative,,6.68,2.41,5,1.08,,4.55,1.15,5,0.51,,,,,,,,,,yes,,,5,6.68,raw_mean,2.41,raw_sd,1.08,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,5,4.55,raw_mean,1.15,raw_sd,0.51,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,Other/Unclear,Unclear,Unclear,female,Anxiety,Count,Count,Not reported,Independent,Yes,yes,negative,3.58,3.222,2.864,FALSE,FALSE,TRUE,FALSE,FALSE,6.68,4.55,6.68,4.55,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,nishio_2006_intjdevlneur_ex015
uygur_2011_ankarauniv,ex016,con012,out036,es064,yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,intermittent,0.75,45 min,white_noise,audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,independent,no,Positive,,45.87,,9,8.29,,26.79,,10,7.86,,,1st day,,,,,,,yes,,,9,45.87,raw_mean,24.87,se_times_sqrt_n,8.29,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,10,26.79,raw_mean,24.85550241,se_times_sqrt_n,7.86,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,male,Depression,Time,s,Light phase,Independent,No,yes,positive,26.79,24.111,21.432,FALSE,FALSE,TRUE,FALSE,FALSE,45.87,26.79,45.87,26.79,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,uygur_2011_ankarauniv_ex016
uygur_2011_ankarauniv,ex016,con012,out036,es065,yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,intermittent,0.75,45 min,white_noise,audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,independent,no,Positive,,79.05,,9,13.52,,48.87,,10,12.83,,,2nd day,,,,,,,yes,,,9,79.05,raw_mean,40.56,se_times_sqrt_n,13.52,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,10,48.87,raw_mean,40.57202238,se_times_sqrt_n,12.83,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,male,Depression,Time,s,Light phase,Independent,No,yes,positive,26.79,24.111,21.432,FALSE,FALSE,TRUE,FALSE,FALSE,79.05,48.87,79.05,48.87,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,uygur_2011_ankarauniv_ex016
uygur_2011_ankarauniv,ex016,con012,out037,es066,yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,intermittent,0.75,45 min,white_noise,audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,independent,yes,Negative,,20.09,,9,6.28,,39.08,,10,5.96,,,1st day,,,,,,,yes,,,9,20.09,raw_mean,18.84,se_times_sqrt_n,6.28,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,10,39.08,raw_mean,18.84717485,se_times_sqrt_n,5.96,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,male,Depression,Time,s,Light phase,Independent,Yes,yes,negative,20.09,18.081,16.072,FALSE,FALSE,TRUE,FALSE,FALSE,20.09,39.08,20.09,39.08,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,uygur_2011_ankarauniv_ex016
uygur_2011_ankarauniv,ex016,con012,out037,es067,yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,intermittent,0.75,45 min,white_noise,audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,independent,yes,Negative,,31.89,,9,13.15,,33.44,,10,12.48,,,2nd day,,,,,,,yes,,,9,31.89,raw_mean,39.45,se_times_sqrt_n,13.15,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,10,33.44,raw_mean,39.4652252,se_times_sqrt_n,12.48,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,male,Depression,Time,s,Light phase,Independent,Yes,yes,negative,20.09,18.081,16.072,FALSE,FALSE,TRUE,FALSE,FALSE,31.89,33.44,31.89,33.44,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,uygur_2011_ankarauniv_ex016
uygur_2011_ankarauniv,ex016,con012,out038,es068,yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,intermittent,0.75,45 min,white_noise,audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,independent,yes,Negative,,5.44,,9,1.49,,6.2,,10,1.42,,,1st day,,,,,,,yes,,,9,5.44,raw_mean,4.47,se_times_sqrt_n,1.49,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,10,6.2,raw_mean,4.490434277,se_times_sqrt_n,1.42,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,male,Depression,Count,Count,Light phase,Independent,Yes,yes,negative,1.7,1.53,1.36,FALSE,FALSE,TRUE,FALSE,FALSE,5.44,6.2,5.44,6.2,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,uygur_2011_ankarauniv_ex016
uygur_2011_ankarauniv,ex016,con012,out038,es069,yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,intermittent,0.75,45 min,white_noise,audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,independent,yes,Negative,,2.56,,9,0.95,,1.7,,10,0.9,,,2nd day,,,,,,,yes,,,9,2.56,raw_mean,2.85,se_times_sqrt_n,0.95,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,10,1.7,raw_mean,2.846049894,se_times_sqrt_n,0.9,raw_se_verified,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Yes,Intermitent,White noise,Audible,Unclear,male,Depression,Count,Count,Light phase,Independent,Yes,yes,negative,1.7,1.53,1.36,FALSE,FALSE,TRUE,FALSE,FALSE,2.56,1.7,2.56,1.7,FALSE,FALSE,FALSE,,,,,,,not_reported,not_reported,mid_late,uygur_2011_ankarauniv_ex016
