study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method,c_mean_continuity_corrected,ex_mean_continuity_corrected,c_sd_continuity_corrected,ex_sd_continuity_corrected,lnRR,lnRR_var
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out055,es098,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HN_3_sq,HNoN_HN_3_sq,dependent,yes,17.33,4.1629,20,0.9308527383533872,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),26.7371,5.1708,20,1.156226029805591,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.43310548002795346,0.002432397245208313
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out055,es099,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HLN_3_sq,HNoN_HLN_3_sq,dependent,yes,17.33,4.1629,20,0.9308527383533872,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),15.7464,3.9682,20,0.8873164948314665,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.09568221340085256,0.0030337260027618377
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out056,es100,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_1_gr,HN_1_gr,HNoN_HN_1_gr,dependent,no,4.48,2.1166,20,0.4732861481176055,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6809,1.9186,20,0.4290120021631096,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.19525406090831954,0.012431878367652154
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out056,es101,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_1_gr,HLN_1_gr,HNoN_HLN_1_gr,dependent,no,4.48,2.1166,20,0.4732861481176055,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.708,1.9256,20,0.4305772497473595,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.18796868879689757,0.012377296154901457
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out056,es102,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_2_gr,HN_2_gr,HNoN_HN_2_gr,dependent,no,6.39,2.5278,20,0.5652332633523969,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),5.6705,2.3813,20,0.5324748674820249,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.11896034307392842,0.008335909397953435
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out056,es103,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_2_gr,HLN_2_gr,HNoN_HLN_2_gr,dependent,no,6.39,2.5278,20,0.5652332633523969,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),4.8023,2.1914,20,0.49001193658930386,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.2843457552786482,0.009210213285537087
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out056,es104,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HN_3_gr,HNoN_HN_3_gr,dependent,no,3.84,1.9596,20,0.4381798808708588,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6899,1.9209,20,0.4295262977979346,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.039608308318805935,0.013288280438393238
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out056,es105,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HLN_3_gr,HNoN_HLN_3_gr,dependent,no,3.84,1.9596,20,0.4381798808708588,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.0749,1.7535,20,0.3920945198545881,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.22058047590915378,0.014730302574122464
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out057,es106,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HN_1_de,HNoN_HN_1_de,dependent,no,1.74,1.3191,20,0.29495972691199723,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.3777,1.542,20,0.3448016821304676,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.3083951453245886,0.025182847641075735
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out057,es107,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HLN_1_de,HNoN_HLN_1_de,dependent,no,1.74,1.3191,20,0.29495972691199723,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.0226,1.4222,20,0.31801358776002003,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.1484913295036004,0.026804157227646386
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out057,es108,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HN_2_de,HNoN_HN_2_de,dependent,no,2.22,1.49,20,0.33317412864746865,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.9827,1.4081,20,0.31486073191174535,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.11170005374625236,0.02390919493774669
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out057,es109,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HLN_2_de,HNoN_HLN_2_de,dependent,no,2.22,1.49,20,0.33317412864746865,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.8311,1.3532,20,0.30258471871527154,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.190198715178682,0.025030189014707542
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out057,es110,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HN_3_de,HNoN_HN_3_de,dependent,no,1.14,1.0677,20,0.23874497795765257,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.5731,1.6041,20,0.3586876642707413,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.8018696780352111,0.034097396039294
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out057,es111,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HLN_3_de,HNoN_HLN_3_de,dependent,no,1.14,1.0677,20,0.23874497795765257,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.8604,1.6913,20,0.37818617703453944,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.906744038411518,0.033650599710504006
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out058,es112,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HN_1_sq,C_HN_1_sq,dependent,yes,45.7671,6.7651,20,1.5127223474583826,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),71.2285,8.4397,20,1.8871742909704976,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.44213227244127584,9.187244126501103e-4
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out058,es113,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HLN_1_sq,C_HLN_1_sq,dependent,yes,45.7671,6.7651,20,1.5127223474583826,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),60.8719,7.802,20,1.7445802360453355,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.2850706198520561,9.665796659311438e-4
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out058,es114,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HN_2_sq,C_HN_2_sq,dependent,yes,31.7366,5.6335,20,1.2596888951245064,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),42.8005,6.5422,20,1.4628803922399125,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.29887557231283,0.001387027114766971
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out058,es115,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HLN_2_sq,C_HLN_2_sq,dependent,yes,31.7366,5.6335,20,1.2596888951245064,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),36.8824,6.0731,20,1.3579864434153972,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.1501539890590236,0.0014696858602052819
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out058,es116,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,dependent,yes,19.1201,4.3726,20,0.977743083841558,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),26.7371,5.1708,20,1.156226029805591,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.3349395167377667,0.0022736724322598026
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out058,es117,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,dependent,yes,19.1201,4.3726,20,0.977743083841558,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),15.7464,3.9682,20,0.8873164948314665,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.1938481766910394,0.0029087685888493937
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out059,es118,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,C_HN_1_gr,dependent,no,4.0526,2.0131,20,0.45014284455048265,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6809,1.9186,20,0.4290120021631096,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.09557814934087412,0.012975877686274931
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out059,es119,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,C_HLN_1_gr,dependent,no,4.0526,2.0131,20,0.45014284455048265,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.708,1.9256,20,0.4305772497473595,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.08829277722945213,0.012923629038084607
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out059,es120,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,C_HN_2_gr,dependent,no,3.5127,1.8742,20,0.4190838603430106,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),5.6705,2.3813,20,0.5324748674820249,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.47618429493802694,0.011848382615580928
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out059,es121,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,C_HLN_2_gr,dependent,no,3.5127,1.8742,20,0.4190838603430106,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),4.8023,2.1914,20,0.49001193658930386,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.31079888273330697,0.012471748101514253
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out059,es122,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,C_HN_3_gr,dependent,no,3.8478,1.9616,20,0.4386270944663587,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6899,1.9209,20,0.4295262977979346,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.041624372017293756,0.013275425271972837
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out059,es123,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,dependent,no,3.8478,1.9616,20,0.4386270944663587,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.0749,1.7535,20,0.3920945198545881,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.22259653960764156,0.014718725886544918
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out060,es124,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,dependent,no,2.3849,1.5443,20,0.3453159777652925,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.3777,1.542,20,0.3448016821304676,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.002991370176290052,0.020997125252224705
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out060,es125,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,dependent,no,2.3849,1.5443,20,0.3453159777652925,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.0226,1.4222,20,0.31801358776002003,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.1628951859972784,0.022920451219039562
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out060,es126,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,dependent,no,1.5268,1.2357,20,0.276310919979649,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.9827,1.4081,20,0.31486073191174535,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.25751909615366875,0.029230882451296163
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out060,es127,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,dependent,no,1.5268,1.2357,20,0.276310919979649,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.8311,1.3532,20,0.30258471871527154,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.17902043472123896,0.030152802015421802
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out060,es128,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,dependent,no,2.775,1.6658,20,0.372484203691915,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.5731,1.6041,20,0.3586876642707413,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.07483195436684123,0.01873806361630443
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out060,es129,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,dependent,no,2.775,1.6658,20,0.372484203691915,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.8604,1.6913,20,0.37818617703453944,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.030042406009465426,0.01775100777676556
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out061,es130,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,independent,yes,51.375,16.8263,8,18.1638,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,56.2632,26.4614,19,6.0707,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.09000564565308171,0.02505048659484778
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out061,es131,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,independent,yes,65.5,17.0042,8,23.1577,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,59.625,19.4418,16,14.9063,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.09486489249652713,0.015069434553426745
