study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method,c_mean_continuity_corrected,ex_mean_continuity_corrected,c_sd_continuity_corrected,ex_sd_continuity_corrected,lnRR,lnRR_var
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out018,es031,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_f_ce,PS_f_ce,Con_PS_f_ce,independent,yes,2.46,1.21,37,0.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.2,1.91,49,0.27,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.1072821740975249,0.02192125350123063
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out018,es032,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_m_ce,PS_m_ce,Con_PS_m_ce,independent,yes,2.87,1.49,35,0.25,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.48,1.35,44,0.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.6566653871948419,0.026610881765960326
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out019,es033,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_f_re,PS_f_re,Con_PS_f_re,independent,yes,21.48,5.57,37,0.92,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,23.44,10.99,49,1.57,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.08865614504848328,0.006303612823403787
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out019,es034,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_m_re,PS_m_re,Con_PS_m_re,independent,yes,21.46,9.73,35,1.64,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,15.37,8.01,44,1.21,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.3336236629256064,0.012046066664067906
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out020,es035,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_f_cs,PS_f_cs,Con_PS_f_cs,independent,yes,50.7,14.38,37,2.36,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,44.22,17.61,49,2.52,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.13621755120163062,0.005410774319964087
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out020,es036,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_m_cs,PS_m_cs,Con_PS_m_cs,independent,yes,45.52,13.15,35,2.22,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,32.55,13.67,44,2.06,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.33456236851789606,0.006392903549353243
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out021,es037,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_f_fr,PS_f_fr,Con_PS_f_fr,independent,no,10.51,10.74,37,1.76,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,31.13,30.81,49,4.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.0817287317559285,0.0482136344425505
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out021,es038,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_m_fr,PS_m_fr,Con_PS_m_fr,independent,no,17.03,15.77,35,2.67,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,51.69,49.02,44,7.39,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.108257845170479,0.04493999698885094
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out022,es039,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_f_grd,PS_f_grd,Con_PS_f_grd,independent,no,25.07,13.32,37,2.19,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,29.12,17.2,49,2.46,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.14949852801559432,0.014749503293872836
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out022,es040,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_m_grd,PS_m_grd,Con_PS_m_grd,independent,no,17.34,8.33,35,1.41,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,40.38,25.3,44,3.81,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.8464827660285075,0.015515484671008417
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out023,es041,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,Fig. 3. f,abramova_2024_devneur_fig3f,Con_f_gf,PS_f_gf,Con_PS_f_gf,independent,no,3.62,2.13,37,0.35,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.49,2.18,49,0.31,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.213105574268987,0.014167956669434361
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out023,es042,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,Fig. 3. f,abramova_2024_devneur_fig3f,Con_m_gf,PS_m_gf,Con_PS_m_gf,independent,no,3.17,1.5,35,0.25,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.46,2.78,44,0.42,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.3426335998208099,0.015227420729838015
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out024,es043,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,Fig.4. a,abramova_2024_devneur_fig4a,Con_f_ti,PS_f_ti,Con_PS_f_ti,independent,no,49.76,27.37,14,7.32,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,86.12,19.43,13,5.39,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5396828550287345,0.025525863903295136
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out024,es044,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,Fig.4. a,abramova_2024_devneur_fig4a,Con_m_ti,PS_m_ti,Con_PS_m_ti,independent,no,103.97,44.65,12,12.89,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,128.29,46.06,14,12.31,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.2071101010231378,0.02457634021973905
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex010,con006,out025,es045,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,80,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,author's email,,Con_f_su,PS_f_su,Con_PS_f_su,independent,yes,52.8,26.15587888028234,37,4.3,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,59.8,37.8,49,5.4,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.1252554184042724,0.014786646090235871
abramova_2024_devneur,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,ex011,con007,out025,es046,no,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,80,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,author's email,,Con_m_su,PS_m_su,Con_PS_m_su,independent,yes,54.8,30.763614872118005,35,5.2,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,57.8,28.522973197056437,44,4.3,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.05156374530250108,0.014538745292566883
oliveira_2015_jbehavbraisci,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,ex012,con008,out026,es047,yes,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",19,intermittent,1,ultrasound,ultrasound,65,"22,000",silence,male,60,none,anxiety,Elevated T Maze (ETM),Avoidance latency,latency,seconds,light_phase,Figure 2. b,oliveira_2015_jbehavbraisci_fig2b,C_BL,IE_BL,C_IE_BL,dependent,no,9.33,25.13,12,7.25,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.22,14.36,12,4.15,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.4856620338208002,0.5305335085605141
oliveira_2015_jbehavbraisci,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,ex012,con008,out026,es048,yes,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",19,intermittent,1,ultrasound,ultrasound,65,"22,000",silence,male,60,none,anxiety,Elevated T Maze (ETM),Avoidance latency,latency,seconds,light_phase,Figure 2. b,oliveira_2015_jbehavbraisci_fig2b,C_A1,IE_A1,C_IE_A1,dependent,no,56.48,118.46,12,34.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,86.53,131.03,12,37.82,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.33885541575137973,0.2930015129759355
oliveira_2015_jbehavbraisci,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,ex012,con008,out026,es049,yes,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",19,intermittent,1,ultrasound,ultrasound,65,"22,000",silence,male,60,none,anxiety,Elevated T Maze (ETM),Avoidance latency,latency,seconds,light_phase,Figure 2. b,oliveira_2015_jbehavbraisci_fig2b,C_A2,IE_A2,C_IE_A2,dependent,no,103.11,129.23,12,37.31,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,136.27,147.18,12,42.49,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.26199674387254157,0.11530697787613985
oliveira_2015_jbehavbraisci,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,ex012,con008,out027,es050,yes,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",19,intermittent,1,ultrasound,ultrasound,65,"22,000",silence,male,60,none,anxiety,Elevated T Maze (ETM),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F1,IE_F1,C_IE_F1,dependent,yes,5.34,3.86,12,1.11,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.54,8.21,12,2.37,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.24660321527852405,0.09924902727777907
oliveira_2015_jbehavbraisci,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,ex012,con008,out027,es051,yes,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",19,intermittent,1,ultrasound,ultrasound,65,"22,000",silence,male,60,none,anxiety,Elevated T Maze (ETM),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F2,IE_F2,C_IE_F2,dependent,yes,6.8,8.02,12,2.31,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.6,4.06,12,1.17,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.07204465998857446,0.08699221360612523
oliveira_2015_jbehavbraisci,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,ex012,con008,out027,es052,yes,Rattus norvegicus,brown rat,Wistar rat,16,"early, mid, late",19,intermittent,1,ultrasound,ultrasound,65,"22,000",silence,male,60,none,anxiety,Elevated T Maze (ETM),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F3,IE_F3,C_IE_F3,dependent,yes,6.46,7.72,12,2.23,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,13.2,15.44,12,4.46,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.7120898037998797,0.11654039955886651
pavlov_2023_molsci,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,ex013,con009,out028,es053,yes,Mus musculus,albino house mouse,BALB/c mice,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",unclear,female,60,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,dark_phase,Figure 4A,pavlov_2023_molsci_Fig4A,NonSt_su,US_su,NonSt_US_su,independent,yes,71.6,9.72,10,3.07,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,40.48,13.49,14,3.61,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5672422153811231,0.009775507230011261
pavlov_2023_molsci,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,ex013,con009,out029,es054,yes,Mus musculus,albino house mouse,BALB/c mice,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",unclear,female,60,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,dark_phase,Figure 4C,pavlov_2023_molsci_Fig4C,NonSt_sq,US_sq,NonSt_US_sq,independent,yes,10.55,6.17,10,1.95,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.4,3.17,14,0.85,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5081674716887264,0.051726986072589985
pavlov_2023_molsci,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,ex013,con009,out030,es055,yes,Mus musculus,albino house mouse,BALB/c mice,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",unclear,female,60,none,anxiety,Open Field Test (OFT),Time in central square,time,seconds,dark_phase,Figure 4D,pavlov_2023_molsci_Fig4D,NonSt_csq,US_csq,NonSt_US_csq,independent,yes,71.66,17.5,10,5.53,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,25.99,11.15,14,2.98,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.010629524455695,0.01911026157981374
pavlov_2023_molsci,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,ex013,con009,out031,es056,yes,Mus musculus,albino house mouse,BALB/c mice,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",unclear,female,60,none,anxiety,Elevated Plus Maze (EPM),Time in open arms (OAT),time,seconds,dark_phase,Figure 4E,pavlov_2023_molsci_Fig4E,NonSt_oat,US_oat,NonSt_US_oat,independent,yes,69.17,20.84,10,6.59,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,25.42,9.56,14,2.55,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.0005183194875096,0.01918004803648296
pavlov_2023_molsci,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,ex013,con009,out032,es057,yes,Mus musculus,albino house mouse,BALB/c mice,16,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",unclear,female,60,none,anxiety,Elevated Plus Maze (EPM),Entries into open arms (OAE),count,count,dark_phase,Figure 4F,pavlov_2023_molsci_Fig4F,NonSt_oae,US_oae,NonSt_US_oae,independent,yes,13.27,5.44,10,1.72,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.68,4.23,14,1.13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.42440545028494975,0.03376908823764939
nishio_2006_intjdevlneur,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,ex014,con010,out033,es058,yes,Mus musculus,albino house mouse,ddY mice,,"mid, late",9,intermittent,0.25,other/unclear,unclear,90,,unclear,male,35,none,anxiety,Elevated Plus Maze (EPM),Time in open arms (OAT),percentage,percent,not_reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_m_oat,pre_so_m_oat,pre_n_m_oat,independent,yes,27.16,13.81,5,6.17,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,24.15,7.94,5,3.55,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.06494991038275061,0.022559426337194283
nishio_2006_intjdevlneur,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,ex015,con011,out033,es059,yes,Mus musculus,albino house mouse,ddY mice,,"mid, late",9,intermittent,0.25,other/unclear,unclear,90,,unclear,female,35,none,anxiety,Elevated Plus Maze (EPM),Time in open arms (OAT),percentage,percent,not_reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_f_oat,pre_so_f_oat,pre_n_f_oat,independent,yes,18.69,6.84,5,3.06,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,29.23,13.81,5,6.17,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.24505130664630775,0.02183015835508744
nishio_2006_intjdevlneur,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,ex014,con010,out034,es060,yes,Mus musculus,albino house mouse,ddY mice,,"mid, late",9,intermittent,0.25,other/unclear,unclear,90,,unclear,male,35,none,anxiety,Elevated Plus Maze (EPM),Entries into open arms (OAE),percentage,percent,not_reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,independent,yes,39.61,9.64,5,4.31,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,46.66,7.78,5,3.48,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.09952695067893032,0.006342206163476739
nishio_2006_intjdevlneur,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,ex015,con011,out034,es061,yes,Mus musculus,albino house mouse,ddY mice,,"mid, late",9,intermittent,0.25,other/unclear,unclear,90,,unclear,female,35,none,anxiety,Elevated Plus Maze (EPM),Entries into open arms (OAE),percentage,percent,not_reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,independent,yes,33.07,7.6,5,3.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,42.1,14.82,5,6.63,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.14185924964074667,0.012512733314762287
nishio_2006_intjdevlneur,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,ex014,con010,out035,es062,yes,Mus musculus,albino house mouse,ddY mice,,"mid, late",9,intermittent,0.25,other/unclear,unclear,90,,unclear,male,35,none,anxiety,Elevated Plus Maze (EPM),Entries to closed arms,count,count,not_reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,independent,yes,3.97,1.71,5,0.76,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.58,1.18,5,0.53,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.11109196356803729,0.05883415951125435
nishio_2006_intjdevlneur,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,ex015,con011,out035,es063,yes,Mus musculus,albino house mouse,ddY mice,,"mid, late",9,intermittent,0.25,other/unclear,unclear,90,,unclear,female,35,none,anxiety,Elevated Plus Maze (EPM),Entries to closed arms,count,count,not_reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,independent,yes,6.68,2.41,5,1.08,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.55,1.15,5,0.51,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.3906187457101268,0.03880845175737624
