study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_standardised,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...72,corrections_notes_AL,c_mean_analysis,c_mean_method,c_sd_analysis,c_sd_method,c_se_analysis,c_se_method,ex_mean_analysis,ex_mean_method,ex_sd_analysis,ex_sd_method,ex_se_analysis,ex_se_method
abramova_2023_biopsy,ex026,con022,out081,es171,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,anxiety,Open Field Test (OFT),,Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,18.3,9.4868,10,3,,75.3,56.8514,8,20.1,,Mean¬±SEM,,,,,,,,yes,,,,18.3,Extracted mean used unchanged,9.4868,Extracted SD used unchanged,3,Extracted SE used unchanged,75.3,Extracted mean used unchanged,56.8514,Extracted SD used unchanged,20.1,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out082,es172,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,anxiety,Open Field Test (OFT),,Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,,,9,,,,,10,,,estimated from Median(Q1;Q3),,16.3,11.3,22.7,28.9,25.3,61.9,yes,"adjust comments text, add Median(Q1, Q2) values",,,16.820333333333334,"Luo et al. (2018): Q1, median, Q3, and n",9.971353784645034,"Wan et al. (2014): Q1, Q3, and n",3.323784594881678,SE = SD / sqrt(n),39.7633,"Luo et al. (2018): Q1, median, Q3, and n",31.47612680989209,"Wan et al. (2014): Q1, Q3, and n",9.953625263954875,SE = SD / sqrt(n)
abramova_2023_biopsy,ex026,con022,out082,es173,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,anxiety,Open Field Test (OFT),,Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,,,10,,,,,8,,,estimated from Median(Q1;Q3),,24.7,23.3,30.2,24.3,14.4,36.1,yes,"adjust comments text, add Median(Q1, Q2) values",,,26.214949999999998,"Luo et al. (2018): Q1, median, Q3, and n",5.934023906782935,"Wan et al. (2014): Q1, Q3, and n",1.8765031235324763,SE = SD / sqrt(n),25.0113125,"Luo et al. (2018): Q1, median, Q3, and n",19.389116861878406,"Wan et al. (2014): Q1, Q3, and n",6.8550880071263265,SE = SD / sqrt(n)
abramova_2023_biopsy,ex025,con021,out083,es174,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,anxiety,Open Field Test (OFT),,Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,3.3,1.8,9,0.6,,3.3,1.5811,10,0.5,,Mean¬±SEM,,,,,,,,yes,,,,3.3,Extracted mean used unchanged,1.8,Extracted SD used unchanged,0.6,Extracted SE used unchanged,3.3,Extracted mean used unchanged,1.5811,Extracted SD used unchanged,0.5,Extracted SE used unchanged
abramova_2023_biopsy,ex026,con022,out083,es175,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,anxiety,Open Field Test (OFT),,Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,4.8,1.8974,10,0.6,,2.9,1.6971,8,0.6,,Mean¬±SEM,,,,,,,,yes,,,,4.8,Extracted mean used unchanged,1.8974,Extracted SD used unchanged,0.6,Extracted SE used unchanged,2.9,Extracted mean used unchanged,1.6971,Extracted SD used unchanged,0.6,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out084,es176,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,anxiety,Open Field Test (OFT),,Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,,,9,,,,,10,,,estimated from Median(Q1;Q3),,4.6,3.8,5.4,0.6,0,1.3,yes,"adjust comments text, add Median(Q1, Q2) values",,,4.6,"Luo et al. (2018): Q1, median, Q3, and n",1.3994882504764967,"Wan et al. (2014): Q1, Q3, and n",0.4664960834921656,SE = SD / sqrt(n),0.63695,"Luo et al. (2018): Q1, median, Q3, and n",1.1180045041764952,"Wan et al. (2014): Q1, Q3, and n",0.3535440667524956,SE = SD / sqrt(n)
abramova_2023_biopsy,ex026,con022,out084,es177,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,anxiety,Open Field Test (OFT),,Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,,,10,,,,,8,,,estimated from Median(Q1;Q3),,6.5,4,8.1,0,0,0.3,yes,"adjust comments text, add Median(Q1, Q2) values",,,6.1674500000000005,"Luo et al. (2018): Q1, median, Q3, and n",3.5260142054797154,"Wan et al. (2014): Q1, Q3, and n",1.115023595142486,SE = SD / sqrt(n),0.11231249999999998,"Luo et al. (2018): Q1, median, Q3, and n",0.2680523068462452,"Wan et al. (2014): Q1, Q3, and n",0.0947708019418386,SE = SD / sqrt(n)
abramova_2023_biopsy,ex025,con021,out085,es178,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total time in dark,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,264,21,9,7,,251,41.1096,10,13,,Mean¬±SEM,,,,,,,,yes,,,,264,Extracted mean used unchanged,21,Extracted SD used unchanged,7,Extracted SE used unchanged,251,Extracted mean used unchanged,41.1096,Extracted SD used unchanged,13,Extracted SE used unchanged
abramova_2023_biopsy,ex026,con022,out085,es179,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total time in dark,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,269,15.8114,10,5,,266,31.1127,8,11,,Mean¬±SEM,,,,,,,,yes,,,,269,Extracted mean used unchanged,15.8114,Extracted SD used unchanged,5,Extracted SE used unchanged,266,Extracted mean used unchanged,31.1127,Extracted SD used unchanged,11,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out086,es180,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total time in light,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,Negative,,,,9,,,,,10,,,estimated from Median(Q1;Q3),,27.1,19.4,51.5,41.9,2.2,62,yes,"adjust comments text, add Median(Q1, Q2) values",,,33.30683333333334,"Luo et al. (2018): Q1, median, Q3, and n",28.077233025184707,"Wan et al. (2014): Q1, Q3, and n",9.359077675061569,SE = SD / sqrt(n),34.6578,"Luo et al. (2018): Q1, median, Q3, and n",51.428207192118776,"Wan et al. (2014): Q1, Q3, and n",16.263027070614797,SE = SD / sqrt(n)
abramova_2023_biopsy,ex026,con022,out086,es181,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total time in light,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,Negative,,,,10,,,,,8,,,estimated from Median(Q1;Q3),,19.6,17.7,40.5,26.1,19.4,51.5,yes,"adjust comments text, add Median(Q1, Q2) values",,,26.6205,"Luo et al. (2018): Q1, median, Q3, and n",19.608078996326224,"Wan et al. (2014): Q1, Q3, and n",6.200619016889923,SE = SD / sqrt(n),33.1008125,"Luo et al. (2018): Q1, median, Q3, and n",28.68159683254824,"Wan et al. (2014): Q1, Q3, and n",10.140475807776731,SE = SD / sqrt(n)
abramova_2023_biopsy,ex025,con021,out087,es182,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,Negative,,6.2,3,9,1,,2.9,2.5298,10,0.8,,Mean¬±SEM,,,,,,,,yes,,,,6.2,Extracted mean used unchanged,3,Extracted SD used unchanged,1,Extracted SE used unchanged,2.9,Extracted mean used unchanged,2.5298,Extracted SD used unchanged,0.8,Extracted SE used unchanged
abramova_2023_biopsy,ex026,con022,out087,es183,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,Negative,,4.7,1.9606,10,0.62,,2.9,1.9799,8,0.7,,Mean¬±SEM,,,,,,,,yes,,,,4.7,Extracted mean used unchanged,1.9606,Extracted SD used unchanged,0.62,Extracted SE used unchanged,2.9,Extracted mean used unchanged,1.9799,Extracted SD used unchanged,0.7,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out088,es184,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Head-out inspections,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,,,9,,,,,10,,,estimated from Median(Q1;Q3),,0,0,0,0,0,0.7,yes,"adjust comments text, add Median(Q1, Q2) values",,,0,"Luo et al. (2018): Q1, median, Q3, and n",0,"Wan et al. (2014): Q1, Q3, and n",0,SE = SD / sqrt(n),0.25865,"Luo et al. (2018): Q1, median, Q3, and n",0.6020024253258051,"Wan et al. (2014): Q1, Q3, and n",0.1903698820974976,SE = SD / sqrt(n)
abramova_2023_biopsy,ex026,con022,out088,es185,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Head-out inspections,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,,,10,,,,,8,,,estimated from Median(Q1;Q3),,2,1.2,2,1,0,1,yes,"adjust comments text, add Median(Q1, Q2) values",,,1.7044000000000001,"Luo et al. (2018): Q1, median, Q3, and n",0.6880027718009202,"Wan et al. (2014): Q1, Q3, and n",0.2175655795399973,SE = SD / sqrt(n),0.6256250000000001,"Luo et al. (2018): Q1, median, Q3, and n",0.893507689487484,"Wan et al. (2014): Q1, Q3, and n",0.315902673139462,SE = SD / sqrt(n)
abramova_2023_biopsy,ex025,con021,out089,es186,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Overhangs,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,6.7,4.5,9,1.5,,9.8,7.2732,10,2.3,,Mean¬±SEM,,,,,,,,yes,,,,6.7,Extracted mean used unchanged,4.5,Extracted SD used unchanged,1.5,Extracted SE used unchanged,9.8,Extracted mean used unchanged,7.2732,Extracted SD used unchanged,2.3,Extracted SE used unchanged
abramova_2023_biopsy,ex026,con022,out089,es187,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Overhangs,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,7.8,3.7947,10,1.2,,8.1,4.8083,8,1.7,,Mean¬±SEM,,,,,,,,yes,,,,7.8,Extracted mean used unchanged,3.7947,Extracted SD used unchanged,1.2,Extracted SE used unchanged,8.1,Extracted mean used unchanged,4.8083,Extracted SD used unchanged,1.7,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out090,es188,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,Negative,,14.9,5.4,9,1.8,,8,4.111,10,1.3,,Mean¬±SEM,,,,,,,,yes,,,,14.9,Extracted mean used unchanged,5.4,Extracted SD used unchanged,1.8,Extracted SE used unchanged,8,Extracted mean used unchanged,4.111,Extracted SD used unchanged,1.3,Extracted SE used unchanged
abramova_2023_biopsy,ex026,con022,out090,es189,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,Negative,,15.8,4.111,10,1.3,,15.2,3.9598,8,1.4,,Mean¬±SEM,,,,,,,,yes,,,,15.8,Extracted mean used unchanged,4.111,Extracted SD used unchanged,1.3,Extracted SE used unchanged,15.2,Extracted mean used unchanged,3.9598,Extracted SD used unchanged,1.4,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out091,es190,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,,,9,,,,,10,,,estimated from Median(Q1;Q3),,0,0,0,1.1,0,2.3,yes,"adjust comments text, add Median(Q1, Q2) values",,,0,"Luo et al. (2018): Q1, median, Q3, and n",0,"Wan et al. (2014): Q1, Q3, and n",0,SE = SD / sqrt(n),1.13695,"Luo et al. (2018): Q1, median, Q3, and n",1.978007968927645,"Wan et al. (2014): Q1, Q3, and n",0.6255010411774922,SE = SD / sqrt(n)
abramova_2023_biopsy,ex026,con022,out091,es191,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,,,10,,,,,8,,,estimated from Median(Q1;Q3),,3.8,0,11.6,7.3,2.9,21.3,yes,"adjust comments text, add Median(Q1, Q2) values",,,5.2780000000000005,"Luo et al. (2018): Q1, median, Q3, and n",9.976040191113341,"Wan et al. (2014): Q1, Q3, and n",3.1547009033299607,SE = SD / sqrt(n),10.893999999999998,"Luo et al. (2018): Q1, median, Q3, and n",16.440541486569707,"Wan et al. (2014): Q1, Q3, and n",5.8126091857661,SE = SD / sqrt(n)
abramova_2023_biopsy,ex025,con021,out092,es192,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,24.9,20.7,9,6.9,,46.8,20.871,10,6.6,,Mean¬±SEM,,,,,,,,yes,,,,24.9,Extracted mean used unchanged,20.7,Extracted SD used unchanged,6.9,Extracted SE used unchanged,46.8,Extracted mean used unchanged,20.871,Extracted SD used unchanged,6.6,Extracted SE used unchanged
abramova_2023_biopsy,ex026,con022,out092,es193,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,anxiety,Elevated Plus Maze (EPM),,Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,Positive,,24,14.8627,10,4.7,,29.7,28.5671,8,10.1,,Mean¬±SEM,,,,,,,,yes,,,,24,Extracted mean used unchanged,14.8627,Extracted SD used unchanged,4.7,Extracted SE used unchanged,29.7,Extracted mean used unchanged,28.5671,Extracted SD used unchanged,10.1,Extracted SE used unchanged
abramova_2023_biopsy,ex025,con021,out093,es194,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,3 months,"Early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,anxiety,Elevated Plus Maze (EPM),,Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,Positive,,,,9,,,,,10,,,estimated from Median(Q1;Q3),,3,2,4,2,1.2,4.5,yes,"adjust comments text, add Median(Q1, Q2) values",,,3,"Luo et al. (2018): Q1, median, Q3, and n",1.7493603130956201,"Wan et al. (2014): Q1, Q3, and n",0.5831201043652067,SE = SD / sqrt(n),2.6281499999999998,"Luo et al. (2018): Q1, median, Q3, and n",2.8380114336787954,"Wan et al. (2014): Q1, Q3, and n",0.8974580156024888,SE = SD / sqrt(n)
