study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_standardised,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...72,corrections_notes_AL,c_mean_analysis,c_mean_method,c_sd_analysis,c_sd_method,c_se_analysis,c_se_method,ex_mean_analysis,ex_mean_method,ex_sd_analysis,ex_sd_method,ex_se_analysis,ex_se_method
oliveira_2015_jbehavbraisci,ex012,con008,out026,es048,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,anxiety,Elevated T Maze (ETM),Multiple time points,Avoidance latency,latency,seconds,light_phase,Figure 2. b,oliveira_2015_jbehavbraisci_fig2b,C_A1,IE_A1,C_IE_A1,dependent,no,Positive,,56.48,118.46,12,34.2,,86.53,131.03,12,37.82,,,,,,,,,,yes,,,,56.48,Extracted mean used unchanged,118.46,Extracted SD used unchanged,34.2,Extracted SE used unchanged,86.53,Extracted mean used unchanged,131.03,Extracted SD used unchanged,37.82,Extracted SE used unchanged
oliveira_2015_jbehavbraisci,ex012,con008,out026,es049,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,anxiety,Elevated T Maze (ETM),Multiple time points,Avoidance latency,latency,seconds,light_phase,Figure 2. b,oliveira_2015_jbehavbraisci_fig2b,C_A2,IE_A2,C_IE_A2,dependent,no,Positive,,103.11,129.23,12,37.31,,136.27,147.18,12,42.49,,,,,,,,,,yes,,,,103.11,Extracted mean used unchanged,129.23,Extracted SD used unchanged,37.31,Extracted SE used unchanged,136.27,Extracted mean used unchanged,147.18,Extracted SD used unchanged,42.49,Extracted SE used unchanged
oliveira_2015_jbehavbraisci,ex012,con008,out027,es050,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F1,IE_F1,C_IE_F1,dependent,yes,Negative,,5.34,3.86,12,1.11,,6.54,8.21,12,2.37,,,,,,,,,,yes,,,,5.34,Extracted mean used unchanged,3.86,Extracted SD used unchanged,1.11,Extracted SE used unchanged,6.54,Extracted mean used unchanged,8.21,Extracted SD used unchanged,2.37,Extracted SE used unchanged
oliveira_2015_jbehavbraisci,ex012,con008,out027,es051,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F2,IE_F2,C_IE_F2,dependent,yes,Negative,,6.8,8.02,12,2.31,,6.6,4.06,12,1.17,,,,,,,,,,yes,,,,6.8,Extracted mean used unchanged,8.02,Extracted SD used unchanged,2.31,Extracted SE used unchanged,6.6,Extracted mean used unchanged,4.06,Extracted SD used unchanged,1.17,Extracted SE used unchanged
oliveira_2015_jbehavbraisci,ex012,con008,out027,es052,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,latency,seconds,light_phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F3,IE_F3,C_IE_F3,dependent,yes,Negative,,6.46,7.72,12,2.23,,13.2,15.44,12,4.46,,,,,,,,,,yes,,,,6.46,Extracted mean used unchanged,7.72,Extracted SD used unchanged,2.23,Extracted SE used unchanged,13.2,Extracted mean used unchanged,15.44,Extracted SD used unchanged,4.46,Extracted SE used unchanged
pavlov_2023_molsci,ex013,con009,out028,es053,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,depression,Sucrose Preference Test (SPT),,Sucrose preference index,index,percent,dark_phase,Figure 4A,pavlov_2023_molsci_Fig4A,NonSt_su,US_su,NonSt_US_su,independent,yes,Negative,higher anhedonia is better,71.6,9.72,10,3.07,,40.48,13.49,14,3.61,,,Visual estimations: you can't see the median in the violin plot,,,,,,,yes,,,,71.6,Extracted mean used unchanged,9.72,Extracted SD used unchanged,3.07,Extracted SE used unchanged,40.48,Extracted mean used unchanged,13.49,Extracted SD used unchanged,3.61,Extracted SE used unchanged
pavlov_2023_molsci,ex013,con009,out029,es054,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Open Field Test (OFT),,Sections crossed,count,count,dark_phase,Figure 4C,pavlov_2023_molsci_Fig4C,NonSt_sq,US_sq,NonSt_US_sq,independent,yes,Negative,,10.55,6.17,10,1.95,,6.4,3.17,14,0.85,,,,,,,,,,yes,,,,10.55,Extracted mean used unchanged,6.17,Extracted SD used unchanged,1.95,Extracted SE used unchanged,6.4,Extracted mean used unchanged,3.17,Extracted SD used unchanged,0.85,Extracted SE used unchanged
pavlov_2023_molsci,ex013,con009,out030,es055,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Open Field Test (OFT),,Time in central square,time,seconds,dark_phase,Figure 4D,pavlov_2023_molsci_Fig4D,NonSt_csq,US_csq,NonSt_US_csq,independent,yes,Negative,,71.66,17.5,10,5.53,,25.99,11.15,14,2.98,,,,,,,,,,yes,,,,71.66,Extracted mean used unchanged,17.5,Extracted SD used unchanged,5.53,Extracted SE used unchanged,25.99,Extracted mean used unchanged,11.15,Extracted SD used unchanged,2.98,Extracted SE used unchanged
pavlov_2023_molsci,ex013,con009,out031,es056,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),time,seconds,dark_phase,Figure 4E,pavlov_2023_molsci_Fig4E,NonSt_oat,US_oat,NonSt_US_oat,independent,yes,Negative,,69.17,20.84,10,6.59,,25.42,9.56,14,2.55,,,,,,,,,,yes,,,,69.17,Extracted mean used unchanged,20.84,Extracted SD used unchanged,6.59,Extracted SE used unchanged,25.42,Extracted mean used unchanged,9.56,Extracted SD used unchanged,2.55,Extracted SE used unchanged
pavlov_2023_molsci,ex013,con009,out032,es057,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",unclear,,,female,60,2 months,none,,anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),count,count,dark_phase,Figure 4F,pavlov_2023_molsci_Fig4F,NonSt_oae,US_oae,NonSt_US_oae,independent,yes,Negative,,13.27,5.44,10,1.72,,8.68,4.23,14,1.13,,,,,,,,,,yes,,,,13.27,Extracted mean used unchanged,5.44,Extracted SD used unchanged,1.72,Extracted SE used unchanged,8.68,Extracted mean used unchanged,4.23,Extracted SD used unchanged,1.13,Extracted SE used unchanged
nishio_2006_intjdevlneur,ex014,con010,out033,es058,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,unclear,,No information,male,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),percentage,percent,not_reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_m_oat,pre_so_m_oat,pre_n_m_oat,independent,yes,Negative,,27.16,13.81,5,6.17,,24.15,7.94,5,3.55,,,,,,,,,,yes,,,,27.16,Extracted mean used unchanged,13.81,Extracted SD used unchanged,6.17,Extracted SE used unchanged,24.15,Extracted mean used unchanged,7.94,Extracted SD used unchanged,3.55,Extracted SE used unchanged
nishio_2006_intjdevlneur,ex015,con011,out033,es059,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,unclear,,No information,female,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),percentage,percent,not_reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_f_oat,pre_so_f_oat,pre_n_f_oat,independent,yes,Negative,,18.69,6.84,5,3.06,,29.23,13.81,5,6.17,,,,,,,,,,yes,,,,18.69,Extracted mean used unchanged,6.84,Extracted SD used unchanged,3.06,Extracted SE used unchanged,29.23,Extracted mean used unchanged,13.81,Extracted SD used unchanged,6.17,Extracted SE used unchanged
nishio_2006_intjdevlneur,ex014,con010,out034,es060,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,unclear,,No information,male,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),percentage,percent,not_reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,independent,yes,Negative,,39.61,9.64,5,4.31,,46.66,7.78,5,3.48,,,,,,,,,,yes,,,,39.61,Extracted mean used unchanged,9.64,Extracted SD used unchanged,4.31,Extracted SE used unchanged,46.66,Extracted mean used unchanged,7.78,Extracted SD used unchanged,3.48,Extracted SE used unchanged
nishio_2006_intjdevlneur,ex015,con011,out034,es061,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,unclear,,No information,female,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),percentage,percent,not_reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,independent,yes,Negative,,33.07,7.6,5,3.4,,42.1,14.82,5,6.63,,,,,,,,,,yes,,,,33.07,Extracted mean used unchanged,7.6,Extracted SD used unchanged,3.4,Extracted SE used unchanged,42.1,Extracted mean used unchanged,14.82,Extracted SD used unchanged,6.63,Extracted SE used unchanged
nishio_2006_intjdevlneur,ex014,con010,out035,es062,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,unclear,,No information,male,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,count,count,not_reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,independent,yes,Negative,,3.97,1.71,5,0.76,,3.58,1.18,5,0.53,,,,,,,,,,yes,,,,3.97,Extracted mean used unchanged,1.71,Extracted SD used unchanged,0.76,Extracted SE used unchanged,3.58,Extracted mean used unchanged,1.18,Extracted SD used unchanged,0.53,Extracted SE used unchanged
nishio_2006_intjdevlneur,ex015,con011,out035,es063,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,unclear,,No information,female,35,5 weeks,none,,anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,count,count,not_reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,independent,yes,Negative,,6.68,2.41,5,1.08,,4.55,1.15,5,0.51,,,,,,,,,,yes,,,,6.68,Extracted mean used unchanged,2.41,Extracted SD used unchanged,1.08,Extracted SE used unchanged,4.55,Extracted mean used unchanged,1.15,Extracted SD used unchanged,0.51,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out036,es064,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,independent,no,Positive,,45.87,,9,8.29,,26.79,,10,7.86,,,1st day,,,,,,,yes,,,,45.87,Extracted mean used unchanged,24.869999999999997,SD = SE * sqrt(n),8.29,Extracted SE used unchanged,26.79,Extracted mean used unchanged,24.855502408923464,SD = SE * sqrt(n),7.86,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out036,es065,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,independent,no,Positive,,79.05,,9,13.52,,48.87,,10,12.83,,,2nd day,,,,,,,yes,,,,79.05,Extracted mean used unchanged,40.56,SD = SE * sqrt(n),13.52,Extracted SE used unchanged,48.87,Extracted mean used unchanged,40.57202237996031,SD = SE * sqrt(n),12.83,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out037,es066,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,independent,yes,Negative,,20.09,,9,6.28,,39.08,,10,5.96,,,1st day,,,,,,,yes,,,,20.09,Extracted mean used unchanged,18.84,SD = SE * sqrt(n),6.28,Extracted SE used unchanged,39.08,Extracted mean used unchanged,18.84717485460354,SD = SE * sqrt(n),5.96,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out037,es067,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,independent,yes,Negative,,31.89,,9,13.15,,33.44,,10,12.48,,,2nd day,,,,,,,yes,,,,31.89,Extracted mean used unchanged,39.45,SD = SE * sqrt(n),13.15,Extracted SE used unchanged,33.44,Extracted mean used unchanged,39.46522519890138,SD = SE * sqrt(n),12.48,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out038,es068,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,independent,yes,Negative,,5.44,,9,1.49,,6.2,,10,1.42,,,1st day,,,,,,,yes,,,,5.44,Extracted mean used unchanged,4.47,SD = SE * sqrt(n),1.49,Extracted SE used unchanged,6.2,Extracted mean used unchanged,4.490434277439099,SD = SE * sqrt(n),1.42,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out038,es069,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,independent,yes,Negative,,2.56,,9,0.95,,1.7,,10,0.9,,,2nd day,,,,,,,yes,,,,2.56,Extracted mean used unchanged,2.8499999999999996,SD = SE * sqrt(n),0.95,Extracted SE used unchanged,1.7,Extracted mean used unchanged,2.8460498941515415,SD = SE * sqrt(n),0.9,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out039,es070,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju1,independent,yes,Negative,,26.78,,9,4.89,,23,,10,4.64,,,1st day,,,,,,,yes,,,,26.78,Extracted mean used unchanged,14.669999999999998,SD = SE * sqrt(n),4.89,Extracted SE used unchanged,23,Extracted mean used unchanged,14.67296834318128,SD = SE * sqrt(n),4.64,Extracted SE used unchanged
uygur_2011_ankarauniv,ex016,con012,out039,es071,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,unclear,,PC group remained undisturbed,male,70,,none,,depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju2,independent,yes,Negative,,16,,9,3.93,,18.4,,10,3.73,,,2nd day,,,,,,,yes,,,,16,Extracted mean used unchanged,11.790000000000001,SD = SE * sqrt(n),3.93,Extracted SE used unchanged,18.4,Extracted mean used unchanged,11.795295672428056,SD = SE * sqrt(n),3.73,Extracted SE used unchanged
morra_1965_physiolrec,ex017,con013,out040,es072,Yes,One control and one treatment,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",mid_late,day 12-20,9,Intermitent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,,none,,anxiety,Open Field Test (OFT),,Sections crossed,count,count,not_reported,Table 2 and text,,GIII_csq,GII_csq,GIII_GII_csq,independent,yes,Negative,,19.5,8.4,63,,,14.2,8.3,35,,,,No SE or CI,,,,,,,yes,,,,19.5,Extracted mean used unchanged,8.4,Extracted SD used unchanged,1.0583005244258363,SE = SD / sqrt(n),14.2,Extracted mean used unchanged,8.3,Extracted SD used unchanged,1.4029560628493376,SE = SD / sqrt(n)
morra_1965_physiolrec,ex017,con013,out041,es073,Yes,One control and one treatment,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",mid_late,day 12-20,9,Intermitent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,,none,,anxiety,Open Field Test (OFT),,Initial latency to move,latency,seconds,not_reported,Table 2 and text,,GIII_il,GII_il,GIII_GII_il,independent,no,Positive,,13.1,7.9,63,,,18.8,8.2,35,,,,No SE or CI,,,,,,,yes,,,,13.1,Extracted mean used unchanged,7.9,Extracted SD used unchanged,0.995306445590965,SE = SD / sqrt(n),18.8,Extracted mean used unchanged,8.2,Extracted SD used unchanged,1.386052977754767,SE = SD / sqrt(n)
