es_id,es001,es002,es003,es004,es005,es006,es007,es008,es009,es010,es011,es012,es013,es014,es015,es016,es017,es018,es019,es020,es021,es022,es023,es024,es025,es026,es027,es028,es029,es030,es031,es032,es033,es034,es035,es036,es037,es038,es039,es040,es041,es042,es043,es044,es045,es046,es047,es048,es049,es050,es051,es052,es053,es054,es055,es056,es057,es058,es059,es060,es061,es062,es063,es064,es065,es066,es067,es068,es069,es070,es071,es072,es073,es074,es075,es076,es077,es078,es079,es082,es083,es084,es085,es086,es087,es088,es089,es090,es091,es092,es093,es094,es095,es096,es097,es098,es099,es100,es101,es102,es103,es104,es105,es106,es107,es108,es109,es110,es111,es112,es113,es114,es115,es116,es117,es118,es119,es120,es121,es122,es123,es124,es125,es126,es127,es128,es129,es130,es131,es132,es133,es134,es135,es136,es137,es138,es139,es140,es141,es160,es161,es162,es163,es164,es165,es166,es167,es168,es169,es170,es171,es172,es173,es174,es175,es176,es177,es178,es179,es180,es181,es182,es183,es184,es185,es186,es187,es188,es189,es190,es191,es192,es193,es194,es195,es196,es197,es198,es199,es200,es201,es202,es203,es204,es205,es206,es207
es105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.212102688650263e-4,0.0017079932448092546,0.001057209978677727,0.0021945865817031077,0.0014964530439171059,0.0033424430416861568,0.003383095198189483,0.006751320563623477,0.002770271508154988,0.005823856721884642,0.003497681299333575,0.014730302574122459,0.00481502184205243,0.009935206920436817,0.004691679308471846,0.009600810612574832,0.00560281715215929,0.011131975515787861,0,9.433322234623904e-4,0,0.001163209928649307,0,0.0016364412881282725,0,0.0034493565168620703,0,0.003388515744056886,0,0.003681128273151923,0,0.004593644941600479,0,0.0052687753388760365,0,0.004042568146823235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021474890208701167,0.0011166131501306924,0.0027646352073781746,0.001434727124171807,0.003913268749672491,0.0021851467300893217,0.008846893505985156,0.00441372549042583,0.007244341521464744,0.0038073891801953,0.009146539532685896,0.00481502184205243,0.025182847641075732,0.006495214621219502,0.012268879465318483,0.006276600574677682,0.014651531740870645,0.0072776108954984734,0.0012024999196440856,0,0.001477525221976292,0,0.0018917179105133615,0,0.004519192065393823,0,0.004318391006796865,0,0.0045710571260553215,0,0.005748735763884082,0,0.006782868397593609,0,0.005430687117772132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011077700414239653,0.0023039942622358747,0.0014261214043173925,0.002960383425163067,0.0020186375077118454,0.004508782229261779,0.004563619879010001,0.009107181125204459,0.0037369525195853,0.00785608052730007,0.004718190583765599,0.009935206920436817,0.006495214621219502,0.026804157227646376,0.006328831943464218,0.012950995345801882,0.0075579096171269605,0.01501645735056159,0,0.001272506221464759,0,0.001569109836662794,0,0.002207474385388737,0,0.004653002959706478,0,0.004570931914121754,0,0.004965651032679266,0,0.006196588669399758,0,0.007107304543898211,0,0.005453214667730388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209247852551633,0.001088009771063193,0.002693815775589522,0.0013979748758337802,0.0038130256982389825,0.0021291715875508903,0.008620269765711387,0.0043006626420367,0.007058769063708332,0.003709858360353284,0.0089122400016633,0.004691679308471846,0.012268879465318483,0.006328831943464218,0.023909194937746694,0.006115817956747939,0.014276215261520052,0.007091186203002828,0.0011716964484274053,0,0.0014396766492624272,0,0.001843259297539962,0,0.004403427564760667,0,0.004207770265034479,0,0.004453964039966865,0,0.005601475033349052,0,0.006609117124900264,0,0.005291573583054722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010704850392313783,0.0022264470927811494,0.0013781214244492615,0.002860743699975862,0.001950694792990723,0.0043570269470121995,0.0044100188870782285,0.008800654268976202,0.0036111752574495334,0.007591662851489845,0.004559387095963553,0.009600810612574832,0.006276600574677682,0.012950995345801882,0.006115817956747939,0.02503018901470754,0.007303527691178032,0.014511037792075538,0,0.0012296765767883186,0,0.001516297193683951,0,0.0021331758539051633,0,0.004496393538014803,0,0.004417084815836696,0,0.00479851859298711,0,0.0059880256883787664,0,0.006868088952581088,0,0.005269671952870889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024988439751451154,0.001299304450758655,0.0032169626779427656,0.0016694656854456783,0.00455352644097834,0.002542662937144767,0.010294351366333956,0.005135863905477013,0.008429602661005009,0.004430323704336717,0.010643023076047252,0.00560281715215929,0.014651531740870645,0.0075579096171269605,0.014276215261520052,0.007303527691178032,0.034097396039294,0.008468315303562476,0.001399243325629485,0,0.0017192660652413697,0,0.0022012256441921634,0,0.005258586076755532,0,0.005024931557174117,0,0.005318936883253257,0,0.006689297867731367,0,0.007892627000561562,0,0.006319212649406064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012412090736518553,0.0025815272818291556,0.0015979081948203871,0.003316983337153339,0.0022617972117797923,0.005051898142042398,0.005113341389196601,0.010204207936029983,0.004187095878809972,0.008802403088361357,0.0052865312698479995,0.011131975515787861,0.0072776108954984734,0.01501645735056159,0.007091186203002828,0.014511037792075538,0.008468315303562476,0.033650599710504,0,0.0014257889356984435,0,0.0017581206333389715,0,0.0024733808773854766,0,0.005213491318011082,0,0.005121534212605964,0,0.005563800146127397,0,0.0069430132559467365,0,0.007963431541941566,0,0.006110094399608228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0508843255842067e-4,0,2.640268219146843e-4,0,3.7372305341286404e-4,0,8.448916406653442e-4,0,6.918455149787459e-4,0,8.735082870561665e-4,0,0.0012024999196440856,0,0.0011716964484274053,0,0.001399243325629485,0,9.187244126501104e-4,2.355870773013306e-4,5.644235270043369e-4,2.9049916939395757e-4,7.226476267667792e-4,4.0868361183543823e-4,0.0017263585668932315,8.614396923654241e-4,0.0016496513540255528,8.462453636979278e-4,0.0017461713322060976,9.193221958008638e-4,0.0021960516594954536,0.0011472134196578144,0.002591096549306465,0.001315819975371191,0.002074555162564356,0.0010095879169757975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1876062045258327e-4,0,2.8108373596284395e-4,0,4.281017596813398e-4,0,8.647124804861251e-4,0,7.459224524325992e-4,0,9.433322234623904e-4,0,0.001272506221464759,0,0.0012296765767883186,0,0.0014257889356984435,2.355870773013306e-4,9.665796659311437e-4,2.894685005778798e-4,5.959380143481671e-4,3.706148219521961e-4,8.383848416570173e-4,8.853749036129767e-4,0.0017671811620664306,8.46035080182575e-4,0.0017360110968495436,8.955360170198824e-4,0.0018859229272658955,0.0011262602472289025,0.0023534252740574925,0.0013288617449401568,0.002699309416265312,0.0010639499304021564,0.0020710965191660666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.519944715924295e-4,0,3.2441273573860366e-4,0,4.5919773334781986e-4,0,0.001038127893837582,0,8.50078392017547e-4,0,0.0010732894902086914,0,0.001477525221976292,0,0.0014396766492624272,0,0.0017192660652413697,0,5.644235270043369e-4,2.894685005778798e-4,0.00138702711476697,3.5693960783779146e-4,8.879252943860915e-4,5.021541660260174e-4,0.002121196253813106,0.001058460671713087,0.002026945235689924,0.0010397912286050426,0.0021455404221482864,0.0011295815569122348,0.002698313457374528,0.0014095940755121117,0.003183709571730506,0.0016167628533119464,0.0025490293404570037,0.0012404920672059226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.697506979820379e-4,0,3.466004704617789e-4,0,5.278863638367249e-4,0,0.0010662650100476852,0,9.197866680387313e-4,0,0.001163209928649307,0,0.001569109836662794,0,0.001516297193683951,0,0.0017581206333389715,2.9049916939395757e-4,5.959380143481671e-4,3.5693960783779146e-4,0.00146968586020528,4.5700001534674313e-4,0.0010338007624345726,0.0010917435584671278,0.00217908666990389,0.0010432341658402169,0.0021406512932304936,0.0011042730869906656,0.0023255054996544557,0.0013887759468357798,0.0029019761829720153,0.0016386010538717284,0.003328481138884322,0.0013119419562358133,0.002553840496874575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226357480545252e-4,0,4.1535492827289404e-4,0,5.879240257430597e-4,0,0.001329144911346616,0,0.0010883797417475121,0,0.001374163311457918,0,0.0018917179105133615,0,0.001843259297539962,0,0.0022012256441921634,0,7.226476267667792e-4,3.706148219521961e-4,8.879252943860915e-4,4.5700001534674313e-4,0.0022736724322598,6.429223782993801e-4,0.0027158283901812714,0.0013551775499137833,0.002595156108980373,0.0013312745265463997,0.0027469969269827044,0.0014462356586632467,0.0034547280950419745,0.0018047437157337218,0.004076194659242209,0.0020699878426251126,0.0032635953593514685,0.0015882375654097918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7949399227687694e-4,0,4.8760873371064535e-4,0,7.426475823030577e-4,0,0.001500056046250099,0,0.0012939855848688384,0,0.0016364412881282725,0,0.002207474385388737,0,0.0021331758539051633,0,0.0024733808773854766,4.0868361183543823e-4,8.383848416570173e-4,5.021541660260174e-4,0.0010338007624345726,6.429223782993801e-4,0.0029087685888493898,0.0015359000908788838,0.0030656094907832903,0.0014676555109440481,0.0030115373617857818,0.0015535270361891828,0.0032715962283977763,0.001953774846128123,0.0040825938001531874,0.0023052368736569016,0.004682614744142783,0.0018456823071524243,0.003592825275513579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.707559908996868e-4,0,9.92256131710302e-4,0,0.001404512574219592,0,0.003175241458429791,0,0.0026000689985040946,0,0.0032827875124418877,0,0.004519192065393823,0,0.004403427564760667,0,0.005258586076755532,0,0.0017263585668932315,8.853749036129767e-4,0.002121196253813106,0.0010917435584671278,0.0027158283901812714,0.0015359000908788838,0.01297587768627493,0.0032374317527649973,0.006199660547158293,0.0031803289717739942,0.006562398467069843,0.0034549637009816695,0.008253122576277756,0.004311416324223459,0.009737766111253383,0.004945067434136878,0.0077965187994836005,0.0037941970965494217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.999126426756612e-4,0,0.0010278012266651132,0,0.0015653823307519219,0,0.003161878239279397,0,0.002727514663846003,0,0.0034493565168620703,0,0.004653002959706478,0,0.004496393538014803,0,0.005213491318011082,8.614396923654241e-4,0.0017671811620664306,0.001058460671713087,0.00217908666990389,0.0013551775499137833,0.0030656094907832903,0.0032374317527649973,0.0129236290380846,0.003093583092720502,0.006347839118952332,0.0032745865343752774,0.0068960016181654005,0.004118244905493348,0.008605454795366443,0.004859070649674229,0.009870202983046006,0.0038904031207346343,0.007573101074841681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.365090244833308e-4,0,9.481672594597732e-4,0,0.0013421059299267572,0,0.0030341560969475746,0,0.002484540249167955,0,0.0031369235619594553,0,0.004318391006796865,0,0.004207770265034479,0,0.005024931557174117,0,0.0016496513540255528,8.46035080182575e-4,0.002026945235689924,0.0010432341658402169,0.002595156108980373,0.0014676555109440481,0.006199660547158293,0.003093583092720502,0.011848382615580919,0.0030390175570392582,0.0062708117099560265,0.003301449453626766,0.007886411950558288,0.004119847355826265,0.009305088385851404,0.004725343474358352,0.007450096428924104,0.0036256097069257776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.858035463502696e-4,0,0.0010096725639378086,0,0.001537771653144967,0,0.0031061080935570703,0,0.0026794059516341306,0,0.003388515744056886,0,0.004570931914121754,0,0.004417084815836696,0,0.005121534212605964,8.462453636979278e-4,0.0017360110968495436,0.0010397912286050426,0.0021406512932304936,0.0013312745265463997,0.0030115373617857818,0.0031803289717739942,0.006347839118952332,0.0030390175570392582,0.012471748101514251,0.003216828406331707,0.006774367897306456,0.00404560608099771,0.00845366923260111,0.004773364921085145,0.009696109416812137,0.0038217830371822035,0.007439524473039936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.796016663312181e-4,0,0.0010036438806083814,0,0.001420631634619692,0,0.003211682505518152,0,0.0026299090084837863,0,0.003320462824977375,0,0.0045710571260553215,0,0.004453964039966865,0,0.005318936883253257,0,0.0017461713322060976,8.955360170198824e-4,0.0021455404221482864,0.0011042730869906656,0.0027469969269827044,0.0015535270361891828,0.006562398467069843,0.0032745865343752774,0.0062708117099560265,0.003216828406331707,0.01327542527197283,0.003494615014610685,0.008347840547293693,0.00436089682117006,0.009849522775444557,0.005001820105573595,0.007885996501389702,0.0038377416637478652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.536609743326202e-4,0,0.001096862019382981,0,0.0016705646771663573,0,0.0033743335390171935,0,0.0029107838796709304,0,0.003681128273151923,0,0.004965651032679266,0,0.00479851859298711,0,0.005563800146127397,9.193221958008638e-4,0.0018859229272658955,0.0011295815569122348,0.0023255054996544557,0.0014462356586632467,0.0032715962283977763,0.0034549637009816695,0.0068960016181654005,0.003301449453626766,0.006774367897306456,0.003494615014610685,0.01471872588654491,0.004394961113259035,0.009183678983514278,0.005185564977791982,0.010533409082251723,0.004151810012008508,0.00808195857568169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.804567865222646e-4,0,0.0012622208192869084,0,0.0017866405210059256,0,0.004039134399890147,0,0.003307473863464619,0,0.004175940678096,0,0.005748735763884082,0,0.005601475033349052,0,0.006689297867731367,0,0.0021960516594954536,0.0011262602472289025,0.002698313457374528,0.0013887759468357798,0.0034547280950419745,0.001953774846128123,0.008253122576277756,0.004118244905493348,0.007886411950558288,0.00404560608099771,0.008347840547293693,0.004394961113259035,0.0209971252522247,0.005484430149772171,0.012387135464494228,0.0062904797145336274,0.009917729941066386,0.004826490272716042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010652754062349234,0,0.0013687636759960227,0,0.002084681763157065,0,0.004210798712403211,0,0.0036323395037504984,0,0.004593644941600479,0,0.006196588669399758,0,0.0059880256883787664,0,0.0069430132559467365,0.0011472134196578144,0.0023534252740574925,0.0014095940755121117,0.0029019761829720153,0.0018047437157337218,0.0040825938001531874,0.004311416324223459,0.008605454795366443,0.004119847355826265,0.00845366923260111,0.00436089682117006,0.009183678983514278,0.005484430149772171,0.02292045121903956,0.006471017188754085,0.013144540955391264,0.005181004204403607,0.010085399196811036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011568298884579154,0,0.0014892800882782963,0,0.0021080369711763344,0,0.004765729057641992,0,0.0039024510545956213,0,0.004927145240111983,0,0.006782868397593609,0,0.006609117124900264,0,0.007892627000561562,0,0.002591096549306465,0.0013288617449401568,0.003183709571730506,0.0016386010538717284,0.004076194659242209,0.0023052368736569016,0.009737766111253383,0.004859070649674229,0.009305088385851404,0.004773364921085145,0.009849522775444557,0.005185564977791982,0.012387135464494228,0.006471017188754085,0.029230882451296163,0.007422065966132681,0.011701817539736127,0.005694721359045356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012218394893024074,0,0.0015699315886448357,0,0.002391068531147665,0,0.004829661999334069,0,0.004166186338537073,0,0.0052687753388760365,0,0.007107304543898211,0,0.006868088952581088,0,0.007963431541941566,0.001315819975371191,0.002699309416265312,0.0016167628533119464,0.003328481138884322,0.0020699878426251126,0.004682614744142783,0.004945067434136878,0.009870202983046006,0.004725343474358352,0.009696109416812137,0.005001820105573595,0.010533409082251723,0.0062904797145336274,0.013144540955391264,0.007422065966132681,0.030152802015421802,0.00594245909943227,0.011567655586451222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
