study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex_standardised,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out072,es152,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-tgt,US-m-g1,KO_US_m_tgt,independent,no,47.411,38.3449,20,10.6014,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22.8753,20.7601,19,4.7627,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out072,es153,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-f-tgt,US-f-g1,KO_US_f_tgt,independent,no,46.7839,44.2145,18,11.0271,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,30.5488,22.0721,16,5.518,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out073,es154,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1,KO_US_m_rf,independent,yes,8.25,3.8645,20,1.8448,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,12.4211,5.3678,19,1.2314,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out073,es155,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-rea,US-f-g1,KO_US_f_rf,independent,yes,11.7222,5.4966,18,2.763,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,16.9375,6.678,16,1.6695,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out074,es156,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1,KO_US_m_tft,independent,no,22.984,36.2606,20,5.1394,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.5274,11.2848,19,2.5889,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out074,es157,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-f-rea,US-f-g1,KO_US_f_tft,independent,no,11.1783,30.8267,18,2.6348,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,11.8338,18.4115,16,4.6029,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out075,es158,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1,KO_US_m_grf,independent,no,3.8,2.3753,20,0.8497,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.8421,2.5224,19,0.5787,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out075,es159,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-rea,US-f-g1,KO_US_f_grf,independent,no,4.3889,2.2528,18,1.0345,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.5625,1.8608,16,0.4652,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out076,es160,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,raw data,abramova_2020_genpath,con_m_inm,ex_m_inm,con_ex_m_inm,independent,no,247.5357,63.8354,21,54.0167,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,186.3768,71.3936,19,42.7578,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out076,es161,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,raw data,abramova_2020_genpath,con_f_inm,ex_f_inm,con_ex_f_inm,independent,no,179.33,56.2763,18,42.2685,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,207.1638,75.8212,16,51.7909,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out077,es162,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,raw data,abramova_2020_genpath,con_m_liq,ex_m_liq,con_ex_m_liq,independent,yes,52.7727,34.0695,8,18.658,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,58.4183,28.588,19,13.4021,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out077,es163,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,raw data,abramova_2020_genpath.xlsx,con_f_liq,ex_f_liq,con_ex_f_liq,independent,yes,63.8303,26.4372,17,15.4811,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,49.8194,33.9636,16,12.4549,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out078,es164,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,51.7,8.1,9,2.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22.3,10.4355,10,3.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out078,es165,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,53.2,11.068,10,3.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,31.1,14.425,8,5.1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out079,es166,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,23.4,5.1,9,1.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.4,3.7947,10,1.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out079,es167,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,23.4,7.9057,10,2.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,14.1,4.8083,8,1.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out080,es168,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,2,1.7493603130956201,9,0.5831201043652067,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.5,0.8600034647511502,10,0.2719569744249966,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out080,es169,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,2.0739,1.5480062365520704,10,0.48952255396499395,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.18718749999999998,0.446753844743742,8,0.157951336569731,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out081,es170,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,23.7,14.7,9,4.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,80.1,61.3482,10,19.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out081,es171,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,18.3,9.4868,10,3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,75.3,56.8514,8,20.1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out082,es172,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,16.820333333333334,9.971353784645034,9,3.323784594881678,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),39.7633,31.47612680989209,10,9.953625263954875,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out082,es173,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,26.214949999999998,5.934023906782935,10,1.8765031235324763,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),25.0113125,19.389116861878406,8,6.8550880071263265,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out083,es174,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,3.3,1.8,9,0.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.3,1.5811,10,0.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out083,es175,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,4.8,1.8974,10,0.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9,1.6971,8,0.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out084,es176,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,4.6,1.3994882504764967,9,0.4664960834921656,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.63695,1.1180045041764952,10,0.3535440667524956,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out084,es177,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,6.1674500000000005,3.5260142054797154,10,1.115023595142486,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.11231249999999998,0.2680523068462452,8,0.0947708019418386,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out085,es178,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,264,21,9,7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,251,41.1096,10,13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out085,es179,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,269,15.8114,10,5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,266,31.1127,8,11,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out086,es180,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,33.30683333333334,28.077233025184707,9,9.359077675061569,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),34.6578,51.428207192118776,10,16.263027070614797,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out086,es181,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,26.6205,19.608078996326224,10,6.200619016889923,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),33.1008125,28.68159683254824,8,10.140475807776731,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out087,es182,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,6.2,3,9,1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9,2.5298,10,0.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out087,es183,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,4.7,1.9606,10,0.62,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9,1.9799,8,0.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out088,es184,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,0,0,9,0,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.25865,0.6020024253258051,10,0.1903698820974976,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out088,es185,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,1.7044000000000001,0.6880027718009202,10,0.2175655795399973,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.6256250000000001,0.893507689487484,8,0.315902673139462,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out089,es186,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,6.7,4.5,9,1.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,9.8,7.2732,10,2.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out089,es187,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,7.8,3.7947,10,1.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.1,4.8083,8,1.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
