study_id,es_id,study_cluster_id,cohort_id,test_cluster_id,timepoint_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,study_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_window,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,noise_notes,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_class,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_mean_analysis,c_mean_derivation,c_mean_source,c_sd,c_sd_analysis,c_sd_derivation,c_sd_source,c_n,c_se,c_se_analysis,c_se_derivation,c_se_source,c_ci,c_median,c_q1,c_q3,ex_mean,ex_mean_analysis,ex_mean_derivation,ex_mean_source,ex_sd,ex_sd_analysis,ex_sd_derivation,ex_sd_source,ex_n,ex_se,ex_se_analysis,ex_se_derivation,ex_se_source,ex_ci,ex_median,ex_q1,ex_q3,stat_comment,general_comment
whitlow_1978_thesis,es123,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex022,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex022__pnd27,ex022,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,No,Positive,,3.8478,3.8478,Reported mean; used unchanged,whitlow_1978_thesis_fig4,1.9616,1.9616,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig4,20,,0.438627,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,3.0749,3.0749,Reported mean; used unchanged,whitlow_1978_thesis_fig4,1.7535,1.7535,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig4,20,,0.392095,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es124,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex021,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex021__pnd25,ex021,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,25,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,No,Positive,,2.3849,2.3849,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.5443,1.5443,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.345316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,2.3777,2.3777,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.542,1.542,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.344802,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es125,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex022,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex022__pnd25,ex022,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,25,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,No,Positive,,2.3849,2.3849,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.5443,1.5443,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.345316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,2.0226,2.0226,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.4222,1.4222,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.318014,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es126,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex021,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex021__pnd26,ex021,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,No,Positive,,1.5268,1.5268,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.2357,1.2357,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.276311,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,1.9827,1.9827,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.4081,1.4081,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.314861,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es127,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex022,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex022__pnd26,ex022,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,No,Positive,,1.5268,1.5268,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.2357,1.2357,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.276311,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,1.8311,1.8311,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.3532,1.3532,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.302585,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es128,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex021,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex021__pnd27,ex021,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,No,Positive,,2.775,2.775,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.6658,1.6658,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.372484,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,2.5731,2.5731,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.6041,1.6041,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.358688,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es129,whitlow_1978_thesis,whitlow_1978_thesis__con018__ex022,whitlow_1978_thesis__open_field_test_oft,whitlow_1978_thesis__con018__ex022__pnd26,ex022,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,No,Positive,,2.775,2.775,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.6658,1.6658,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.372484,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,2.8604,2.8604,Reported mean; used unchanged,whitlow_1978_thesis_fig5,1.6913,1.6913,Reported or previously approved SD; used unchanged,whitlow_1978_thesis_fig5,20,,0.378186,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
abramova_2020_genpath,es130,abramova_2020_genpath,abramova_2020_genpath__con019__ex023,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con019__ex023__pnd90,ex023,con019,out061,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",male,90,adult,3 months,none,The loudness was inferred using,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Light Phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,Yes,Negative,,51.375,51.375,Reported mean; used unchanged,abramova_2020_genpath,16.8263,16.8263,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,5.948995,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,56.2632,56.2632,Reported mean; used unchanged,abramova_2020_genpath,26.4614,26.4614,Reported or previously approved SD; used unchanged,abramova_2020_genpath,19,,6.070662,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es131,abramova_2020_genpath,abramova_2020_genpath__con020__ex024,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con020__ex024__pnd90,ex024,con020,out061,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",female,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),squares crossed,Sections crossed,Count,Count,Light Phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,Yes,Negative,,65.5,65.5,Reported mean; used unchanged,abramova_2020_genpath,17.0042,17.0042,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,6.011893,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,59.625,59.625,Reported mean; used unchanged,abramova_2020_genpath,19.4418,19.4418,Reported or previously approved SD; used unchanged,abramova_2020_genpath,16,,4.86045,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es132,abramova_2020_genpath,abramova_2020_genpath__con019__ex023,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con019__ex023__pnd90,ex023,con019,out062,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",male,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light Phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,Yes,Negative,,23.625,23.625,Reported mean; used unchanged,abramova_2020_genpath,6.7387,6.7387,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,2.38249,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,23.5789,23.5789,Reported mean; used unchanged,abramova_2020_genpath,11.057,11.057,Reported or previously approved SD; used unchanged,abramova_2020_genpath,19,,2.53665,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es133,abramova_2020_genpath,abramova_2020_genpath__con020__ex024,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con020__ex024__pnd90,ex024,con020,out062,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",female,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light Phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,Yes,Negative,,28.125,28.125,Reported mean; used unchanged,abramova_2020_genpath,6.4683,6.4683,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,2.286889,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,28.1875,28.1875,Reported mean; used unchanged,abramova_2020_genpath,8.9086,8.9086,Reported or previously approved SD; used unchanged,abramova_2020_genpath,16,,2.22715,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es134,abramova_2020_genpath,abramova_2020_genpath__con019__ex023,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con019__ex023__pnd90,ex023,con019,out063,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",male,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light Phase,raw data,abramova_2020_genpath,KO-m-cen,US-m-g1-cen,KO_US_m_cen,Yes,Negative,,1.875,1.875,Reported mean; used unchanged,abramova_2020_genpath,2.997,2.997,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,1.0596,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,1.8421,1.8421,Reported mean; used unchanged,abramova_2020_genpath,1.4245,1.4245,Reported or previously approved SD; used unchanged,abramova_2020_genpath,19,,0.326803,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es135,abramova_2020_genpath,abramova_2020_genpath__con020__ex024,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con020__ex024__pnd90,ex024,con020,out063,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",female,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light Phase,raw data,abramova_2020_genpath,CO-f-cen,US-f-g1-cen,CO_US_f_cen,Yes,Negative,,2.75,2.75,Reported mean; used unchanged,abramova_2020_genpath,1.8323,1.8323,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,0.647816,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,1.25,1.25,Reported mean; used unchanged,abramova_2020_genpath,0.9309,0.9309,Reported or previously approved SD; used unchanged,abramova_2020_genpath,16,,0.232725,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es136,abramova_2020_genpath,abramova_2020_genpath__con019__ex023,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con019__ex023__pnd90,ex023,con019,out064,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",male,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),,Total grooming time,Time,s,Light Phase,raw data,abramova_2020_genpath,KO-m-grt,US-m-g1-grt,KO_US_m_grt,No,Positive,,12.5038,12.5038,Reported mean; used unchanged,abramova_2020_genpath,11.0261,11.0261,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,3.898315,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,33.2405,33.2405,Reported mean; used unchanged,abramova_2020_genpath,19.9724,19.9724,Reported or previously approved SD; used unchanged,abramova_2020_genpath,19,,4.581983,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es137,abramova_2020_genpath,abramova_2020_genpath__con020__ex024,abramova_2020_genpath__open_field_test_oft,abramova_2020_genpath__con020__ex024__pnd90,ex024,con020,out064,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""under normal conditions without ultrasound""",female,90,adult,3 months,none,,Anxiety,Open Field Test (OFT),,Total grooming time,Time,s,Light Phase,raw data,abramova_2020_genpath,CO-f-grt,US-f-g1-grt,CO_US_f_grt,No,Positive,,13.8713,13.8713,Reported mean; used unchanged,abramova_2020_genpath,13.5053,13.5053,Reported or previously approved SD; used unchanged,abramova_2020_genpath,8,,4.774845,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,17.125,17.125,Reported mean; used unchanged,abramova_2020_genpath,12.2961,12.2961,Reported or previously approved SD; used unchanged,abramova_2020_genpath,16,,3.074025,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,,Extracted all from raw data,Data  provided by Abramova on request
