study_id,es_id,study_cluster_id,cohort_id,test_cluster_id,timepoint_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,study_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_window,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,noise_notes,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_class,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_mean_analysis,c_mean_derivation,c_mean_source,c_sd,c_sd_analysis,c_sd_derivation,c_sd_source,c_n,c_se,c_se_analysis,c_se_derivation,c_se_source,c_ci,c_median,c_q1,c_q3,ex_mean,ex_mean_analysis,ex_mean_derivation,ex_mean_source,ex_sd,ex_sd_analysis,ex_sd_derivation,ex_sd_source,ex_n,ex_se,ex_se_analysis,ex_se_derivation,ex_se_source,ex_ci,ex_median,ex_q1,ex_q3,stat_comment,general_comment
nishio_2006_intjdevlneur,es060,nishio_2006_intjdevlneur,nishio_2006_intjdevlneur__con010__ex014,nishio_2006_intjdevlneur__elevated_plus_maze_epm,nishio_2006_intjdevlneur__con010__ex014__pnd35,ex014,con010,out034,Yes,Verified – no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,male,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Percentage,%,Not Reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,Yes,Negative,,39.61,39.61,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2b,9.64,9.64,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2b,5,4.31,4.31,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2b; Fig. 2b,,,,,46.66,46.66,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2b,7.78,7.78,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2b,5,3.48,3.48,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2b; Fig. 2b,,,,,,
nishio_2006_intjdevlneur,es061,nishio_2006_intjdevlneur,nishio_2006_intjdevlneur__con011__ex015,nishio_2006_intjdevlneur__elevated_plus_maze_epm,nishio_2006_intjdevlneur__con011__ex015__pnd35,ex015,con011,out034,Yes,Verified – no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,female,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Percentage,%,Not Reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,Yes,Negative,,33.07,33.07,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2b,7.6,7.6,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2b,5,3.4,3.4,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2b; Fig. 2b,,,,,42.1,42.1,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2b,14.82,14.82,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2b,5,6.63,6.63,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2b; Fig. 2b,,,,,,
nishio_2006_intjdevlneur,es062,nishio_2006_intjdevlneur,nishio_2006_intjdevlneur__con010__ex014,nishio_2006_intjdevlneur__elevated_plus_maze_epm,nishio_2006_intjdevlneur__con010__ex014__pnd35,ex014,con010,out035,Yes,Verified – no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,male,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,Count,Count,Not Reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,Yes,Negative,,3.97,3.97,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2c,1.71,1.71,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2c,5,0.76,0.76,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2c; Fig. 2c,,,,,3.58,3.58,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2c,1.18,1.18,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2c,5,0.53,0.53,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2c; Fig. 2c,,,,,,
nishio_2006_intjdevlneur,es063,nishio_2006_intjdevlneur,nishio_2006_intjdevlneur__con011__ex015,nishio_2006_intjdevlneur__elevated_plus_maze_epm,nishio_2006_intjdevlneur__con011__ex015__pnd35,ex015,con011,out035,Yes,Verified – no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,female,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,Count,Count,Not Reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,Yes,Negative,,6.68,6.68,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2c,2.41,2.41,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2c,5,1.08,1.08,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2c; Fig. 2c,,,,,4.55,4.55,Reported mean; used unchanged,nishio_2006_intjdevlneur_fig2c,1.15,1.15,Reported or previously approved SD; used unchanged,nishio_2006_intjdevlneur_fig2c,5,0.51,0.51,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2c; Fig. 2c,,,,,,
uygur_2011_ankarauniv,es064,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out036,Yes,Verified – no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,No,Positive,,45.87,45.87,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,24.869999999999997,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,8.29,8.29,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,26.79,26.79,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,24.855502408923464,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,7.86,7.86,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,1st day
uygur_2011_ankarauniv,es065,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out036,Yes,Verified – no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,No,Positive,,79.05,79.05,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,40.56,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,13.52,13.52,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,48.87,48.87,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,40.57202237996031,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,12.83,12.83,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,2nd day
uygur_2011_ankarauniv,es066,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out037,Yes,Verified – no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,Yes,Negative,,20.09,20.09,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,18.84,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,6.28,6.28,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,39.08,39.08,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,18.84717485460354,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,5.96,5.96,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,1st day
uygur_2011_ankarauniv,es067,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out037,Yes,Verified – no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,Yes,Negative,,31.89,31.89,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,39.45,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,13.15,13.15,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,33.44,33.44,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,39.46522519890138,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,12.48,12.48,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,2nd day
uygur_2011_ankarauniv,es068,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out038,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,Yes,Negative,,5.44,5.44,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,4.47,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,1.49,1.49,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,6.2,6.2,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,4.490434277439099,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,1.42,1.42,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,1st day
uygur_2011_ankarauniv,es069,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out038,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,Yes,Negative,,2.56,2.56,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,2.8499999999999996,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,0.95,0.95,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,1.7,1.7,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,2.8460498941515415,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,0.9,0.9,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,2nd day
uygur_2011_ankarauniv,es070,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out039,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju1,Yes,Negative,,26.78,26.78,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,14.669999999999998,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,4.89,4.89,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,23,23,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,14.67296834318128,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,4.64,4.64,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,1st day
uygur_2011_ankarauniv,es071,uygur_2011_ankarauniv,uygur_2011_ankarauniv__con012__ex016,uygur_2011_ankarauniv__forced_swimming_test_fst,uygur_2011_ankarauniv__con012__ex016__pnd70,ex016,con012,out039,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju2,Yes,Negative,,16,16,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,11.790000000000001,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,9,3.93,3.93,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,18.4,18.4,Reported mean; used unchanged,uygur_2011_ankarauniv.pdf,,11.795295672428056,SD = reported SE * sqrt(n),uygur_2011_ankarauniv.pdf; reported SE and n,10,3.73,3.73,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,,,,,,2nd day
morra_1965_physiolrec,es072,morra_1965_physiolrec,morra_1965_physiolrec__con013__ex017,morra_1965_physiolrec__open_field_test_oft,morra_1965_physiolrec__con013__ex017__pnd25,ex017,con013,out040,Yes,Verified – no change,One control and one treatment,,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",mid_late,day 12-20,9,Intermittent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,juvenile,,none,,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Not Reported,Table 2 and text,,GIII_csq,GII_csq,GIII_GII_csq,Yes,Negative,,19.5,19.5,Reported mean; used unchanged,Table 2 and text,8.4,8.4,Reported or previously approved SD; used unchanged,Table 2 and text,63,,1.058301,SD / sqrt(n); derived for analysis from the extracted SD and sample size,Table 2 and text,,,,,14.2,14.2,Reported mean; used unchanged,Table 2 and text,8.3,8.3,Reported or previously approved SD; used unchanged,Table 2 and text,35,,1.402956,SD / sqrt(n); derived for analysis from the extracted SD and sample size,Table 2 and text,,,,,,No SE or CI
morra_1965_physiolrec,es073,morra_1965_physiolrec,morra_1965_physiolrec__con013__ex017,morra_1965_physiolrec__open_field_test_oft,morra_1965_physiolrec__con013__ex017__pnd25,ex017,con013,out041,Yes,Verified – no change,One control and one treatment,,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",mid_late,day 12-20,9,Intermittent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,juvenile,,none,,Anxiety,Open Field Test (OFT),,Initial latency to move,Latency,s,Not Reported,Table 2 and text,,GIII_il,GII_il,GIII_GII_il,No,Positive,,13.1,13.1,Reported mean; used unchanged,Table 2 and text,7.9,7.9,Reported or previously approved SD; used unchanged,Table 2 and text,63,,0.995306,SD / sqrt(n); derived for analysis from the extracted SD and sample size,Table 2 and text,,,,,18.8,18.8,Reported mean; used unchanged,Table 2 and text,8.2,8.2,Reported or previously approved SD; used unchanged,Table 2 and text,35,,1.386053,SD / sqrt(n); derived for analysis from the extracted SD and sample size,Table 2 and text,,,,,,No SE or CI
abramova_2021_front,es074,abramova_2021_front,abramova_2021_front__con014__ex018,abramova_2021_front__open_field_test_oft,abramova_2021_front__con014__ex018__pnd20,ex018,con014,out042,Yes,Corrected transcription,"One control female, one male and one experimental female and one male",,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""normal conditions without ultrasound""",female,20,juvenile,,none,,Anxiety,Open Field Test (OFT),Square arena on PND20,Sections crossed,Count,Count,Light Phase,Author raw data,included_studies/abramova_2021_front/abramova_2021_front.xlsx,C_f_sq,PS_f_sq,C_PS_f_sq,Yes,Negative,,33.73913,33.73913,Reported mean; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,16.895985,16.895985,Reported or previously approved SD; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,23,,3.523056,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,,24.8421,24.8421,Reported mean; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,12.6985,12.6985,Reported or previously approved SD; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,19,,2.913236,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,,Extracted all from raw data,
abramova_2021_front,es075,abramova_2021_front,abramova_2021_front__con015__ex019,abramova_2021_front__open_field_test_oft,abramova_2021_front__con015__ex019__pnd20,ex019,con015,out042,Yes,Corrected transcription,"One control female, one male and one experimental female and one male",,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""normal conditions without ultrasound""",male,20,juvenile,,none,,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Light Phase,Author raw data,included_studies/abramova_2021_front/abramova_2021_front.xlsx,C_m_sq,PS_m_sq,C_PS_m_sq,Yes,Negative,,29,29,Reported mean; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,15.790292,15.790292,Reported or previously approved SD; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,25,,3.158058,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,,22.1667,22.1667,Reported mean; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,14.5733,14.5733,Reported or previously approved SD; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,18,,3.43496,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,,Extracted all from raw data,
abramova_2021_front,es076,abramova_2021_front,abramova_2021_front__con014__ex018,abramova_2021_front__open_field_test_oft,abramova_2021_front__con014__ex018__pnd20,ex018,con014,out043,Yes,Corrected transcription,"One control female, one male and one experimental female and one male",,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""normal conditions without ultrasound""",female,20,juvenile,,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light Phase,Author raw data,included_studies/abramova_2021_front/abramova_2021_front.xlsx,C_f_re,PS_f_re,C_PS_f_re,Yes,Negative,,10.130435,10.130435,Reported mean; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,8.7558,8.7558,Reported or previously approved SD; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,23,,1.825711,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,,6.8947,6.8947,Reported mean; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,4.4208,4.4208,Reported or previously approved SD; used unchanged,included_studies/abramova_2021_front/abramova_2021_front.xlsx,19,,1.014201,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,,Extracted all from raw data,
