study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,study_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_window,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,noise_notes,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_class,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se,c_se_analysis,c_se_derivation,c_se_source,c_ci,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se,ex_se_analysis,ex_se_derivation,ex_se_source,ex_ci,ex_median,ex_q1,ex_q3,stat_comment,general_comment,stat_derivation_method,c_mean_final,c_mean_source,c_sd_final,c_sd_source,c_se_final,c_mean_pre_zero_correction,ex_mean_final,ex_mean_source,ex_sd_final,ex_sd_source,ex_se_final,ex_mean_pre_zero_correction,zero_correction_reference_mean,zero_correction_primary_09,c_mean_exact_zero,ex_mean_exact_zero,c_sd_zero_review,ex_sd_zero_review,frequency_min_hz,frequency_max_hz,frequency_mid_hz,frequency_format,acoustic_band_from_frequency,dam_age_weeks,dependency_cluster_id
whitlow_1978_thesis,es116,ex021,con018,out058,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not Reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,Yes,Negative,,19.1201,4.3726,20,,0.977743,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,26.7371,5.1708,20,,1.156226,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,19.1201,assumed_sd_sqrt_mean,4.3726,assumed_sd_sqrt_mean,0.9777430838415581,19.1201,26.7371,assumed_sd_sqrt_mean,5.1708,assumed_sd_sqrt_mean,1.156226029805591,26.7371,6.4,5.760000000000001,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es117,ex022,con018,out058,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not Reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,Yes,Negative,,19.1201,4.3726,20,,0.977743,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,15.7464,3.9682,20,,0.887316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,19.1201,assumed_sd_sqrt_mean,4.3726,assumed_sd_sqrt_mean,0.9777430838415581,19.1201,15.7464,assumed_sd_sqrt_mean,3.9682,assumed_sd_sqrt_mean,0.8873164948314665,15.7464,6.4,5.760000000000001,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es118,ex021,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,25,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,C_HN_1_gr,No,Positive,,4.0526,2.0131,20,,0.450143,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,3.6809,1.9186,20,,0.429012,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,4.0526,assumed_sd_sqrt_mean,2.0131,assumed_sd_sqrt_mean,0.45014284455048265,4.0526,3.6809,assumed_sd_sqrt_mean,1.9186,assumed_sd_sqrt_mean,0.42901200216310964,3.6809,2.652174,2.3869566,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es119,ex022,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,25,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,C_HLN_1_gr,No,Positive,,4.0526,2.0131,20,,0.450143,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,3.708,1.9256,20,,0.430577,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,4.0526,assumed_sd_sqrt_mean,2.0131,assumed_sd_sqrt_mean,0.45014284455048265,4.0526,3.708,assumed_sd_sqrt_mean,1.9256,assumed_sd_sqrt_mean,0.4305772497473595,3.708,2.652174,2.3869566,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es120,ex021,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,C_HN_2_gr,No,Positive,,3.5127,1.8742,20,,0.419084,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,5.6705,2.3813,20,,0.532475,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,3.5127,assumed_sd_sqrt_mean,1.8742,assumed_sd_sqrt_mean,0.4190838603430106,3.5127,5.6705,assumed_sd_sqrt_mean,2.3813,assumed_sd_sqrt_mean,0.5324748674820249,5.6705,2.652174,2.3869566,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es121,ex022,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,C_HLN_2_gr,No,Positive,,3.5127,1.8742,20,,0.419084,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,4.8023,2.1914,20,,0.490012,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,3.5127,assumed_sd_sqrt_mean,1.8742,assumed_sd_sqrt_mean,0.4190838603430106,3.5127,4.8023,assumed_sd_sqrt_mean,2.1914,assumed_sd_sqrt_mean,0.49001193658930386,4.8023,2.652174,2.3869566,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es122,ex021,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,C_HN_3_gr,No,Positive,,3.8478,1.9616,20,,0.438627,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,3.6899,1.9209,20,,0.429526,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,3.8478,assumed_sd_sqrt_mean,1.9616,assumed_sd_sqrt_mean,0.4386270944663587,3.8478,3.6899,assumed_sd_sqrt_mean,1.9209,assumed_sd_sqrt_mean,0.4295262977979346,3.6899,2.652174,2.3869566,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es123,ex022,con018,out059,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not Reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,No,Positive,,3.8478,1.9616,20,,0.438627,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,3.0749,1.7535,20,,0.392095,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,3.8478,assumed_sd_sqrt_mean,1.9616,assumed_sd_sqrt_mean,0.4386270944663587,3.8478,3.0749,assumed_sd_sqrt_mean,1.7535,assumed_sd_sqrt_mean,0.3920945198545881,3.0749,2.652174,2.3869566,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es124,ex021,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,25,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,No,Positive,,2.3849,1.5443,20,,0.345316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,2.3777,1.542,20,,0.344802,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,2.3849,assumed_sd_sqrt_mean,1.5443,assumed_sd_sqrt_mean,0.3453159777652925,2.3849,2.3777,assumed_sd_sqrt_mean,1.542,assumed_sd_sqrt_mean,0.3448016821304676,2.3777,1.14,1.026,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es125,ex022,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,25,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,No,Positive,,2.3849,1.5443,20,,0.345316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,2.0226,1.4222,20,,0.318014,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,2.3849,assumed_sd_sqrt_mean,1.5443,assumed_sd_sqrt_mean,0.3453159777652925,2.3849,2.0226,assumed_sd_sqrt_mean,1.4222,assumed_sd_sqrt_mean,0.31801358776002003,2.0226,1.14,1.026,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es126,ex021,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,No,Positive,,1.5268,1.2357,20,,0.276311,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,1.9827,1.4081,20,,0.314861,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,1.5268,assumed_sd_sqrt_mean,1.2357,assumed_sd_sqrt_mean,0.276310919979649,1.5268,1.9827,assumed_sd_sqrt_mean,1.4081,assumed_sd_sqrt_mean,0.31486073191174535,1.9827,1.14,1.026,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es127,ex022,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,No,Positive,,1.5268,1.2357,20,,0.276311,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,1.8311,1.3532,20,,0.302585,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,1.5268,assumed_sd_sqrt_mean,1.2357,assumed_sd_sqrt_mean,0.276310919979649,1.5268,1.8311,assumed_sd_sqrt_mean,1.3532,assumed_sd_sqrt_mean,0.30258471871527154,1.8311,1.14,1.026,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es128,ex021,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,,Unclear,,undisturbed controls,mixed,27,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,No,Positive,,2.775,1.6658,20,,0.372484,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,2.5731,1.6041,20,,0.358688,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,2.775,assumed_sd_sqrt_mean,1.6658,assumed_sd_sqrt_mean,0.37248420369191493,2.775,2.5731,assumed_sd_sqrt_mean,1.6041,assumed_sd_sqrt_mean,0.3586876642707413,2.5731,1.14,1.026,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
whitlow_1978_thesis,es129,ex022,con018,out060,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermittent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,,Unclear,,undisturbed controls,mixed,26,juvenile,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not Reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,No,Positive,,2.775,1.6658,20,,0.372484,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,2.8604,1.6913,20,,0.378186,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),assumed_sd_sqrt_mean_se_computed_sd_over_sqrt_n,,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",assumed_sd_sqrt_mean,2.775,assumed_sd_sqrt_mean,1.6658,assumed_sd_sqrt_mean,0.37248420369191493,2.775,2.8604,assumed_sd_sqrt_mean,1.6913,assumed_sd_sqrt_mean,0.37818617703453944,2.8604,1.14,1.026,FALSE,FALSE,FALSE,FALSE,2500,2500,2500,point,audible,,con018
