study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,study_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_window,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,noise_notes,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_class,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se,c_se_analysis,c_se_derivation,c_se_source,c_ci,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se,ex_se_analysis,ex_se_derivation,ex_se_source,ex_ci,ex_median,ex_q1,ex_q3,stat_comment,general_comment,stat_derivation_method,c_mean_final,c_mean_source,c_sd_final,c_sd_source,c_se_final,c_mean_pre_zero_correction,ex_mean_final,ex_mean_source,ex_sd_final,ex_sd_source,ex_se_final,ex_mean_pre_zero_correction,zero_correction_reference_mean,zero_correction_primary_09,c_mean_exact_zero,ex_mean_exact_zero,c_sd_zero_review,ex_sd_zero_review,frequency_min_hz,frequency_max_hz,frequency_mid_hz,frequency_format,acoustic_band_from_frequency,dam_age_weeks,dependency_cluster_id
oliveira_2015_jbehavbraisci,es052,ex012,con008,out027,Yes,Verified no change,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",,Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,,19,Intermittent,1,h,Ultrasound,Ultrasound,65,"22,000",,Silence,,Control placed in an acoustical isolation box for the same period of time,male,60,adolescent,,none,,Anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,Latency,s,Light Phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F3,IE_F3,C_IE_F3,Yes,Negative,,6.46,7.72,12,2.23,2.23,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,13.2,15.44,12,4.46,4.46,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,6.46,author_reported_se,7.72,author_reported_se,2.23,6.46,13.2,author_reported_se,15.44,author_reported_se,4.46,13.2,5.34,4.806,FALSE,FALSE,FALSE,FALSE,22000,22000,22000,point,ultrasound,16,con008
pavlov_2023_molsci,es053,ex013,con009,out028,Yes,Verified no change,One control and one treatment,,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",,Unclear,,,female,60,adolescent,2 months,none,,Depression,Sucrose Preference Test (SPT),,Sucrose preference index,Index,%,Dark Phase,Figure 4A,pavlov_2023_molsci_Fig4A,NonSt_su,US_su,NonSt_US_su,Yes,Negative,higher anhedonia is better,71.6,9.72,10,,3.073734,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,40.48,13.49,14,,3.605354,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,,Visual estimations: you can't see the median in the violin plot,se_from_reported_sd,71.6,se_from_reported_sd,9.72,se_from_reported_sd,3.073733885683665,71.6,40.48,se_from_reported_sd,13.49,se_from_reported_sd,3.605354153398605,40.48,40.48,36.431999999999995,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con009
pavlov_2023_molsci,es054,ex013,con009,out029,Yes,Verified no change,One control and one treatment,,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",,Unclear,,,female,60,adolescent,2 months,none,,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Dark Phase,Figure 4C,pavlov_2023_molsci_Fig4C,NonSt_sq,US_sq,NonSt_US_sq,Yes,Negative,,10.55,6.17,10,,1.951125,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,6.4,3.17,14,,0.847218,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,,,se_from_reported_sd,10.55,se_from_reported_sd,6.17,se_from_reported_sd,1.95112531632389,10.55,6.4,se_from_reported_sd,3.17,se_from_reported_sd,0.8472181368623853,6.4,6.4,5.760000000000001,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con009
pavlov_2023_molsci,es055,ex013,con009,out030,Yes,Verified no change,One control and one treatment,,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",,Unclear,,,female,60,adolescent,2 months,none,,Anxiety,Open Field Test (OFT),,Time in central square,Time,s,Dark Phase,Figure 4D,pavlov_2023_molsci_Fig4D,NonSt_csq,US_csq,NonSt_US_csq,Yes,Negative,,71.66,17.5,10,,5.533986,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,25.99,11.15,14,,2.979963,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,,,se_from_reported_sd,71.66,se_from_reported_sd,17.5,se_from_reported_sd,5.533985905294664,71.66,25.99,se_from_reported_sd,11.15,se_from_reported_sd,2.9799628473235322,25.99,0.18,0.162,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con009
pavlov_2023_molsci,es056,ex013,con009,out031,Yes,Verified no change,One control and one treatment,,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",,Unclear,,,female,60,adolescent,2 months,none,,Anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),Time,s,Dark Phase,Figure 4E,pavlov_2023_molsci_Fig4E,NonSt_oat,US_oat,NonSt_US_oat,Yes,Negative,,69.17,20.84,10,,6.590187,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,25.42,9.56,14,,2.555017,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,,,se_from_reported_sd,69.17,se_from_reported_sd,20.84,se_from_reported_sd,6.5901866437909025,69.17,25.42,se_from_reported_sd,9.56,se_from_reported_sd,2.5550174726827772,25.42,25.42,22.878000000000004,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con009
pavlov_2023_molsci,es057,ex013,con009,out032,Yes,Verified no change,One control and one treatment,,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology,10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",full_gestation,,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",,Unclear,,,female,60,adolescent,2 months,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Count,Count,Dark Phase,Figure 4F,pavlov_2023_molsci_Fig4F,NonSt_oae,US_oae,NonSt_US_oae,Yes,Negative,,13.27,5.44,10,,1.720279,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,8.68,4.23,14,,1.130515,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,,,se_from_reported_sd,13.27,se_from_reported_sd,5.44,se_from_reported_sd,1.7202790471315983,13.27,8.68,se_from_reported_sd,4.23,se_from_reported_sd,1.1305150532895554,8.68,8.68,7.812,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con009
nishio_2006_intjdevlneur,es058,ex014,con010,out033,Yes,Verified no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,male,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms was expressed as a percentage of the total number of entries to all arms, or of the time spent in all arms, respectively ((open/[close + open]) 100). The absolute number of closed-arm entries was measured to dissociate the effect of the treatment on anxiety and general motor activity.",Time in open arms (OAT),Percentage,%,Not Reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_m_oat,pre_so_m_oat,pre_n_m_oat,Yes,Negative,,27.16,13.81,5,6.17,6.17,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,24.15,7.94,5,3.55,3.55,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,27.16,author_reported_se,13.81,author_reported_se,6.17,27.16,24.15,author_reported_se,7.94,author_reported_se,3.55,24.15,16.92,15.228000000000002,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con010
nishio_2006_intjdevlneur,es059,ex015,con011,out033,Yes,Verified no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,female,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms was expressed as a percentage of the total number of entries to all arms, or of the time spent in all arms, respectively ((open/[close + open]) 100). The absolute number of closed-arm entries was measured to dissociate the effect of the treatment on anxiety and general motor activity.",Time in open arms (OAT),Percentage,%,Not Reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_f_oat,pre_so_f_oat,pre_n_f_oat,Yes,Negative,,18.69,6.84,5,3.06,3.06,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,29.23,13.81,5,6.17,6.17,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,18.69,author_reported_se,6.84,author_reported_se,3.06,18.69,29.23,author_reported_se,13.81,author_reported_se,6.17,29.23,16.92,15.228000000000002,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con011
nishio_2006_intjdevlneur,es060,ex014,con010,out034,Yes,Verified no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,male,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Percentage,%,Not Reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,Yes,Negative,,39.61,9.64,5,4.31,4.31,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,46.66,7.78,5,3.48,3.48,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,39.61,author_reported_se,9.64,author_reported_se,4.31,39.61,46.66,author_reported_se,7.78,author_reported_se,3.48,46.66,14.27,12.843,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con010
nishio_2006_intjdevlneur,es061,ex015,con011,out034,Yes,Verified no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,female,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Percentage,%,Not Reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,Yes,Negative,,33.07,7.6,5,3.4,3.4,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,42.1,14.82,5,6.63,6.63,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,33.07,author_reported_se,7.6,author_reported_se,3.4,33.07,42.1,author_reported_se,14.82,author_reported_se,6.63,42.1,14.27,12.843,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con011
nishio_2006_intjdevlneur,es062,ex014,con010,out035,Yes,Verified no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,male,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,Count,Count,Not Reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,Yes,Negative,,3.97,1.71,5,0.76,0.76,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,3.58,1.18,5,0.53,0.53,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,3.97,author_reported_se,1.71,author_reported_se,0.76,3.97,3.58,author_reported_se,1.18,author_reported_se,0.53,3.58,3.58,3.222,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con010
nishio_2006_intjdevlneur,es063,ex015,con011,out035,Yes,Verified no change,"one female, one male and one control group per sex",,Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",mid_late,day 10 to 18,9,Intermittent,0.25,15 min,Other/Unclear,Unclear,90,,,Unclear,,No information,female,35,adolescent,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,Count,Count,Not Reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,Yes,Negative,,6.68,2.41,5,1.08,1.08,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,4.55,1.15,5,0.51,0.51,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,,author_reported_se,6.68,author_reported_se,2.41,author_reported_se,1.08,6.68,4.55,author_reported_se,1.15,author_reported_se,0.51,4.55,3.58,3.222,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con011
uygur_2011_ankarauniv,es064,ex016,con012,out036,Yes,Verified no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,No,Positive,,45.87,,9,8.29,8.29,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,26.79,,10,7.86,7.86,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,1st day,author_reported_se,45.87,author_reported_se,24.869999999999997,author_reported_se_sd_from_se_times_sqrt_n,8.29,45.87,26.79,author_reported_se,24.855502408923464,author_reported_se_sd_from_se_times_sqrt_n,7.86,26.79,26.79,24.111,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es065,ex016,con012,out036,Yes,Verified no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,No,Positive,,79.05,,9,13.52,13.52,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,48.87,,10,12.83,12.83,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,2nd day,author_reported_se,79.05,author_reported_se,40.56,author_reported_se_sd_from_se_times_sqrt_n,13.52,79.05,48.87,author_reported_se,40.57202237996031,author_reported_se_sd_from_se_times_sqrt_n,12.83,48.87,26.79,24.111,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es066,ex016,con012,out037,Yes,Verified no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,Yes,Negative,,20.09,,9,6.28,6.28,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,39.08,,10,5.96,5.96,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,1st day,author_reported_se,20.09,author_reported_se,18.84,author_reported_se_sd_from_se_times_sqrt_n,6.28,20.09,39.08,author_reported_se,18.84717485460354,author_reported_se_sd_from_se_times_sqrt_n,5.96,39.08,20.09,18.081,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es067,ex016,con012,out037,Yes,Verified no change,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,Yes,Negative,,31.89,,9,13.15,13.15,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,33.44,,10,12.48,12.48,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,2nd day,author_reported_se,31.89,author_reported_se,39.45,author_reported_se_sd_from_se_times_sqrt_n,13.15,31.89,33.44,author_reported_se,39.46522519890138,author_reported_se_sd_from_se_times_sqrt_n,12.48,33.44,20.09,18.081,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es068,ex016,con012,out038,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,Yes,Negative,,5.44,,9,1.49,1.49,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,6.2,,10,1.42,1.42,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,1st day,author_reported_se,5.44,author_reported_se,4.47,author_reported_se_sd_from_se_times_sqrt_n,1.49,5.44,6.2,author_reported_se,4.490434277439099,author_reported_se_sd_from_se_times_sqrt_n,1.42,6.2,1.7,1.53,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es069,ex016,con012,out038,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,Yes,Negative,,2.56,,9,0.95,0.95,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,1.7,,10,0.9,0.9,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,2nd day,author_reported_se,2.56,author_reported_se,2.8499999999999996,author_reported_se_sd_from_se_times_sqrt_n,0.95,2.56,1.7,author_reported_se,2.8460498941515415,author_reported_se_sd_from_se_times_sqrt_n,0.9,1.7,1.7,1.53,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es070,ex016,con012,out039,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju1,Yes,Negative,,26.78,,9,4.89,4.89,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,23,,10,4.64,4.64,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,1st day,author_reported_se,26.78,author_reported_se,14.669999999999998,author_reported_se_sd_from_se_times_sqrt_n,4.89,26.78,23,author_reported_se,14.67296834318128,author_reported_se_sd_from_se_times_sqrt_n,4.64,23,16,14.4,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
uygur_2011_ankarauniv,es071,ex016,con012,out039,Yes,Corrected transcription,One treatmentent group and one control,,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",mid_late,day 14 to 21,9,Intermittent,0.75,45 min,White noise,Audible,100,,,Unclear,,PC group remained undisturbed,male,70,adolescent,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,Time,s,Light Phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju2,Yes,Negative,,16,,9,3.93,3.93,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,18.4,,10,3.73,3.73,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,,2nd day,author_reported_se,16,author_reported_se,11.790000000000001,author_reported_se_sd_from_se_times_sqrt_n,3.93,16,18.4,author_reported_se,11.795295672428056,author_reported_se_sd_from_se_times_sqrt_n,3.73,18.4,16,14.4,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,,con012
morra_1965_physiolrec,es072,ex017,con013,out040,Yes,Verified no change,One control and one treatment,,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",mid_late,day 12-20,9,Intermittent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,juvenile,,none,,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Not Reported,Table 2 and text,,GIII_csq,GII_csq,GIII_GII_csq,Yes,Negative,,19.5,8.4,63,,1.058301,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,14.2,8.3,35,,1.402956,SD / sqrt(n); derived for analysis from the extracted SD and sample size,se_from_reported_sd_se_computed_sd_over_sqrt_n,,,,,,No SE or CI,se_from_reported_sd,19.5,se_from_reported_sd,8.4,se_from_reported_sd,1.0583005244258363,19.5,14.2,se_from_reported_sd,8.3,se_from_reported_sd,1.4029560628493376,14.2,6.4,5.760000000000001,FALSE,FALSE,FALSE,FALSE,,,,not_reported,not_reported,18,con013
