study_id,es_id,n_raw,n_final,mean_raw,median_raw,q1_raw,q3_raw,mean_pre_zero_correction,mean_analysis_primary,mean_analysis_sensitivity_08,mean_source,exact_zero_before_correction,zero_correction_applied,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_correction_unavailable,zero_mean_exclusion_sensitivity,sd_raw,sd_final,sd_source,se_raw,se_final,se_source,ci_raw,iqr_all_zero,iqr_skewness_review,sd_assumed_sqrt_mean,se_inconsistent_with_sd,se_matches_mean_over_sqrt_n,arm
badache_2017_stress,es088,16,16,216.89,,,,216.89,216.89,216.89,raw_mean,FALSE,FALSE,216.89,195.201,173.512,FALSE,FALSE,47.03,47.03,raw_sd,11.76,11.76,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
badache_2017_stress,es089,16,16,70.44,,,,70.44,70.44,70.44,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,16.15,16.15,raw_sd,4.04,4.04,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
badache_2017_stress,es090,16,16,4.13,,,,4.13,4.13,4.13,raw_mean,FALSE,FALSE,0.18,0.162,0.144,FALSE,FALSE,0.93,0.93,raw_sd,0.23,0.23,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
badache_2017_stress,es091,16,16,22,,,,22,22,22,raw_mean,FALSE,FALSE,8.54,7.685999999999999,6.832,FALSE,FALSE,5.03,5.03,raw_sd,1.26,1.26,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
badache_2017_stress,es092,16,16,135.51,,,,135.51,135.51,135.51,raw_mean,FALSE,FALSE,25.42,22.878000000000004,20.336000000000002,FALSE,FALSE,31.84,31.84,raw_sd,7.96,7.96,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
badache_2017_stress,es093,16,16,18.12,,,,18.12,18.12,18.12,raw_mean,FALSE,FALSE,7.77,6.992999999999999,6.216,FALSE,FALSE,4.52,4.52,raw_sd,1.13,1.13,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
`,es094,20,20,65.63,,,,65.63,65.63,65.63,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.1012,8.1012,assumed_sqrt_mean_in_extraction,,1.8114833899321297,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es095,20,20,65.63,,,,65.63,65.63,65.63,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.1012,8.1012,assumed_sqrt_mean_in_extraction,,1.8114833899321297,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es096,20,20,39.74,,,,39.74,39.74,39.74,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.304,6.304,assumed_sqrt_mean_in_extraction,,1.4096172530158675,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es097,20,20,39.74,,,,39.74,39.74,39.74,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.304,6.304,assumed_sqrt_mean_in_extraction,,1.4096172530158675,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es098,20,20,17.33,,,,17.33,17.33,17.33,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,4.1629,4.1629,assumed_sqrt_mean_in_extraction,,0.9308527383533873,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es099,20,20,17.33,,,,17.33,17.33,17.33,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,4.1629,4.1629,assumed_sqrt_mean_in_extraction,,0.9308527383533873,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es100,20,20,4.48,,,,4.48,4.48,4.48,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.1166,2.1166,assumed_sqrt_mean_in_extraction,,0.4732861481176055,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es101,20,20,4.48,,,,4.48,4.48,4.48,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.1166,2.1166,assumed_sqrt_mean_in_extraction,,0.4732861481176055,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es102,20,20,6.39,,,,6.39,6.39,6.39,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.5278,2.5278,assumed_sqrt_mean_in_extraction,,0.5652332633523969,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es103,20,20,6.39,,,,6.39,6.39,6.39,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.5278,2.5278,assumed_sqrt_mean_in_extraction,,0.5652332633523969,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es104,20,20,3.84,,,,3.84,3.84,3.84,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9596,1.9596,assumed_sqrt_mean_in_extraction,,0.4381798808708588,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es105,20,20,3.84,,,,3.84,3.84,3.84,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9596,1.9596,assumed_sqrt_mean_in_extraction,,0.4381798808708588,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es106,20,20,1.74,,,,1.74,1.74,1.74,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.3191,1.3191,assumed_sqrt_mean_in_extraction,,0.29495972691199723,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es107,20,20,1.74,,,,1.74,1.74,1.74,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.3191,1.3191,assumed_sqrt_mean_in_extraction,,0.29495972691199723,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es108,20,20,2.22,,,,2.22,2.22,2.22,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.49,1.49,assumed_sqrt_mean_in_extraction,,0.33317412864746865,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es109,20,20,2.22,,,,2.22,2.22,2.22,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.49,1.49,assumed_sqrt_mean_in_extraction,,0.33317412864746865,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es110,20,20,1.14,,,,1.14,1.14,1.14,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.0677,1.0677,assumed_sqrt_mean_in_extraction,,0.23874497795765257,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es111,20,20,1.14,,,,1.14,1.14,1.14,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.0677,1.0677,assumed_sqrt_mean_in_extraction,,0.23874497795765257,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es112,20,20,45.7671,,,,45.7671,45.7671,45.7671,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.7651,6.7651,assumed_sqrt_mean_in_extraction,,1.5127223474583826,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es113,20,20,45.7671,,,,45.7671,45.7671,45.7671,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.7651,6.7651,assumed_sqrt_mean_in_extraction,,1.5127223474583826,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es114,20,20,31.7366,,,,31.7366,31.7366,31.7366,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,5.6335,5.6335,assumed_sqrt_mean_in_extraction,,1.2596888951245064,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es115,20,20,31.7366,,,,31.7366,31.7366,31.7366,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,5.6335,5.6335,assumed_sqrt_mean_in_extraction,,1.2596888951245064,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es116,20,20,19.1201,,,,19.1201,19.1201,19.1201,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,4.3726,4.3726,assumed_sqrt_mean_in_extraction,,0.9777430838415581,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es117,20,20,19.1201,,,,19.1201,19.1201,19.1201,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,4.3726,4.3726,assumed_sqrt_mean_in_extraction,,0.9777430838415581,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es118,20,20,4.0526,,,,4.0526,4.0526,4.0526,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.0131,2.0131,assumed_sqrt_mean_in_extraction,,0.45014284455048265,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es119,20,20,4.0526,,,,4.0526,4.0526,4.0526,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.0131,2.0131,assumed_sqrt_mean_in_extraction,,0.45014284455048265,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es120,20,20,3.5127,,,,3.5127,3.5127,3.5127,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.8742,1.8742,assumed_sqrt_mean_in_extraction,,0.4190838603430106,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es121,20,20,3.5127,,,,3.5127,3.5127,3.5127,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.8742,1.8742,assumed_sqrt_mean_in_extraction,,0.4190838603430106,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es122,20,20,3.8478,,,,3.8478,3.8478,3.8478,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9616,1.9616,assumed_sqrt_mean_in_extraction,,0.4386270944663587,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es123,20,20,3.8478,,,,3.8478,3.8478,3.8478,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9616,1.9616,assumed_sqrt_mean_in_extraction,,0.4386270944663587,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es124,20,20,2.3849,,,,2.3849,2.3849,2.3849,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.5443,1.5443,assumed_sqrt_mean_in_extraction,,0.3453159777652925,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es125,20,20,2.3849,,,,2.3849,2.3849,2.3849,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.5443,1.5443,assumed_sqrt_mean_in_extraction,,0.3453159777652925,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es126,20,20,1.5268,,,,1.5268,1.5268,1.5268,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.2357,1.2357,assumed_sqrt_mean_in_extraction,,0.276310919979649,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es127,20,20,1.5268,,,,1.5268,1.5268,1.5268,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.2357,1.2357,assumed_sqrt_mean_in_extraction,,0.276310919979649,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es128,20,20,2.775,,,,2.775,2.775,2.775,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.6658,1.6658,assumed_sqrt_mean_in_extraction,,0.37248420369191493,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
whitlow_1978_thesis,es129,20,20,2.775,,,,2.775,2.775,2.775,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.6658,1.6658,assumed_sqrt_mean_in_extraction,,0.37248420369191493,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,control
abramova_2020_genpath,es130,8,8,51.375,,,,51.375,51.375,51.375,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,16.8263,16.8263,raw_sd,18.1638,5.948995416139602,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es131,8,8,65.5,,,,65.5,65.5,65.5,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,17.0042,17.0042,raw_sd,23.1577,6.011892564326145,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es132,8,8,23.625,,,,23.625,23.625,23.625,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,6.7387,6.7387,raw_sd,8.3527,2.3824902331908935,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es133,8,8,28.125,,,,28.125,28.125,28.125,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,6.4683,6.4683,raw_sd,9.9437,2.2868893963744727,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es134,8,8,1.875,,,,1.875,1.875,1.875,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,2.997,2.997,raw_sd,0.6629,1.0595995116080414,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es135,8,8,2.75,,,,2.75,2.75,2.75,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,1.8323,1.8323,raw_sd,0.9723,0.6478158775840555,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es136,8,8,12.5038,,,,12.5038,12.5038,12.5038,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,11.0261,11.0261,raw_sd,4.4207,3.8983150400204956,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es137,8,8,13.8713,,,,13.8713,13.8713,13.8713,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,13.5053,13.5053,raw_sd,4.9042,4.7748446059793395,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es138,8,8,9.4775,,,,9.4775,9.4775,9.4775,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,15.5527,15.5527,raw_sd,3.3508,5.498709817880008,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es139,8,8,8.2563,,,,8.2563,8.2563,8.2563,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,21.4515,21.4515,raw_sd,2.919,7.584250558311611,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es140,8,8,4.625,,,,4.625,4.625,4.625,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,3.7009,3.7009,raw_sd,1.6352,1.3084657432466467,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es141,8,8,2.875,,,,2.875,2.875,2.875,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.8077,1.8077,raw_sd,1.0165,0.6391184641754609,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es142,20,20,282.218,,,,282.218,282.218,282.218,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,17.0866,17.0866,raw_sd,63.1059,3.820679910434791,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es143,18,18,270.4478,,,,270.4478,270.4478,270.4478,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,23.5988,23.5988,raw_sd,63.7452,5.5622905026217,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es144,20,20,15.626,,,,15.626,15.626,15.626,raw_mean,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,16.2996,16.2996,raw_sd,3.4941,3.6447013606055574,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es145,18,18,26.8306,,,,26.8306,26.8306,26.8306,raw_mean,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,21.928,21.928,raw_sd,6.324,5.168479165952872,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es146,20,20,1.95,,,,1.95,1.95,1.95,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,2.0894,2.0894,raw_sd,0.436,0.46720404321880604,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es147,18,18,4.3889,,,,4.3889,4.3889,4.3889,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,2.6153,2.6153,raw_sd,1.0345,0.6164321216123926,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es148,20,20,2.9,,,,2.9,2.9,2.9,raw_mean,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,FALSE,1.2524,1.2524,raw_sd,0.6485,0.28004515350207365,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es149,18,18,3.7222,,,,3.7222,3.7222,3.7222,raw_mean,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,FALSE,1.8726,1.8726,raw_sd,0.8773,0.441376052816643,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es150,20,20,2.95,,,,2.95,2.95,2.95,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,3.0517,3.0517,raw_sd,0.6596,0.6823808646936108,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es151,18,18,5.7778,,,,5.7778,5.7778,5.7778,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,4.9415,4.9415,raw_sd,1.3618,1.1647227197444416,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es152,20,20,47.411,,,,47.411,47.411,47.411,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,38.3449,38.3449,raw_sd,10.6014,8.574180299043169,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es153,18,18,46.7839,,,,46.7839,46.7839,46.7839,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,44.2145,44.2145,raw_sd,11.0271,10.421457592257536,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es154,20,20,8.25,,,,8.25,8.25,8.25,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,3.8645,3.8645,raw_sd,1.8448,0.8641284699047938,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es155,18,18,11.7222,,,,11.7222,11.7222,11.7222,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,5.4966,5.4966,raw_sd,2.763,1.2955610444899925,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es156,20,20,22.984,,,,22.984,22.984,22.984,raw_mean,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,36.2606,36.2606,raw_sd,5.1394,8.108116650492887,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es157,18,18,11.1783,,,,11.1783,11.1783,11.1783,raw_mean,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,30.8267,30.8267,raw_sd,2.6348,7.265922870534449,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es158,20,20,3.8,,,,3.8,3.8,3.8,raw_mean,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,2.3753,2.3753,raw_sd,0.8497,0.5311332266955251,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es159,18,18,4.3889,,,,4.3889,4.3889,4.3889,raw_mean,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,2.2528,2.2528,raw_sd,1.0345,0.5309900522190182,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es160,21,21,247.5357,,,,247.5357,247.5357,247.5357,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,63.8354,63.8354,raw_sd,54.0167,13.93002631037067,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es161,18,18,179.33,,,,179.33,179.33,179.33,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,56.2763,56.2763,raw_sd,42.2685,13.264451116696168,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es162,8,8,52.7727,,,,52.7727,52.7727,52.7727,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,34.0695,34.0695,raw_sd,18.658,12.045387240817538,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2020_genpath,es163,17,17,63.8303,,,,63.8303,63.8303,63.8303,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,26.4372,26.4372,raw_sd,15.4811,6.411962826210543,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,control
abramova_2023_biopsy,es164,9,9,51.7,,,,51.7,51.7,51.7,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.1,8.1,raw_sd,2.7,2.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es165,10,10,53.2,,,,53.2,53.2,53.2,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,11.068,11.068,raw_sd,3.5,3.5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es166,9,9,23.4,,,,23.4,23.4,23.4,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,5.1,5.1,raw_sd,1.7,1.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es167,10,10,23.4,,,,23.4,23.4,23.4,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,7.9057,7.9057,raw_sd,2.5,2.5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es168,9,9,,2,1,3,2,2,2,luo_2018_q1_median_q3,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,,1.7493603130956201,wan_2014_q1_q3,,0.5831201043652067,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es169,10,10,,2,1.2,3,2.0739,2.0739,2.0739,luo_2018_q1_median_q3,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,,1.5480062365520704,wan_2014_q1_q3,,0.48952255396499395,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es170,9,9,23.7,,,,23.7,23.7,23.7,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,14.7,14.7,raw_sd,4.9,4.9,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es171,10,10,18.3,,,,18.3,18.3,18.3,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,9.4868,9.4868,raw_sd,3,3,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es172,9,9,,16.3,11.3,22.7,16.820333333333334,16.820333333333334,16.820333333333334,luo_2018_q1_median_q3,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,,9.971353784645034,wan_2014_q1_q3,,3.323784594881678,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es173,10,10,,24.7,23.3,30.2,26.214949999999998,26.214949999999998,26.214949999999998,luo_2018_q1_median_q3,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,,5.934023906782935,wan_2014_q1_q3,,1.8765031235324763,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es174,9,9,3.3,,,,3.3,3.3,3.3,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.8,1.8,raw_sd,0.6,0.6,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es175,10,10,4.8,,,,4.8,4.8,4.8,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.8974,1.8974,raw_sd,0.6,0.6,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es176,9,9,,4.6,3.8,5.4,4.6,4.6,4.6,luo_2018_q1_median_q3,FALSE,FALSE,0.11231249999999998,0.10108124999999998,0.08984999999999999,FALSE,FALSE,,1.3994882504764967,wan_2014_q1_q3,,0.4664960834921656,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
