study_id,es_id,n_raw,n_final,mean_raw,median_raw,q1_raw,q3_raw,mean_pre_zero_correction,mean_analysis_primary,mean_analysis_sensitivity_08,mean_source,exact_zero_before_correction,zero_correction_applied,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_correction_unavailable,zero_mean_exclusion_sensitivity,sd_raw,sd_final,sd_source,se_raw,se_final,se_source,ci_raw,iqr_all_zero,iqr_skewness_review,sd_assumed_sqrt_mean,se_inconsistent_with_sd,se_matches_mean_over_sqrt_n,arm
uygur_2011_ankarauniv,es065,10,10,48.87,,,,48.87,48.87,48.87,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,,40.57202237996031,se_times_sqrt_n,12.83,12.83,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es066,10,10,39.08,,,,39.08,39.08,39.08,raw_mean,FALSE,FALSE,20.09,18.081,16.072,FALSE,FALSE,,18.84717485460354,se_times_sqrt_n,5.96,5.96,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es067,10,10,33.44,,,,33.44,33.44,33.44,raw_mean,FALSE,FALSE,20.09,18.081,16.072,FALSE,FALSE,,39.46522519890138,se_times_sqrt_n,12.48,12.48,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es068,10,10,6.2,,,,6.2,6.2,6.2,raw_mean,FALSE,FALSE,1.7,1.53,1.36,FALSE,FALSE,,4.490434277439099,se_times_sqrt_n,1.42,1.42,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es069,10,10,1.7,,,,1.7,1.7,1.7,raw_mean,FALSE,FALSE,1.7,1.53,1.36,FALSE,FALSE,,2.8460498941515415,se_times_sqrt_n,0.9,0.9,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es070,10,10,23,,,,23,23,23,raw_mean,FALSE,FALSE,16,14.4,12.8,FALSE,FALSE,,14.67296834318128,se_times_sqrt_n,4.64,4.64,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es071,10,10,18.4,,,,18.4,18.4,18.4,raw_mean,FALSE,FALSE,16,14.4,12.8,FALSE,FALSE,,11.795295672428056,se_times_sqrt_n,3.73,3.73,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
morra_1965_physiolrec,es072,35,35,14.2,,,,14.2,14.2,14.2,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.3,8.3,raw_sd,,1.4029560628493376,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
morra_1965_physiolrec,es073,35,35,18.8,,,,18.8,18.8,18.8,raw_mean,FALSE,FALSE,13.1,11.79,10.48,FALSE,FALSE,8.2,8.2,raw_sd,,1.386052977754767,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es074,19,19,24.8421,,,,24.8421,24.8421,24.8421,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,12.6985,12.6985,raw_sd,2.9132,2.9132,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es075,18,18,22.1667,,,,22.1667,22.1667,22.1667,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,14.5733,14.5733,raw_sd,3.435,3.435,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es076,19,19,6.8947,,,,6.8947,6.8947,6.8947,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,4.4208,4.4208,raw_sd,1.0142,1.0142,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es077,18,18,4.3889,,,,4.3889,4.3889,4.3889,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,4.1747,4.1747,raw_sd,0.984,0.984,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es078,19,19,1.3158,,,,1.3158,1.3158,1.3158,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,2.029,2.029,raw_sd,0.4655,0.4655,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es079,18,18,0.8889,,,,0.8889,0.8889,0.8889,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,2.3235,2.3235,raw_sd,0.5477,0.5477,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es080,19,19,2.9368,,,,2.9368,2.9368,2.9368,raw_mean,FALSE,FALSE,0.7739,0.6965100000000001,0.6191200000000001,FALSE,FALSE,5.119,5.119,raw_sd,1.1744,1.1744,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es081,18,18,0.7739,,,,0.7739,0.7739,0.7739,raw_mean,FALSE,FALSE,0.7739,0.6965100000000001,0.6191200000000001,FALSE,FALSE,2.1925,2.1925,raw_sd,0.5168,0.5168,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es082,19,19,2.7895,,,,2.7895,2.7895,2.7895,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.782,1.782,raw_sd,0.4088,0.4088,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es083,18,18,3,,,,3,3,3,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.7489,1.7489,raw_sd,0.4122,0.4122,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es084,19,19,28.2516,,,,28.2516,28.2516,28.2516,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,24.6902,24.6902,raw_sd,5.6643,5.6643,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es085,18,18,24.2061,,,,24.2061,24.2061,24.2061,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,17.297,17.297,raw_sd,4.0769,4.0769,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es086,19,19,62.3595,,,,62.3595,62.3595,62.3595,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,53.8477,53.8477,raw_sd,12.3535,12.3535,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2021_front,es087,18,18,79.8783,,,,79.8783,79.8783,79.8783,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,55.483,55.483,raw_sd,13.0775,13.0775,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
badache_2017_stress,es088,16,16,253.78,,,,253.78,253.78,253.78,raw_mean,FALSE,FALSE,216.89,195.201,173.512,FALSE,FALSE,51.89,51.89,raw_sd,12.97,12.97,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
badache_2017_stress,es089,16,16,45.26,,,,45.26,45.26,45.26,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.92,8.92,raw_sd,2.23,2.23,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
badache_2017_stress,es090,16,16,0.18,,,,0.18,0.18,0.18,raw_mean,FALSE,FALSE,0.18,0.162,0.144,FALSE,FALSE,0.26,0.26,raw_sd,0.07,0.07,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
badache_2017_stress,es091,16,16,8.54,,,,8.54,8.54,8.54,raw_mean,FALSE,FALSE,8.54,7.685999999999999,6.832,FALSE,FALSE,1.93,1.93,raw_sd,0.48,0.48,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
badache_2017_stress,es092,16,16,67.96,,,,67.96,67.96,67.96,raw_mean,FALSE,FALSE,25.42,22.878000000000004,20.336000000000002,FALSE,FALSE,14.69,14.69,raw_sd,3.67,3.67,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
badache_2017_stress,es093,16,16,7.77,,,,7.77,7.77,7.77,raw_mean,FALSE,FALSE,7.77,6.992999999999999,6.216,FALSE,FALSE,2.05,2.05,raw_sd,0.51,0.51,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
`,es094,20,20,71.2285,,,,71.2285,71.2285,71.2285,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.4397,8.4397,assumed_sqrt_mean_in_extraction,,1.8871742909704974,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es095,20,20,60.8719,,,,60.8719,60.8719,60.8719,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,7.802,7.802,assumed_sqrt_mean_in_extraction,,1.7445802360453357,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es096,20,20,42.8005,,,,42.8005,42.8005,42.8005,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.5422,6.5422,assumed_sqrt_mean_in_extraction,,1.4628803922399125,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es097,20,20,36.8824,,,,36.8824,36.8824,36.8824,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.0731,6.0731,assumed_sqrt_mean_in_extraction,,1.3579864434153972,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es098,20,20,26.7371,,,,26.7371,26.7371,26.7371,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,5.1708,5.1708,assumed_sqrt_mean_in_extraction,,1.156226029805591,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es099,20,20,15.7464,,,,15.7464,15.7464,15.7464,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,3.9682,3.9682,assumed_sqrt_mean_in_extraction,,0.8873164948314665,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es100,20,20,3.6809,,,,3.6809,3.6809,3.6809,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9186,1.9186,assumed_sqrt_mean_in_extraction,,0.42901200216310964,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es101,20,20,3.708,,,,3.708,3.708,3.708,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9256,1.9256,assumed_sqrt_mean_in_extraction,,0.4305772497473595,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es102,20,20,5.6705,,,,5.6705,5.6705,5.6705,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.3813,2.3813,assumed_sqrt_mean_in_extraction,,0.5324748674820249,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es103,20,20,4.8023,,,,4.8023,4.8023,4.8023,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.1914,2.1914,assumed_sqrt_mean_in_extraction,,0.49001193658930386,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es104,20,20,3.6899,,,,3.6899,3.6899,3.6899,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9209,1.9209,assumed_sqrt_mean_in_extraction,,0.4295262977979346,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es105,20,20,3.0749,,,,3.0749,3.0749,3.0749,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.7535,1.7535,assumed_sqrt_mean_in_extraction,,0.3920945198545881,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es106,20,20,2.3777,,,,2.3777,2.3777,2.3777,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.542,1.542,assumed_sqrt_mean_in_extraction,,0.3448016821304676,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es107,20,20,2.0226,,,,2.0226,2.0226,2.0226,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.4222,1.4222,assumed_sqrt_mean_in_extraction,,0.31801358776002003,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es108,20,20,1.9827,,,,1.9827,1.9827,1.9827,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.4081,1.4081,assumed_sqrt_mean_in_extraction,,0.31486073191174535,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es109,20,20,1.8311,,,,1.8311,1.8311,1.8311,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.3532,1.3532,assumed_sqrt_mean_in_extraction,,0.30258471871527154,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es110,20,20,2.5731,,,,2.5731,2.5731,2.5731,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.6041,1.6041,assumed_sqrt_mean_in_extraction,,0.3586876642707413,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es111,20,20,2.8604,,,,2.8604,2.8604,2.8604,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.6913,1.6913,assumed_sqrt_mean_in_extraction,,0.37818617703453944,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es112,20,20,71.2285,,,,71.2285,71.2285,71.2285,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.4397,8.4397,assumed_sqrt_mean_in_extraction,,1.8871742909704974,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es113,20,20,60.8719,,,,60.8719,60.8719,60.8719,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,7.802,7.802,assumed_sqrt_mean_in_extraction,,1.7445802360453357,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es114,20,20,42.8005,,,,42.8005,42.8005,42.8005,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.5422,6.5422,assumed_sqrt_mean_in_extraction,,1.4628803922399125,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es115,20,20,36.8824,,,,36.8824,36.8824,36.8824,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,6.0731,6.0731,assumed_sqrt_mean_in_extraction,,1.3579864434153972,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es116,20,20,26.7371,,,,26.7371,26.7371,26.7371,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,5.1708,5.1708,assumed_sqrt_mean_in_extraction,,1.156226029805591,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es117,20,20,15.7464,,,,15.7464,15.7464,15.7464,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,3.9682,3.9682,assumed_sqrt_mean_in_extraction,,0.8873164948314665,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es118,20,20,3.6809,,,,3.6809,3.6809,3.6809,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9186,1.9186,assumed_sqrt_mean_in_extraction,,0.42901200216310964,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es119,20,20,3.708,,,,3.708,3.708,3.708,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9256,1.9256,assumed_sqrt_mean_in_extraction,,0.4305772497473595,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es120,20,20,5.6705,,,,5.6705,5.6705,5.6705,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.3813,2.3813,assumed_sqrt_mean_in_extraction,,0.5324748674820249,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es121,20,20,4.8023,,,,4.8023,4.8023,4.8023,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.1914,2.1914,assumed_sqrt_mean_in_extraction,,0.49001193658930386,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es122,20,20,3.6899,,,,3.6899,3.6899,3.6899,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.9209,1.9209,assumed_sqrt_mean_in_extraction,,0.4295262977979346,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es123,20,20,3.0749,,,,3.0749,3.0749,3.0749,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.7535,1.7535,assumed_sqrt_mean_in_extraction,,0.3920945198545881,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es124,20,20,2.3777,,,,2.3777,2.3777,2.3777,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.542,1.542,assumed_sqrt_mean_in_extraction,,0.3448016821304676,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es125,20,20,2.0226,,,,2.0226,2.0226,2.0226,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.4222,1.4222,assumed_sqrt_mean_in_extraction,,0.31801358776002003,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es126,20,20,1.9827,,,,1.9827,1.9827,1.9827,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.4081,1.4081,assumed_sqrt_mean_in_extraction,,0.31486073191174535,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es127,20,20,1.8311,,,,1.8311,1.8311,1.8311,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.3532,1.3532,assumed_sqrt_mean_in_extraction,,0.30258471871527154,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es128,20,20,2.5731,,,,2.5731,2.5731,2.5731,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.6041,1.6041,assumed_sqrt_mean_in_extraction,,0.3586876642707413,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
whitlow_1978_thesis,es129,20,20,2.8604,,,,2.8604,2.8604,2.8604,raw_mean,FALSE,FALSE,1.14,1.026,0.9119999999999999,FALSE,FALSE,1.6913,1.6913,assumed_sqrt_mean_in_extraction,,0.37818617703453944,sd_div_sqrt_n,,FALSE,FALSE,TRUE,FALSE,FALSE,experimental
abramova_2020_genpath,es130,19,19,56.2632,,,,56.2632,56.2632,56.2632,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,26.4614,26.4614,raw_sd,6.0707,6.0707,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es131,16,16,59.625,,,,59.625,59.625,59.625,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,19.4418,19.4418,raw_sd,14.9063,4.86045,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es132,19,19,23.5789,,,,23.5789,23.5789,23.5789,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,11.057,11.057,raw_sd,2.5367,2.5367,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es133,16,16,28.1875,,,,28.1875,28.1875,28.1875,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,8.9086,8.9086,raw_sd,7.0469,2.22715,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es134,19,19,1.8421,,,,1.8421,1.8421,1.8421,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,1.4245,1.4245,raw_sd,0.3268,0.3268,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es135,16,16,1.25,,,,1.25,1.25,1.25,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,0.9309,0.9309,raw_sd,0.3125,0.232725,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es136,19,19,33.2405,,,,33.2405,33.2405,33.2405,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,19.9724,19.9724,raw_sd,4.582,4.582,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es137,16,16,17.125,,,,17.125,17.125,17.125,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,12.2961,12.2961,raw_sd,4.2813,3.074025,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es138,19,19,33.2316,,,,33.2316,33.2316,33.2316,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,43.7813,43.7813,raw_sd,10.0441,10.0441,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es139,16,16,32.7925,,,,32.7925,32.7925,32.7925,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,28.6499,28.6499,raw_sd,8.1981,7.162475,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es140,19,19,4.2105,,,,4.2105,4.2105,4.2105,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.1751,2.1751,raw_sd,0.499,0.499,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es141,16,16,3,,,,3,3,3,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.3663,1.3663,raw_sd,0.75,0.341575,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es142,19,19,253.7111,,,,253.7111,253.7111,253.7111,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,39.4675,39.4675,raw_sd,9.0545,9.0545,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es143,16,16,242.4406,,,,242.4406,242.4406,242.4406,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,43.8737,43.8737,raw_sd,10.9684,10.9684,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es144,19,19,42.7837,,,,42.7837,42.7837,42.7837,raw_mean,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,38.8467,38.8467,raw_sd,8.912,8.912,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es145,16,16,49.9631,,,,49.9631,49.9631,49.9631,raw_mean,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,41.8416,41.8416,raw_sd,10.4604,10.4604,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es146,19,19,3.7895,,,,3.7895,3.7895,3.7895,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,3.1372,3.1372,raw_sd,0.7197,0.7197,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es147,16,16,4.6875,,,,4.6875,4.6875,4.6875,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,3.2397,3.2397,raw_sd,0.8099,0.8099,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es148,19,19,3.0526,,,,3.0526,3.0526,3.0526,raw_mean,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,FALSE,2.1978,2.1978,raw_sd,0.5042,0.5042,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es149,16,16,3.25,,,,3.25,3.25,3.25,raw_mean,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,FALSE,1.9149,1.9149,raw_sd,0.4787,0.4787,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es150,19,19,7.1053,,,,7.1053,7.1053,7.1053,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,5.4149,5.4149,raw_sd,1.2423,1.2423,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es151,16,16,8.625,,,,8.625,8.625,8.625,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,6.8593,6.8593,raw_sd,1.7148,1.7148,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es152,19,19,22.8753,,,,22.8753,22.8753,22.8753,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,20.7601,20.7601,raw_sd,4.7627,4.7627,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es153,16,16,30.5488,,,,30.5488,30.5488,30.5488,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,22.0721,22.0721,raw_sd,5.518,5.518,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
