es_id,study_id,arm,mean_reported,mean_pre_zero,mean_analysis,mean_derivation,sd_reported,se_reported,sd_analysis,sd_derivation,se_analysis,se_derivation,se_source,exact_zero,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_mean_exclusion_sensitivity,analysis_ready
es054,pavlov_2023_molsci,experimental,6.4,6.4,6.4,Reported mean; used unchanged,3.17,,3.17,Reported or previously approved SD; used unchanged,0.847218,SD / sqrt(n); derived for analysis from the extracted SD and sample size,pavlov_2023_molsci_Fig4C; Figure 4C,FALSE,,,,FALSE,TRUE
es055,pavlov_2023_molsci,experimental,25.99,25.99,25.99,Reported mean; used unchanged,11.15,,11.15,Reported or previously approved SD; used unchanged,2.979963,SD / sqrt(n); derived for analysis from the extracted SD and sample size,pavlov_2023_molsci_Fig4D; Figure 4D,FALSE,,,,FALSE,TRUE
es056,pavlov_2023_molsci,experimental,25.42,25.42,25.42,Reported mean; used unchanged,9.56,,9.56,Reported or previously approved SD; used unchanged,2.555017,SD / sqrt(n); derived for analysis from the extracted SD and sample size,pavlov_2023_molsci_Fig4E; Figure 4E,FALSE,,,,FALSE,TRUE
es057,pavlov_2023_molsci,experimental,8.68,8.68,8.68,Reported mean; used unchanged,4.23,,4.23,Reported or previously approved SD; used unchanged,1.130515,SD / sqrt(n); derived for analysis from the extracted SD and sample size,pavlov_2023_molsci_Fig4F; Figure 4F,FALSE,,,,FALSE,TRUE
es058,nishio_2006_intjdevlneur,experimental,24.15,24.15,24.15,Reported mean; used unchanged,7.94,3.55,7.94,Reported or previously approved SD; used unchanged,3.55,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2a; Fig. 2a,FALSE,,,,FALSE,TRUE
es059,nishio_2006_intjdevlneur,experimental,29.23,29.23,29.23,Reported mean; used unchanged,13.81,6.17,13.81,Reported or previously approved SD; used unchanged,6.17,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2a; Fig. 2a,FALSE,,,,FALSE,TRUE
es060,nishio_2006_intjdevlneur,experimental,46.66,46.66,46.66,Reported mean; used unchanged,7.78,3.48,7.78,Reported or previously approved SD; used unchanged,3.48,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2b; Fig. 2b,FALSE,,,,FALSE,TRUE
es061,nishio_2006_intjdevlneur,experimental,42.1,42.1,42.1,Reported mean; used unchanged,14.82,6.63,14.82,Reported or previously approved SD; used unchanged,6.63,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2b; Fig. 2b,FALSE,,,,FALSE,TRUE
es062,nishio_2006_intjdevlneur,experimental,3.58,3.58,3.58,Reported mean; used unchanged,1.18,0.53,1.18,Reported or previously approved SD; used unchanged,0.53,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2c; Fig. 2c,FALSE,,,,FALSE,TRUE
es063,nishio_2006_intjdevlneur,experimental,4.55,4.55,4.55,Reported mean; used unchanged,1.15,0.51,1.15,Reported or previously approved SD; used unchanged,0.51,Reported SEM; used unchanged for analysis,nishio_2006_intjdevlneur_fig2c; Fig. 2c,FALSE,,,,FALSE,TRUE
es064,uygur_2011_ankarauniv,experimental,26.79,26.79,26.79,Reported mean; used unchanged,,7.86,24.855502408923464,SD = reported SE * sqrt(n),7.86,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es065,uygur_2011_ankarauniv,experimental,48.87,48.87,48.87,Reported mean; used unchanged,,12.83,40.57202237996031,SD = reported SE * sqrt(n),12.83,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es066,uygur_2011_ankarauniv,experimental,39.08,39.08,39.08,Reported mean; used unchanged,,5.96,18.84717485460354,SD = reported SE * sqrt(n),5.96,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es067,uygur_2011_ankarauniv,experimental,33.44,33.44,33.44,Reported mean; used unchanged,,12.48,39.46522519890138,SD = reported SE * sqrt(n),12.48,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es068,uygur_2011_ankarauniv,experimental,6.2,6.2,6.2,Reported mean; used unchanged,,1.42,4.490434277439099,SD = reported SE * sqrt(n),1.42,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es069,uygur_2011_ankarauniv,experimental,1.7,1.7,1.7,Reported mean; used unchanged,,0.9,2.8460498941515415,SD = reported SE * sqrt(n),0.9,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es070,uygur_2011_ankarauniv,experimental,23,23,23,Reported mean; used unchanged,,4.64,14.67296834318128,SD = reported SE * sqrt(n),4.64,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es071,uygur_2011_ankarauniv,experimental,18.4,18.4,18.4,Reported mean; used unchanged,,3.73,11.795295672428056,SD = reported SE * sqrt(n),3.73,Reported SEM; used unchanged for analysis,uygur_2011_ankarauniv.pdf; In paper: Table 2.,FALSE,,,,FALSE,TRUE
es072,morra_1965_physiolrec,experimental,14.2,14.2,14.2,Reported mean; used unchanged,8.3,,8.3,Reported or previously approved SD; used unchanged,1.402956,SD / sqrt(n); derived for analysis from the extracted SD and sample size,Table 2 and text,FALSE,,,,FALSE,TRUE
es073,morra_1965_physiolrec,experimental,18.8,18.8,18.8,Reported mean; used unchanged,8.2,,8.2,Reported or previously approved SD; used unchanged,1.386053,SD / sqrt(n); derived for analysis from the extracted SD and sample size,Table 2 and text,FALSE,,,,FALSE,TRUE
es074,abramova_2021_front,experimental,24.8421,24.8421,24.8421,Reported mean; used unchanged,12.6985,,12.6985,Reported or previously approved SD; used unchanged,2.913236,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es075,abramova_2021_front,experimental,22.1667,22.1667,22.1667,Reported mean; used unchanged,14.5733,,14.5733,Reported or previously approved SD; used unchanged,3.43496,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es076,abramova_2021_front,experimental,6.8947,6.8947,6.8947,Reported mean; used unchanged,4.4208,,4.4208,Reported or previously approved SD; used unchanged,1.014201,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es077,abramova_2021_front,experimental,4.3889,4.3889,4.3889,Reported mean; used unchanged,4.1747,,4.1747,Reported or previously approved SD; used unchanged,0.983986,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es078,abramova_2021_front,experimental,1.3158,1.3158,1.3158,Reported mean; used unchanged,2.029,,2.029,Reported or previously approved SD; used unchanged,0.465485,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es079,abramova_2021_front,experimental,0.8889,0.8889,0.8889,Reported mean; used unchanged,2.3235,,2.3235,Reported or previously approved SD; used unchanged,0.547654,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es080,abramova_2021_front,experimental,2.9368,2.9368,2.9368,Reported mean; used unchanged,5.119,,5.119,Reported or previously approved SD; used unchanged,1.174379,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es081,abramova_2021_front,experimental,0.7739,0.7739,0.7739,Reported mean; used unchanged,2.1925,,2.1925,Reported or previously approved SD; used unchanged,0.516777,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es082,abramova_2021_front,experimental,2.7895,2.7895,2.7895,Reported mean; used unchanged,1.782,,1.782,Reported or previously approved SD; used unchanged,0.408819,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es083,abramova_2021_front,experimental,3,3,3,Reported mean; used unchanged,1.7489,,1.7489,Reported or previously approved SD; used unchanged,0.41222,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es084,abramova_2021_front,experimental,28.2516,28.2516,28.2516,Reported mean; used unchanged,24.6902,,24.6902,Reported or previously approved SD; used unchanged,5.66432,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es085,abramova_2021_front,experimental,24.2061,24.2061,24.2061,Reported mean; used unchanged,17.297,,17.297,Reported or previously approved SD; used unchanged,4.076942,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es086,abramova_2021_front,experimental,62.3595,62.3595,62.3595,Reported mean; used unchanged,53.8477,,53.8477,Reported or previously approved SD; used unchanged,12.35351,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es087,abramova_2021_front,experimental,79.8783,79.8783,79.8783,Reported mean; used unchanged,55.483,,55.483,Reported or previously approved SD; used unchanged,13.077469,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",FALSE,,,,FALSE,TRUE
es088,badache_2017_stress,experimental,253.78,253.78,253.78,Reported mean; used unchanged,51.89,12.97,51.89,Reported or previously approved SD; used unchanged,12.97,Reported SEM; used unchanged for analysis,badache_2017_stress_5a; Figure 5a,FALSE,,,,FALSE,TRUE
es089,badache_2017_stress,experimental,45.26,45.26,45.26,Reported mean; used unchanged,8.92,2.23,8.92,Reported or previously approved SD; used unchanged,2.23,Reported SEM; used unchanged for analysis,badache_2017_stress_5b; Figure 5b,FALSE,,,,FALSE,TRUE
es090,badache_2017_stress,experimental,0.18,0.18,0.18,Reported mean; used unchanged,0.26,0.07,0.26,Reported or previously approved SD; used unchanged,0.07,Reported SEM; used unchanged for analysis,badache_2017_stress_5c; Figure 5c,FALSE,,,,FALSE,TRUE
es091,badache_2017_stress,experimental,8.54,8.54,8.54,Reported mean; used unchanged,1.93,0.48,1.93,Reported or previously approved SD; used unchanged,0.48,Reported SEM; used unchanged for analysis,badache_2017_stress_5d; Figure 5d,FALSE,,,,FALSE,TRUE
es092,badache_2017_stress,experimental,67.96,67.96,67.96,Reported mean; used unchanged,14.69,3.67,14.69,Reported or previously approved SD; used unchanged,3.67,Reported SEM; used unchanged for analysis,badache_2017_stress_6a; Figure 6a,FALSE,,,,FALSE,TRUE
es093,badache_2017_stress,experimental,7.77,7.77,7.77,Reported mean; used unchanged,2.05,0.51,2.05,Reported or previously approved SD; used unchanged,0.51,Reported SEM; used unchanged for analysis,badache_2017_stress_6b; Figure 6b,FALSE,,,,FALSE,TRUE
es094,whitlow_1978_thesis,experimental,71.2285,71.2285,71.2285,Reported mean; used unchanged,8.4397,,8.4397,Reported or previously approved SD; used unchanged,1.887174,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es095,whitlow_1978_thesis,experimental,60.8719,60.8719,60.8719,Reported mean; used unchanged,7.802,,7.802,Reported or previously approved SD; used unchanged,1.74458,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es096,whitlow_1978_thesis,experimental,42.8005,42.8005,42.8005,Reported mean; used unchanged,6.5422,,6.5422,Reported or previously approved SD; used unchanged,1.46288,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es097,whitlow_1978_thesis,experimental,36.8824,36.8824,36.8824,Reported mean; used unchanged,6.0731,,6.0731,Reported or previously approved SD; used unchanged,1.357986,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es098,whitlow_1978_thesis,experimental,26.7371,26.7371,26.7371,Reported mean; used unchanged,5.1708,,5.1708,Reported or previously approved SD; used unchanged,1.156226,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es099,whitlow_1978_thesis,experimental,15.7464,15.7464,15.7464,Reported mean; used unchanged,3.9682,,3.9682,Reported or previously approved SD; used unchanged,0.887316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es100,whitlow_1978_thesis,experimental,3.6809,3.6809,3.6809,Reported mean; used unchanged,1.9186,,1.9186,Reported or previously approved SD; used unchanged,0.429012,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es101,whitlow_1978_thesis,experimental,3.708,3.708,3.708,Reported mean; used unchanged,1.9256,,1.9256,Reported or previously approved SD; used unchanged,0.430577,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es102,whitlow_1978_thesis,experimental,5.6705,5.6705,5.6705,Reported mean; used unchanged,2.3813,,2.3813,Reported or previously approved SD; used unchanged,0.532475,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es103,whitlow_1978_thesis,experimental,4.8023,4.8023,4.8023,Reported mean; used unchanged,2.1914,,2.1914,Reported or previously approved SD; used unchanged,0.490012,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es104,whitlow_1978_thesis,experimental,3.6899,3.6899,3.6899,Reported mean; used unchanged,1.9209,,1.9209,Reported or previously approved SD; used unchanged,0.429526,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es105,whitlow_1978_thesis,experimental,3.0749,3.0749,3.0749,Reported mean; used unchanged,1.7535,,1.7535,Reported or previously approved SD; used unchanged,0.392095,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es106,whitlow_1978_thesis,experimental,2.3777,2.3777,2.3777,Reported mean; used unchanged,1.542,,1.542,Reported or previously approved SD; used unchanged,0.344802,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es107,whitlow_1978_thesis,experimental,2.0226,2.0226,2.0226,Reported mean; used unchanged,1.4222,,1.4222,Reported or previously approved SD; used unchanged,0.318014,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es108,whitlow_1978_thesis,experimental,1.9827,1.9827,1.9827,Reported mean; used unchanged,1.4081,,1.4081,Reported or previously approved SD; used unchanged,0.314861,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es109,whitlow_1978_thesis,experimental,1.8311,1.8311,1.8311,Reported mean; used unchanged,1.3532,,1.3532,Reported or previously approved SD; used unchanged,0.302585,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es110,whitlow_1978_thesis,experimental,2.5731,2.5731,2.5731,Reported mean; used unchanged,1.6041,,1.6041,Reported or previously approved SD; used unchanged,0.358688,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es111,whitlow_1978_thesis,experimental,2.8604,2.8604,2.8604,Reported mean; used unchanged,1.6913,,1.6913,Reported or previously approved SD; used unchanged,0.378186,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es112,whitlow_1978_thesis,experimental,71.2285,71.2285,71.2285,Reported mean; used unchanged,8.4397,,8.4397,Reported or previously approved SD; used unchanged,1.887174,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es113,whitlow_1978_thesis,experimental,60.8719,60.8719,60.8719,Reported mean; used unchanged,7.802,,7.802,Reported or previously approved SD; used unchanged,1.74458,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es114,whitlow_1978_thesis,experimental,42.8005,42.8005,42.8005,Reported mean; used unchanged,6.5422,,6.5422,Reported or previously approved SD; used unchanged,1.46288,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es115,whitlow_1978_thesis,experimental,36.8824,36.8824,36.8824,Reported mean; used unchanged,6.0731,,6.0731,Reported or previously approved SD; used unchanged,1.357986,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es116,whitlow_1978_thesis,experimental,26.7371,26.7371,26.7371,Reported mean; used unchanged,5.1708,,5.1708,Reported or previously approved SD; used unchanged,1.156226,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es117,whitlow_1978_thesis,experimental,15.7464,15.7464,15.7464,Reported mean; used unchanged,3.9682,,3.9682,Reported or previously approved SD; used unchanged,0.887316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es118,whitlow_1978_thesis,experimental,3.6809,3.6809,3.6809,Reported mean; used unchanged,1.9186,,1.9186,Reported or previously approved SD; used unchanged,0.429012,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es119,whitlow_1978_thesis,experimental,3.708,3.708,3.708,Reported mean; used unchanged,1.9256,,1.9256,Reported or previously approved SD; used unchanged,0.430577,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es120,whitlow_1978_thesis,experimental,5.6705,5.6705,5.6705,Reported mean; used unchanged,2.3813,,2.3813,Reported or previously approved SD; used unchanged,0.532475,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es121,whitlow_1978_thesis,experimental,4.8023,4.8023,4.8023,Reported mean; used unchanged,2.1914,,2.1914,Reported or previously approved SD; used unchanged,0.490012,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es122,whitlow_1978_thesis,experimental,3.6899,3.6899,3.6899,Reported mean; used unchanged,1.9209,,1.9209,Reported or previously approved SD; used unchanged,0.429526,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es123,whitlow_1978_thesis,experimental,3.0749,3.0749,3.0749,Reported mean; used unchanged,1.7535,,1.7535,Reported or previously approved SD; used unchanged,0.392095,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es124,whitlow_1978_thesis,experimental,2.3777,2.3777,2.3777,Reported mean; used unchanged,1.542,,1.542,Reported or previously approved SD; used unchanged,0.344802,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es125,whitlow_1978_thesis,experimental,2.0226,2.0226,2.0226,Reported mean; used unchanged,1.4222,,1.4222,Reported or previously approved SD; used unchanged,0.318014,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es126,whitlow_1978_thesis,experimental,1.9827,1.9827,1.9827,Reported mean; used unchanged,1.4081,,1.4081,Reported or previously approved SD; used unchanged,0.314861,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es127,whitlow_1978_thesis,experimental,1.8311,1.8311,1.8311,Reported mean; used unchanged,1.3532,,1.3532,Reported or previously approved SD; used unchanged,0.302585,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es128,whitlow_1978_thesis,experimental,2.5731,2.5731,2.5731,Reported mean; used unchanged,1.6041,,1.6041,Reported or previously approved SD; used unchanged,0.358688,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es129,whitlow_1978_thesis,experimental,2.8604,2.8604,2.8604,Reported mean; used unchanged,1.6913,,1.6913,Reported or previously approved SD; used unchanged,0.378186,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,FALSE,,,,FALSE,TRUE
es130,abramova_2020_genpath,experimental,56.2632,56.2632,56.2632,Reported mean; used unchanged,26.4614,,26.4614,Reported or previously approved SD; used unchanged,6.070662,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es131,abramova_2020_genpath,experimental,59.625,59.625,59.625,Reported mean; used unchanged,19.4418,,19.4418,Reported or previously approved SD; used unchanged,4.86045,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es132,abramova_2020_genpath,experimental,23.5789,23.5789,23.5789,Reported mean; used unchanged,11.057,,11.057,Reported or previously approved SD; used unchanged,2.53665,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es133,abramova_2020_genpath,experimental,28.1875,28.1875,28.1875,Reported mean; used unchanged,8.9086,,8.9086,Reported or previously approved SD; used unchanged,2.22715,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es134,abramova_2020_genpath,experimental,1.8421,1.8421,1.8421,Reported mean; used unchanged,1.4245,,1.4245,Reported or previously approved SD; used unchanged,0.326803,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es135,abramova_2020_genpath,experimental,1.25,1.25,1.25,Reported mean; used unchanged,0.9309,,0.9309,Reported or previously approved SD; used unchanged,0.232725,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es136,abramova_2020_genpath,experimental,33.2405,33.2405,33.2405,Reported mean; used unchanged,19.9724,,19.9724,Reported or previously approved SD; used unchanged,4.581983,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es137,abramova_2020_genpath,experimental,17.125,17.125,17.125,Reported mean; used unchanged,12.2961,,12.2961,Reported or previously approved SD; used unchanged,3.074025,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es138,abramova_2020_genpath,experimental,33.2316,33.2316,33.2316,Reported mean; used unchanged,43.7813,,43.7813,Reported or previously approved SD; used unchanged,10.044119,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es139,abramova_2020_genpath,experimental,32.7925,32.7925,32.7925,Reported mean; used unchanged,28.6499,,28.6499,Reported or previously approved SD; used unchanged,7.162475,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es140,abramova_2020_genpath,experimental,4.2105,4.2105,4.2105,Reported mean; used unchanged,2.1751,,2.1751,Reported or previously approved SD; used unchanged,0.499002,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
