study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se_reported,c_se_analysis,c_se_derivation,c_se_source,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se_reported,ex_se_analysis,ex_se_derivation,ex_se_source,ex_median,ex_q1,ex_q3,stat_comment,general_comment
abramova_2023_biopsy,es190,ex025,con021,out091,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total freezing time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 28",0,0,0,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 28",1.1,0,2.3,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es191,ex026,con022,out091,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total freezing time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 29",3.8,0,11.6,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 29",7.3,2.9,21.3,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es192,ex025,con021,out092,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total grooming time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,24.9,20.7,9,6.9,6.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 30",,,,46.8,20.871,10,6.6,6.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 30",,,,Mean±SEM,
abramova_2023_biopsy,es193,ex026,con022,out092,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total grooming time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,24,14.8627,10,4.7,4.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 31",,,,29.7,28.5671,8,10.1,10.1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 31",,,,Mean±SEM,
abramova_2023_biopsy,es194,ex025,con021,out093,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Grooming frequency,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 32",3,2,4,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 32",2,1.2,4.5,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es195,ex026,con022,out093,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Grooming frequency,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 33",4,2.2,4,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 33",2.5,0.7,5.7,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es196,ex025,con021,out094,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Mean grooming duration,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,6.8,5.4,9,1.8,1.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 34",,,,20.9,15.1789,10,4.8,4.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 34",,,,Mean±SEM,
abramova_2023_biopsy,es197,ex026,con022,out094,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Mean grooming duration,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,6.4,2.846,10,0.9,0.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 35",,,,8.8,8.2024,8,2.9,2.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 35",,,,Mean±SEM,
abramova_2023_biopsy,es198,ex025,con021,out095,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,80,,none,,Depression,Sucrose Preference Test (SPT),,Sucrose preference index,Index,%,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,63.5,17.4,9,5.8,5.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 36",,,,60.3,13.914,10,4.4,4.4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 36",,,,Mean±SEM,
abramova_2023_biopsy,es199,ex026,con022,out095,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,80,,none,,Depression,Sucrose Preference Test (SPT),,Sucrose preference index,Index,%,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,62.3,21.1873,10,6.7,6.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 37",,,,83.4,11.3137,8,4,4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 37",,,,Mean±SEM,
abramova_2023_biopsy,es200,ex025,con021,out096,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,95,,none,,Depression,Forced Swimming Test (FST),,Total immobility time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 38",110,81,143,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 38",140,102,164,estimated from Median(Q1;Q3),
