study_id,es_id,csv_row,data_source,data_file,control_group,experimental_group,c_status,c_meta_group,c_meta_file,c_mean_meta,c_sd_meta,c_n_meta,c_se_meta,ex_status,ex_meta_group,ex_meta_file,ex_mean_meta,ex_sd_meta,ex_n_meta,ex_se_meta,overall_status,meta_files,notes
whitlow_1978_thesis,es095,96,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HLN_1_sq,mismatch,HNoN_1,whitlow_1978_thesis_fig2.png,65.6274768824307,2.36308372787299,20.0,0.528401585204762,mismatch,HLN_1,whitlow_1978_thesis_fig2.png,60.8718626155878,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es096,97,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HN_2_sq,mismatch,HNoN_2,whitlow_1978_thesis_fig2.png,39.7357992073976,3.78093396459668,20.0,0.845442536327596,mismatch,HN_2,whitlow_1978_thesis_fig2.png,42.8005284015852,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es097,98,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HLN_2_sq,mismatch,HNoN_2,whitlow_1978_thesis_fig2.png,39.7357992073976,3.78093396459668,20.0,0.845442536327596,mismatch,HLN_2,whitlow_1978_thesis_fig2.png,36.882430647292,2.36308372787299,20.0,0.528401585204762,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es098,99,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HN_3_sq,mismatch,HNoN_3,whitlow_1978_thesis_fig2.png,17.331571994716,2.83570047344756,20.0,0.634081902245708,mismatch,HN_3,whitlow_1978_thesis_fig2.png,26.7371202113607,3.78093396459674,20.0,0.84544253632761,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es099,100,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HLN_3_sq,mismatch,HNoN_3,whitlow_1978_thesis_fig2.png,17.331571994716,2.83570047344756,20.0,0.634081902245708,mismatch,HLN_3,whitlow_1978_thesis_fig2.png,15.7463672391017,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es100,101,Figure 4,whitlow_1978_thesis_fig4,HNoN_1_gr,HN_1_gr,mismatch,HNoN_1_gr,whitlow_1978_thesis_fig4.png,4.47674418604651,0.323565392092987,20.0,0.0723514211886291,mismatch,HN_1_gr,whitlow_1978_thesis_fig4.png,3.68087855297158,0.323565392092995,20.0,0.0723514211886309,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es101,102,Figure 4,whitlow_1978_thesis_fig4,HNoN_1_gr,HLN_1_gr,mismatch,HNoN_1_gr,whitlow_1978_thesis_fig4.png,4.47674418604651,0.323565392092987,20.0,0.0723514211886291,mismatch,HLN_1_gr,whitlow_1978_thesis_fig4.png,3.70801033591731,0.323565392092999,20.0,0.0723514211886318,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es102,103,Figure 4,whitlow_1978_thesis_fig4,HNoN_2_gr,HN_2_gr,mismatch,HNoN_2_gr,whitlow_1978_thesis_fig4.png,6.39405684754522,0.364011066104614,20.0,0.0813953488372086,mismatch,HN_2_gr,whitlow_1978_thesis_fig4.png,5.67054263565892,0.323565392092995,20.0,0.0723514211886309,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es103,104,Figure 4,whitlow_1978_thesis_fig4,HNoN_2_gr,HLN_2_gr,mismatch,HNoN_2_gr,whitlow_1978_thesis_fig4.png,6.39405684754522,0.364011066104614,20.0,0.0813953488372086,mismatch,HLN_2_gr,whitlow_1978_thesis_fig4.png,4.80232558139535,0.283119718081368,20.0,0.0633074935400515,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es104,105,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HN_3_gr,mismatch,HNoN_3_gr,whitlow_1978_thesis_fig4.png,3.843669250646,0.283119718081368,20.0,0.0633074935400515,mismatch,HN_3_gr,whitlow_1978_thesis_fig4.png,3.68992248062016,0.242674044069741,20.0,0.0542635658914721,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es105,106,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HLN_3_gr,mismatch,HNoN_3_gr,whitlow_1978_thesis_fig4.png,3.843669250646,0.283119718081368,20.0,0.0633074935400515,mismatch,HLN_3_gr,whitlow_1978_thesis_fig4.png,3.0749354005168,0.364011066104622,20.0,0.0813953488372103,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es106,107,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HN_1_de,mismatch,HNoN_1_de,whitlow_1978_thesis_fig5.png,1.73537234042553,0.178409679055834,20.0,0.0398936170212765,unmatched,,,,,,,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex group not uniquely matched"
whitlow_1978_thesis,es107,108,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HLN_1_de,mismatch,HNoN_1_de,whitlow_1978_thesis_fig5.png,1.73537234042553,0.178409679055834,20.0,0.0398936170212765,mismatch,HLN_1_de,whitlow_1978_thesis_fig5.png,2.02260638297872,0.160568711150251,20.0,0.0359042553191489,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es108,109,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HN_2_de,mismatch,HNoN_2_de,whitlow_1978_thesis_fig5.png,2.21808510638298,0.160568711150249,20.0,0.0359042553191484,mismatch,HN_2_de,whitlow_1978_thesis_fig5.png,1.98271276595745,0.142727743244669,20.0,0.0319148936170217,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es109,110,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HLN_2_de,mismatch,HNoN_2_de,whitlow_1978_thesis_fig5.png,2.21808510638298,0.160568711150249,20.0,0.0359042553191484,mismatch,HLN_2_de,whitlow_1978_thesis_fig5.png,1.8311170212766,0.124886775339082,20.0,0.0279255319148932,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es110,111,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HN_3_de,mismatch,HNoN_3_de,whitlow_1978_thesis_fig5.png,1.14095744680851,0.178409679055833,20.0,0.0398936170212763,mismatch,HN_3_de,whitlow_1978_thesis_fig5.png,2.57313829787234,0.160568711150253,20.0,0.0359042553191493,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es111,112,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HLN_3_de,mismatch,HNoN_3_de,whitlow_1978_thesis_fig5.png,1.14095744680851,0.178409679055833,20.0,0.0398936170212763,mismatch,HLN_3_de,whitlow_1978_thesis_fig5.png,2.86037234042553,0.124886775339084,20.0,0.0279255319148937,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es112,113,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HN_1_sq,mismatch,C_1_sq,whitlow_1978_thesis_fig2.png,45.7671080673081,3.40483547432575,20.0,0.761344357279512,mismatch,HN_1,whitlow_1978_thesis_fig2.png,71.2285336856011,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es113,114,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HLN_1_sq,mismatch,C_1_sq,whitlow_1978_thesis_fig2.png,45.7671080673081,3.40483547432575,20.0,0.761344357279512,mismatch,HLN_1,whitlow_1978_thesis_fig2.png,60.8718626155878,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es114,115,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HN_2_sq,mismatch,C_2_sq,whitlow_1978_thesis_fig2.png,31.736619197443,2.91843040656487,20.0,0.652580877668139,mismatch,HN_2,whitlow_1978_thesis_fig2.png,42.8005284015852,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es115,116,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HLN_2_sq,mismatch,C_2_sq,whitlow_1978_thesis_fig2.png,31.736619197443,2.91843040656487,20.0,0.652580877668139,mismatch,HLN_2,whitlow_1978_thesis_fig2.png,36.882430647292,2.36308372787299,20.0,0.528401585204762,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es116,117,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,mismatch,C_3_sq,whitlow_1978_thesis_fig2.png,19.1200555625255,2.91843040656487,20.0,0.652580877668139,mismatch,HN_3,whitlow_1978_thesis_fig2.png,26.7371202113607,3.78093396459674,20.0,0.84544253632761,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es117,118,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,mismatch,C_3_sq,whitlow_1978_thesis_fig2.png,19.1200555625255,2.91843040656487,20.0,0.652580877668139,mismatch,HLN_3,whitlow_1978_thesis_fig2.png,15.7463672391017,3.30831721902216,20.0,0.739762219286661,review,whitlow_1978_thesis_fig2.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es118,119,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,mismatch,C_1_gr,whitlow_1978_thesis_fig4.png,4.05258790902981,0.33300522662333,20.0,0.0744622323592488,mismatch,HN_1_gr,whitlow_1978_thesis_fig4.png,3.68087855297158,0.323565392092995,20.0,0.0723514211886309,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es119,120,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,mismatch,C_1_gr,whitlow_1978_thesis_fig4.png,4.05258790902981,0.33300522662333,20.0,0.0744622323592488,mismatch,HLN_1_gr,whitlow_1978_thesis_fig4.png,3.70801033591731,0.323565392092999,20.0,0.0723514211886318,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es120,121,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,mismatch,C_2_gr,whitlow_1978_thesis_fig4.png,3.51273672442526,0.208128266639579,20.0,0.04653889522453,mismatch,HN_2_gr,whitlow_1978_thesis_fig4.png,5.67054263565892,0.323565392092995,20.0,0.0723514211886309,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es121,122,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,mismatch,C_2_gr,whitlow_1978_thesis_fig4.png,3.51273672442526,0.208128266639579,20.0,0.04653889522453,mismatch,HLN_2_gr,whitlow_1978_thesis_fig4.png,4.80232558139535,0.283119718081368,20.0,0.0633074935400515,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es122,123,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,mismatch,C_3_gr,whitlow_1978_thesis_fig4.png,3.84781677004188,0.249753919967497,20.0,0.0558466742694366,mismatch,HN_3_gr,whitlow_1978_thesis_fig4.png,3.68992248062016,0.242674044069741,20.0,0.0542635658914721,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es123,124,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,mismatch,C_3_gr,whitlow_1978_thesis_fig4.png,3.84781677004188,0.249753919967497,20.0,0.0558466742694366,mismatch,HLN_3_gr,whitlow_1978_thesis_fig4.png,3.0749354005168,0.364011066104622,20.0,0.0813953488372103,review,whitlow_1978_thesis_fig4.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es124,125,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,mismatch,C_1_de,whitlow_1978_thesis_fig5.png,2.38494690756369,0.110168807402075,20.0,0.0246344942351122,unmatched,,,,,,,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex group not uniquely matched"
whitlow_1978_thesis,es125,126,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,mismatch,C_1_de,whitlow_1978_thesis_fig5.png,2.38494690756369,0.110168807402075,20.0,0.0246344942351122,mismatch,HLN_1_de,whitlow_1978_thesis_fig5.png,2.02260638297872,0.160568711150251,20.0,0.0359042553191489,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es126,127,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,mismatch,C_2_de,whitlow_1978_thesis_fig5.png,1.52684535837395,0.110168807402073,20.0,0.0246344942351118,mismatch,HN_2_de,whitlow_1978_thesis_fig5.png,1.98271276595745,0.142727743244669,20.0,0.0319148936170217,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es127,128,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,mismatch,C_2_de,whitlow_1978_thesis_fig5.png,1.52684535837395,0.110168807402073,20.0,0.0246344942351118,mismatch,HLN_2_de,whitlow_1978_thesis_fig5.png,1.8311170212766,0.124886775339082,20.0,0.0279255319148932,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es128,129,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,mismatch,C_3_de,whitlow_1978_thesis_fig5.png,2.7749930662863,0.110168807402075,20.0,0.0246344942351122,mismatch,HN_3_de,whitlow_1978_thesis_fig5.png,2.57313829787234,0.160568711150253,20.0,0.0359042553191493,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
whitlow_1978_thesis,es129,130,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,mismatch,C_3_de,whitlow_1978_thesis_fig5.png,2.7749930662863,0.110168807402075,20.0,0.0246344942351122,mismatch,HLN_3_de,whitlow_1978_thesis_fig5.png,2.86037234042553,0.124886775339084,20.0,0.0279255319148937,review,whitlow_1978_thesis_fig5.png,"c differs in sd, se; ex differs in sd, se"
