study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,higher_better_notes,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,,corrections_notes_AL
pavlov_2023_molsci,ex013,con009,out030,es055,Yes,One control and one treatment ,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712 ,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Open Field Test (OFT),,Time in central square,Time,s,Dark phase,Figure 4D,pavlov_2023_molsci_Fig4D,NonSt_csq,US_csq,NonSt_US_csq,Independent,Yes,Negative,,71.66,17.5,10,5.53,,25.99,11.15,14,2.98,,,,,,,,,,yes,,,
pavlov_2023_molsci,ex013,con009,out031,es056,Yes,One control and one treatment ,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712 ,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),Time,s,Dark phase,Figure 4E,pavlov_2023_molsci_Fig4E,NonSt_oat,US_oat,NonSt_US_oat,Independent,Yes,Negative,,69.17,20.84,10,6.59,,25.42,9.56,14,2.55,,,,,,,,,,yes,,,
pavlov_2023_molsci,ex013,con009,out032,es057,Yes,One control and one treatment ,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712 ,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Count,Count,Dark phase,Figure 4F,pavlov_2023_molsci_Fig4F,NonSt_oae,US_oae,NonSt_US_oae,Independent,Yes,Negative,,13.27,5.44,10,1.72,,8.68,4.23,14,1.13,,,,,,,,,,yes,,,
nishio_2006_intjdevlneur,ex014,con010,out033,es058,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18 ,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,male,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),Percentage,%,Not reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_m_oat,pre_so_m_oat,pre_n_m_oat,Independent,Yes,Negative,,27.16,13.81,5,6.17,,24.15,7.94,5,3.55,,,,,,,,,,yes,,,
nishio_2006_intjdevlneur,ex015,con011,out033,es059,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18 ,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,female,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),Percentage,%,Not reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_f_oat,pre_so_f_oat,pre_n_f_oat,Independent,Yes,Negative,,18.69,6.84,5,3.06,,29.23,13.81,5,6.17,,,,,,,,,,yes,,,
nishio_2006_intjdevlneur,ex014,con010,out034,es060,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18 ,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,male,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Percentage,%,Not reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,Independent,Yes,Negative,,39.61,9.64,5,4.31,,46.66,7.78,5,3.48,,,,,,,,,,yes,,,
nishio_2006_intjdevlneur,ex015,con011,out034,es061,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18 ,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,female,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),Percentage,%,Not reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,Independent,Yes,Negative,,33.07,7.6,5,3.4,,42.1,14.82,5,6.63,,,,,,,,,,yes,,,
nishio_2006_intjdevlneur,ex014,con010,out035,es062,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18 ,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,male,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,Count,Count,Not reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,Independent,Yes,Negative,,3.97,1.71,5,0.76,,3.58,1.18,5,0.53,,,,,,,,,,yes,,,
nishio_2006_intjdevlneur,ex015,con011,out035,es063,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18 ,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,female,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,Count,Count,Not reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,Independent,Yes,Negative,,6.68,2.41,5,1.08,,4.55,1.15,5,0.51,,,,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out036,es064,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,Time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,Independent,No,Positive,,45.87,,9,8.29,,26.79,,10,7.86,,,1st day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out036,es065,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,Time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,Independent,No,Positive,,79.05,,9,13.52,,48.87,,10,12.83,,,2nd day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out037,es066,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,Time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,Independent,Yes,Negative,,20.09,,9,6.28,,39.08,,10,5.96,,,1st day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out037,es067,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,Time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,Independent,Yes,Negative,,31.89,,9,13.15,,33.44,,10,12.48,,,2nd day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out038,es068,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,Count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,Independent,Yes,Negative,,5.44,,9,1.49,,6.2,,10,1.42,,,1st day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out038,es069,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,Count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,Independent,Yes,Negative,,2.56,,9,0.95,,1.7,,10,0.9,,,2nd day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out039,es070,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,Count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju1,Independent,Yes,Negative,,26.78,,9,4.89,,23,,10,4.64,,,1st day,,,,,,,yes,,,
uygur_2011_ankarauniv,ex016,con012,out039,es071,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,Count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju2,Independent,Yes,Negative,,16,,9,3.93,,18.4,,10,3.73,,,2nd day,,,,,,,yes,,,
morra_1965_physiolrec,ex017,con013,out040,es072,Yes,One control and one treatment ,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days ,"mid, late",day 12-20,9,Intermitent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,,none,,Axiety,Open Field Test (OFT),,Sections crossed,Count,Count,Not reported,Table 2 and text,,GIII_csq,GII_csq,GIII_GII_csq,Independent,Yes,Negative,,19.5,8.4,63,,,14.2,8.3,35,,,,No SE or CI,,,,,,,yes,,,
morra_1965_physiolrec,ex017,con013,out041,es073,Yes,One control and one treatment ,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days ,"mid, late",day 12-20,9,Intermitent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,,none,,Axiety,Open Field Test (OFT),,Initial latency to move,Latency,s,Not reported,Table 2 and text,,GIII_il,GII_il,GIII_GII_il,Independent,No,Positive,,13.1,7.9,63,,,18.8,8.2,35,,,,No SE or CI,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out042,es074,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),Square arena on PND20,Sections crossed,Count,Count,Light phase,Figure 2a,OF-pups-abramova2015,C_f_sq,PS_f_sq,C_PS_f_sq,Independent,Yes,Negative,,29,15.7903,25,3.1581,,24.8421,12.6985,19,2.9132,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out042,es075,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Sections crossed,Count,Count,Light phase,Figure 2a,OF-pups-abramova2016,C_m_sq,PS_m_sq,C_PS_m_sq,Independent,Yes,Negative,,33.7391,16.896,23,3.5231,,22.1667,14.5733,18,3.435,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out043,es076,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light phase,Figure 2b,OF-pups-abramova2017,C_f_re,PS_f_re,C_PS_f_re,Independent,Yes,Negative,,8.92,6.9337,25,1.3867,,6.8947,4.4208,19,1.0142,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out043,es077,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light phase,Figure 2b,OF-pups-abramova2018,C_m_re,PS_m_re,C_PS_m_re,Independent,Yes,Negative,,10.1304,8.7558,23,1.8257,,4.3889,4.1747,18,0.984,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out044,es078,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light phase,Raw data,OF-pups-abramova2019,C_f_cen,PS_f_cen,C_PS_f_cen,Independent,Yes,Negative,,1.16,1.4911,25,0.2982,,1.3158,2.029,19,0.4655,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out044,es079,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light phase,Raw data,OF-pups-abramova2020,C_m_cen,PS_m_cen,C_PS_m_cen,Independent,Yes,Negative,,2.2609,2.5265,23,0.5268,,0.8889,2.3235,18,0.5477,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out045,es080,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Time in central square,Count,Count,Light phase,Raw data,OF-pups-abramova2021,C_f_centt,PS_f_centt,C_PS_f_centt,Independent,Yes,Negative,,2.0964,3.3901,25,0.678,,2.9368,5.119,19,1.1744,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out045,es081,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Time in central square,Count,Count,Light phase,Raw data,OF-pups-abramova2022,C_m_centt,PS_m_centt,C_PS_m_centt,Independent,Yes,Negative,,5.177,6.8377,23,1.4258,,0.7739,2.1925,18,0.5168,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out046,es082,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Grooming frequency,Count,Count,Light phase,Raw data,OF-pups-abramova2023,C_f_gfr,PS_f_gfr,C_PS_f_gfr,Independent,No,Positive,,3.76,1.6653,25,0.3331,,2.7895,1.782,19,0.4088,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out046,es083,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Grooming frequency,Count,Count,Light phase,Raw data,OF-pups-abramova2024,C_m_gfr,PS_m_gfr,C_PS_m_gfr,Independent,No,Positive,,2.6522,1.465,23,0.3055,,3,1.7489,18,0.4122,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out047,es084,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,Raw data,OF-pups-abramova2025,C_f_gtt,PS_f_gtt,C_PS_f_gtt,Independent,No,Positive,,34.048,25.0853,25,5.0171,,28.2516,24.6902,19,5.6643,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out047,es085,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,Raw data,OF-pups-abramova2026,C_m_gtt,PS_m_gtt,C_PS_m_gtt,Independent,No,Positive,,16.3787,13.1338,23,2.7386,,24.2061,17.297,18,4.0769,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex018,con014,out048,es086,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,Figure 2c,OF-pups-abramova2027,C_f_frtt,PS_f_fr,C_PS_f_fr,Independent,No,Positive,,36.678,36.638,25,7.3276,,62.3595,53.8477,19,12.3535,,Extracted all from raw data,,,,,,,,yes,,,
abramova_2021_front,ex019,con015,out048,es087,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,Figure 2c,OF-pups-abramova2028,C_m_ftt,PS_m_fr,C_PS_m_fr,Independent,No,Positive,,39.257,41.7274,23,8.7008,,79.8783,55.483,18,13.0775,,Extracted all from raw data,,,,,,,,yes,,,
badache_2017_stress,ex020,con016,out049,es088,Yes,One treatmentent group and one control,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,,No information,male,45,,none,,Anxiety,Open Field Test (OFT),,Time in corners,Time,s,Light phase,Figure 5a,badache_2017_stress_5a,Cn_cor,Ns_cor,Cn_Ns_cor,Independent,No,Positive,,216.89,47.03,16,11.76,,253.78,51.89,16,12.97,,,,,,,,,,yes,,,I double checked MetaDigitise
